filename,Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7,rstd_bins0,rstd_bins1,rstd_bins2,rstd_bins3,rstd_bins4,rstd_bins5,rstd_bins6,rstd_bins7,rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,rkurto_bins0,rkurto_bins1,rkurto_bins2,rkurto_bins3,rkurto_bins4,rkurto_bins5,rkurto_bins6,rkurto_bins7,gmean_bins0,gmean_bins1,gmean_bins2,gmean_bins3,gmean_bins4,gmean_bins5,gmean_bins6,gmean_bins7,gstd_bins0,gstd_bins1,gstd_bins2,gstd_bins3,gstd_bins4,gstd_bins5,gstd_bins6,gstd_bins7,gskew_bins0,gskew_bins1,gskew_bins2,gskew_bins3,gskew_bins4,gskew_bins5,gskew_bins6,gskew_bins7,gkurto_bins0,gkurto_bins1,gkurto_bins2,gkurto_bins3,gkurto_bins4,gkurto_bins5,gkurto_bins6,gkurto_bins7,bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7,bstd_bins0,bstd_bins1,bstd_bins2,bstd_bins3,bstd_bins4,bstd_bins5,bstd_bins6,bstd_bins7,bskew_bins0,bskew_bins1,bskew_bins2,bskew_bins3,bskew_bins4,bskew_bins5,bskew_bins6,bskew_bins7,bkurto_bins0,bkurto_bins1,bkurto_bins2,bkurto_bins3,bkurto_bins4,bkurto_bins5,bkurto_bins6,bkurto_bins7,class
transformed_image_normal_1.png,5822,14402,0,9189,10538,0,11831,13754,86.98248025,4.430912373,0,55.52976385,176.4347125,0,215.8522526,215.2079395,23.77237431,9.797897587,0,37.308909,19.26510982,0,11.84979311,38.68421635,26.36328091,12.96248563,0,40.87524543,22.0249154,0,14.2528362,43.03217911,28.40204286,16.13100369,0,43.68151988,24.37787582,0,17.14700402,46.89120149,0.035554792,69.97139286,0,171.7109588,74.26494591,0,178.8907954,242.3303039,1.485873951,41.02235268,0,23.45880249,40.81343634,0,25.24161024,13.3243941,5.58942543,44.85611394,0,25.69390461,44.66312416,0,27.75126886,15.32376265,10.96545737,47.71168679,0,27.42336339,47.69723934,0,29.64429244,17.6707105,80.8761594,170.2664908,0,201.8644031,9.910799013,0,58.43555067,179.9059183,23.2165188,21.8606733,0,6.887574657,15.05909707,0,36.23324597,28.19340877,25.67153649,24.27075707,0,9.587875044,17.35317514,0,39.72539776,30.9217012,27.55668108,26.12511645,0,12.66817677,19.67883334,0,42.32514252,33.02993785,1
transformed_image_normal_2.png,6325,11758,0,10893,13314,0,8460,14786,86.93770751,5.183279469,0,69.19517121,177.0181012,0,214.1100473,206.7073583,24.82990383,11.41268836,0,35.32391903,19.73841329,0,10.19282555,35.58493196,27.37821197,15.14449609,0,38.70563981,21.21825508,0,11.68690405,38.90429653,29.32209372,18.60314136,0,41.27339298,22.58391979,0,13.27841323,41.64535196,0.336758893,66.10869195,0,179.0927201,79.94066396,0,177.5018913,242.4714595,4.843908872,38.89075415,0,21.82069734,35.33303451,0,24.67828181,13.17552654,13.08670203,42.28311684,0,24.0038276,39.80464135,0,27.00216609,14.53357319,22.16940008,44.79731579,0,25.69487982,43.37924527,0,28.74867067,15.91656926,79.90608696,161.0498384,0,200.9405123,2.69325522,0,57.05768322,189.3686595,24.67054328,17.53328778,0,5.543650521,8.017604496,0,35.42392565,27.91120916,27.80887451,19.69102642,0,7.451721486,11.91293412,0,38.72811838,32.45653958,30.42997082,21.41049867,0,9.701043451,16.31160527,0,41.18374191,36.3440602,1
transformed_image_normal_3.png,5911,15666,0,9025,13587,0,8205,13142,76.83336153,2.389569769,0,77.30094183,194.7853831,0,232.053504,200.8295541,26.98499664,6.457802488,0,31.29014039,25.44923595,0,7.506971312,39.6045055,30.00075434,9.362290365,0,35.55655229,27.53581209,0,10.84299241,43.89348878,32.29983061,12.73226585,0,39.48005384,29.73052103,0,16.33767676,47.34952239,0.131449839,75.59670624,0,194.8229363,93.56671819,0,178.6232785,245.6781312,3.111504729,39.55253527,0,20.43408454,37.7078416,0,27.98748312,10.45653365,9.56651676,43.18694527,0,24.21383621,41.83144572,0,30.41671266,12.16884823,17.21779379,45.90373428,0,27.90705577,45.81169724,0,32.22785524,14.19127472,88.01218068,171.2871186,0,226.8606094,4.127548392,0,49.69567337,202.6249429,25.73956845,19.71477628,0,7.111021128,10.4886319,0,39.83671873,28.20717582,28.76391314,21.80258423,0,10.18650807,13.9296111,0,43.10658534,32.04297751,31.14938502,23.37487532,0,12.93601297,17.18798262,0,45.58070614,35.63183484,1
transformed_image_normal_4.png,5688,15515,0,8941,10462,0,11009,13921,73.86972574,1.710924911,0,59.05446818,175.5625119,0,220.0380598,201.8452697,27.62346186,5.282130951,0,34.22396236,21.65086296,0,11.00249971,39.06713038,30.4450672,8.12498298,0,37.79181521,24.14436741,0,12.81925689,44.04834352,32.53640524,11.35525976,0,40.5704072,26.33035848,0,14.75903949,48.23493113,0.192862166,80.60315823,0,174.8650039,78.99264003,0,179.0900173,243.9082681,3.866903464,39.01574061,0,23.09604326,42.44253582,0,24.27426357,12.22589471,10.97191265,43.23959054,0,25.47507839,46.38478656,0,27.42707719,14.07102973,18.9690531,46.55756197,0,27.32732007,49.49043461,0,29.83741995,15.92776664,89.35794655,171.4260393,0,203.6786713,4.291722424,0,55.81260787,197.2635587,26.15069843,19.20201687,0,8.691625694,9.49275914,0,34.29263803,26.30016304,29.15743347,21.12903601,0,10.13560294,12.58922765,0,38.72167995,29.69319943,31.53789693,22.61415324,0,11.45770786,15.65919337,0,42.08188605,32.84333544,1
transformed_image_normal_5.png,6101,12231,0,10258,14797,0,7655,14494,87.16521882,5.596517047,0,75.09651004,187.0702169,0,218.5254082,208.7188492,25.6382158,12.00153079,0,33.87598664,22.04721646,0,7.815194437,34.74873099,28.41388576,15.2868068,0,37.1828938,24.14135584,0,9.92576091,38.18739454,30.6704643,18.66790866,0,39.70665461,26.13941167,0,12.74209814,41.07766785,0.42255368,63.78072112,0,186.3490934,89.28640941,0,176.8045722,243.0665103,4.476494213,38.54195545,0,20.18344908,33.51051944,0,24.83128168,12.69138764,11.23135659,41.63410189,0,22.3534092,38.71526533,0,27.22922202,14.36738393,18.8018252,43.9298331,0,24.06914411,43.31303949,0,29.0588827,16.13158041,78.72168497,159.537732,0,210.164652,1.654321822,0,53.53912476,188.6457845,25.11351173,17.58771447,0,5.561281493,6.112969146,0,36.88866079,27.75579104,28.46891614,19.59361591,0,8.352535478,9.870040885,0,40.32908322,32.21430004,31.32611295,21.15245919,0,12.28576557,13.34406904,0,42.95634104,36.13928013,1
transformed_image_normal_6.png,5901,12153,0,11416,12535,0,7160,16371,78.07100491,2.687566856,0,66.51112474,170.1778221,0,208.6990223,202.4702828,26.62270744,6.897090799,0,32.56885854,18.89617329,0,11.08814737,36.35351204,29.48442683,9.496663114,0,35.72976569,20.63437049,0,13.24318736,40.82823313,31.68509482,12.29560335,0,38.11011087,22.25684514,0,15.58655559,44.58653637,0.401118454,73.88644779,0,173.2328311,76.74000798,0,180.3789106,240.0919919,5.771385408,38.7479212,0,19.53170858,36.86085936,0,23.47327973,15.2070655,14.66036284,42.97930472,0,21.38188417,42.29557442,0,26.07727723,17.01714283,23.87270459,46.24124707,0,22.76842536,46.32009589,0,28.07275357,18.81161278,85.82985935,161.7890233,0,190.5881219,1.891743119,0,66.02122905,188.2296744,26.90153781,15.9022753,0,5.161016071,6.3536089,0,33.9631962,22.77123005,30.59305526,18.00405653,0,7.112768875,9.66933509,0,37.54907332,26.47350069,33.75162948,19.69160895,0,9.363300117,12.66134579,0,40.25411123,29.71131127,1
transformed_image_normal_7.png,8223,9656,0,7992,14840,0,9509,15316,113.531193,10.67025684,0,78.71559059,187.4014825,0,209.2369334,215.4775398,26.97843411,18.8594473,0,40.2172063,14.33893371,0,6.139045408,25.47368295,29.20624578,23.85820875,0,44.21627668,18.22116585,0,7.203584252,29.92046937,30.98088646,28.20592823,0,47.25352264,21.17295486,0,8.3654253,33.65320783,9.620454822,49.14488401,0,183.788038,94.83113208,0,169.1272479,240.7294333,17.67861055,37.46424921,0,22.87851384,22.32054719,0,20.32862681,15.26668273,22.71073095,40.47757657,0,25.23123304,28.68459068,0,22.17011453,17.25725107,27.19089873,42.69544649,0,27.04202386,33.59543545,0,23.55375159,19.19147933,44.35121002,148.8892916,0,199.5706957,0.103032345,0,46.58407824,177.9870071,34.51180201,19.90332282,0,5.733772401,1.585118025,0,30.26076924,34.4849087,36.82603758,23.34737094,0,8.46161888,4.345754478,0,32.87366304,38.34415643,38.46249603,26.22344976,0,11.71182675,7.486748978,0,34.8031587,41.62463408,1
transformed_image_normal_8.png,6286,11740,0,11723,14069,0,6801,14917,81.93286669,2.943441227,0,71.01526913,181.3341389,0,218.3684752,203.5806127,26.27005719,7.87037347,0,33.20597254,23.20691645,0,9.028262316,37.13772254,29.38261118,11.11619601,0,36.27516344,24.64066647,0,11.27120519,40.62808643,31.80021248,14.3868795,0,38.60273961,26.0305769,0,14.12639584,43.47674202,0.241011772,68.87512777,0,183.2035315,80.56528538,0,179.6334363,242.4856204,3.446729416,37.45542451,0,19.83881003,37.64892849,0,25.61478366,12.88172818,9.633826978,40.78736556,0,21.75182789,41.35306829,0,28.14248563,14.47727804,17.18022506,43.26675142,0,23.23376512,44.59136062,0,30.10975103,16.08802769,83.50843143,163.2701874,0,208.4452785,3.381050537,0,58.39156006,192.026681,26.17452387,16.90873961,0,5.00235237,8.845210396,0,37.95363637,25.11993747,29.74252797,18.83694214,0,6.945657636,12.51987902,0,41.56032817,29.01626581,32.66264978,20.3002782,0,9.005839579,16.50676767,0,44.33342408,32.47314649,1
transformed_image_normal_9.png,6885,9989,2,10305,14955,0,7300,16100,96.04647785,11.4351787,129,78.06763707,178.6887997,0,205.5860274,208.842236,24.4763753,18.27014844,0.707106781,37.33859953,18.28826345,0,8.994386508,32.84072809,26.51473846,22.65566571,0.793700526,40.84716369,19.16543149,0,10.73834142,36.3766375,28.07958612,26.65873382,0.840896415,43.47391081,20.02116079,0,12.68324127,39.35184897,0.647639797,54.12333567,158,180.913149,82.22427282,0,170.6524658,240.8423602,5.430868007,39.19672251,0.707106781,20.9576983,33.19617742,0,22.76587911,14.23866245,12.36061584,42.70984756,0.793700526,22.98333503,37.23921036,0,24.92832998,15.5340451,19.34992986,45.34764771,0.840896415,24.51085258,40.58571473,0,26.55381976,16.88199495,75.42933914,156.8877766,96.5,193.8932557,2.485790705,0,51.45616438,183.3914286,22.94792268,19.38914517,4.596194078,5.423840284,7.795953428,0,33.78025217,27.89596808,26.03151586,22.30049798,5.159053419,8.136344073,11.5233878,0,36.88862378,31.15468592,28.90935236,24.69927272,5.465826699,11.65353094,14.95219805,0,39.19028456,33.95723855,1
transformed_image_normal_10.png,6970,9051,0,11654,16098,0,6442,15321,100.0675753,8.512540051,0,80.01570276,184.7684184,0,209.2674635,210.5540108,27.34102878,15.31049574,0,36.17337415,18.3223621,0,8.605892825,31.09271439,29.66275837,18.94017443,0,39.98168136,21.10909593,0,9.896834925,34.67988416,31.40332825,22.48964712,0,42.89088943,23.48859691,0,11.27913206,37.71324623,3.570731707,49.23787427,0,183.2731251,90.1371599,0,175.122167,242.0336793,11.53480045,35.96561555,0,20.38826202,27.29159345,0,22.11502793,13.60377015,18.32617566,38.56916326,0,22.60267034,32.81304063,0,24.22550332,14.95906057,23.69973302,40.48002677,0,24.30621237,37.40073064,0,25.80406656,16.42725951,61.73443329,150.5066843,0,197.0606659,0.296061623,0,56.50108662,184.4384179,32.77922473,16.45532023,0,4.83035506,2.265135124,0,32.49438637,28.13599119,36.66749285,18.51362395,0,6.828377051,4.906909746,0,35.58868157,32.16612176,39.82190545,20.22935868,0,9.294643266,7.661714794,0,37.89167787,35.7010901,1
