filename,Bins0,Bins1,Bins2,Bins3,Bins4,Bins5,Bins6,Bins7,Class
clean_np_1.jpg,7197,0,0,0,0,0,0,15043,0
clean_np_2.jpg,5529,0,0,0,0,0,0,14191,0
clean_np_3.jpg,5772,0,0,0,0,0,0,14818,0
clean_np_4.jpg,3048,0,0,0,0,0,0,8152,0
clean_np_5.jpg,5646,0,0,0,0,0,0,11590,0
clean_np_6.jpg,3534,0,0,0,0,0,0,10390,0
clean_np_7.jpg,7284,0,0,0,0,0,0,13126,0
clean_np_8.jpg,3612,0,0,0,0,0,0,11728,0
clean_np_9.jpg,8475,0,0,0,0,0,0,16465,0
clean_np_10.jpg,4473,0,0,0,0,0,0,15655,0
clean_np_11.jpg,6174,0,0,0,0,0,0,14842,0
clean_np_12.jpg,4725,0,0,0,0,0,0,13762,0
clean_np_13.jpg,4584,0,0,0,0,0,0,11872,0
clean_np_14.jpg,3894,0,0,0,0,0,0,12508,0
clean_np_15.jpg,5703,0,0,0,0,0,0,12277,0
clean_np_16.jpg,10005,0,0,0,0,0,0,12235,0
clean_np_17.jpg,5799,0,0,0,0,0,0,16369,0
clean_np_18.jpg,15462,0,0,0,0,0,0,19471,0
clean_np_19.jpg,8988,0,0,0,0,0,0,12001,0
clean_np_20.jpg,5115,0,0,0,0,0,0,15766,0
clean_np_21.jpg,5232,0,0,0,0,0,0,14896,0
clean_np_22.jpg,9849,0,0,0,0,0,0,13027,0
clean_np_23.jpg,6027,0,0,0,0,0,0,15733,0
clean_np_24.jpg,3450,0,0,0,0,0,0,9058,0
clean_np_25.jpg,11847,0,0,0,0,0,0,13717,0
clean_np_26.jpg,13749,0,0,0,0,0,0,16171,0
clean_np_27.jpg,4572,0,0,0,0,0,0,15058,0
clean_np_28.jpg,5463,0,0,0,0,0,0,5437,0
clean_np_29.jpg,4410,0,0,0,0,0,0,12490,0
clean_np_30.jpg,4851,0,0,0,0,0,0,11479,0
clean_np_31.jpg,5343,0,0,0,0,0,0,5941,0
clean_np_32.jpg,6363,0,0,0,0,0,0,14653,0
clean_np_33.jpg,4890,0,0,0,0,0,0,11974,0
clean_np_34.jpg,11037,0,0,0,0,0,0,15091,0
clean_np_35.jpg,8445,0,0,0,0,0,0,15190,0
clean_np_36.jpg,7125,0,0,0,0,0,0,10483,0
clean_np_37.jpg,6450,0,0,0,0,0,0,15418,0
clean_np_38.jpg,5163,0,0,0,0,0,0,12871,0
clean_np_39.jpg,11211,0,0,0,0,0,0,13261,0
clean_np_40.jpg,6837,0,0,0,0,0,0,16417,0
clean_np_41.jpg,4278,0,0,0,0,0,0,11452,0
clean_np_42.jpg,6807,0,0,0,0,0,0,14197,0
clean_np_43.jpg,6075,0,0,0,0,0,0,14080,0
clean_np_44.jpg,2547,0,0,0,0,0,0,7483,0
clean_np_45.jpg,5985,0,0,0,0,0,0,15367,0
clean_np_46.jpg,16437,0,0,0,0,0,0,17338,0
clean_np_47.jpg,7065,0,0,0,0,0,0,12874,0
clean_np_48.jpg,10986,0,0,0,0,0,0,15964,0
clean_np_49.jpg,4074,0,0,0,0,0,5,17273,0
clean_np_50.jpg,10176,0,0,0,0,0,0,13732,0
clean_np_51.jpg,4689,0,0,0,0,0,0,13291,0
clean_np_52.jpg,10905,0,0,0,0,0,0,13003,0
clean_np_53.jpg,4554,0,0,0,0,0,0,10270,0
clean_np_54.jpg,5529,0,0,0,0,0,0,13648,0
clean_np_55.jpg,10662,0,0,0,0,0,0,14929,0
clean_np_56.jpg,10959,0,0,0,0,0,0,12187,0
clean_np_57.jpg,6852,0,0,0,0,0,0,15940,0
clean_np_58.jpg,6339,0,0,0,0,0,0,12973,0
clean_np_59.jpg,4437,0,0,0,0,0,0,12799,0
clean_np_60.jpg,11715,0,0,0,0,0,0,18181,0
clean_np_61.jpg,12954,0,0,0,0,0,0,13072,0
clean_np_62.jpg,8700,0,0,0,0,0,0,16756,0
