filename,bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7,bstd_bins0,bstd_bins1,bstd_bins2,bstd_bins3,bstd_bins4,bstd_bins5,bstd_bins6,bstd_bins7,bskew_bins0,bskew_bins1,bskew_bins2,bskew_bins3,bskew_bins4,bskew_bins5,bskew_bins6,bskew_bins7,bkurto_bins0,bkurto_bins1,bkurto_bins2,bkurto_bins3,bkurto_bins4,bkurto_bins5,bkurto_bins6,bkurto_bins7,class
transformed_image_covid_1.png,74.20669208,169.8601529,103,195.1802681,2.166321201,194,62.21739621,181.9390405,33.82166078,18.16447088,11.25586267,5.649576076,6.201293192,0,34.82079358,26.51956747,36.77620578,20.27732467,13.90351585,7.539641234,9.534136959,0,38.15189785,29.26670025,39.09206692,21.91579164,15.56423359,10.23245195,12.53019966,0,40.67429522,31.53822098,0
transformed_image_covid_2.png,91.79499695,167.5629516,116.44,192.3144837,9.734025644,0,63.28999505,192.8682622,23.118773,19.565798,9.524547467,10.85797084,16.51138661,0,31.66267384,29.8762879,25.79993097,21.58121099,10.8495919,14.30400023,20.63772742,0,35.54818558,33.53821958,28.28146821,23.12768056,11.97944941,17.5191976,24.31313079,0,38.5062277,36.56209954,0
transformed_image_covid_3.png,120.3817542,184.1165809,146,221.8849765,41.31331525,163,55.73739474,200.5512655,21.70673851,20.71021662,0,7.266242817,34.2371153,3.535533906,45.15709843,22.03857771,24.40814856,22.80036,0,9.493620276,36.38754852,3.96850263,50.89363525,25.22521593,26.68167451,24.44279831,0,12.32346038,38.0835549,4.204482076,55.65801603,27.95244622,0
transformed_image_covid_4.png,86.91323401,172.6925932,121,227.2221902,23.07683901,151,46.73623334,190.7588076,18.91096944,24.14386255,0.707106781,7.661843098,23.36575401,23.85251187,37.21523267,30.50571324,21.40671269,26.58780044,0.793700526,10.04840745,25.5336654,29.62000346,41.39102326,34.51618537,24.05626143,28.55835259,0.840896415,13.8009031,27.75748317,33.44908646,44.80959526,37.88409949,0
transformed_image_covid_5.png,102.684319,177.9854509,127.5,219.5884566,13.72026515,179.4444444,60.62667978,205.7810961,23.00131742,19.82535892,9.766012492,11.1278139,20.29988395,23.37758068,41.88950417,28.63450311,25.52789864,21.81768793,12.02209471,13.70214778,24.76725486,25.02877971,46.06054185,32.13721328,27.88476714,23.32947652,13.44558652,16.74231245,28.73894502,26.13522435,49.33029503,35.16225397,0
transformed_image_covid_6.png,90.16264066,166.5773958,113.6666667,200.1797753,11.03101128,145,55.72754368,194.0900978,23.39801413,18.55650246,8.090346328,9.407869953,17.36882181,5.267826876,37.16252945,24.39387575,25.70219214,20.43752515,9.027572557,12.00334951,20.88681062,6.249866664,40.41212196,27.25058065,27.55895524,21.8663462,9.650701334,14.74124539,24.43762227,6.839839949,42.9486982,29.68224497,0
transformed_image_covid_7.png,90.94679335,167.4887317,93.75,214.7468437,13.52596022,177.8571429,35.72473806,201.6869122,16.87656213,23.75390345,9.809735102,22.57395857,20.78759645,25.32581759,31.34931407,36.57394654,18.90456583,26.55284842,11.43833795,24.51603434,24.21474655,28.37936033,36.06484729,40.5032045,20.49842688,28.8077602,12.59272238,26.26473498,27.39171175,30.88748253,40.17000746,43.72065698,0
transformed_image_covid_8.png,71.70422249,157.8542602,101,221.8015079,2.127030286,172.1428571,34.59364108,195.3936723,25.69843943,20.75786144,2.121320344,16.92197407,7.107754564,16.46344578,31.9679434,36.0025897,28.37558267,23.00085152,2.381101578,20.54255059,11.17541624,21.26048595,37.58941213,39.74052865,30.86345475,24.91197738,2.522689246,24.48061308,14.90161421,24.55785629,42.4523547,42.98507436,0
transformed_image_covid_9.png,78.076277,159.7757984,84.35714286,200.2372986,3.889124064,155.5,50.57835564,172.6985775,20.86426032,23.53208308,14.32931806,10.90869951,10.09486731,29.10004296,33.26922369,31.72930568,24.103148,26.52865464,16.9676239,14.21656847,14.66081284,30.89512121,36.63730341,35.39523085,27.44898828,28.93733266,19.13804717,18.11101622,18.37576988,31.98627364,39.2245536,38.28341318,0
transformed_image_covid_10.png,71.19258061,158.3112854,0,235.9075227,15.28017915,139.3333333,23.39721445,191.2798434,16.15611781,27.61522908,0,19.02874012,17.55963393,8.036951698,32.13940594,45.51148029,18.43156344,30.54823324,0,22.51108483,19.03858141,9.327282548,33.9664745,49.10463716,20.39052583,32.84992879,0,25.94126958,20.77530758,10.15159602,35.48508698,51.96171674,0
transformed_image_covid_11.png,100.9784067,182.9458489,0,215.7092744,30.6394156,161.75,64.93208406,191.9210329,22.79318095,20.58212794,0,8.128169077,27.18023411,6.622378936,45.17793224,21.7200817,25.44178809,22.86588589,0,9.455058541,28.90797178,7.65413981,49.03270565,24.65796878,27.63101885,24.66443403,0,10.92092645,30.52990836,8.372828343,51.91642881,27.10958718,0
transformed_image_covid_12.png,77.17827494,159.9507452,0,214.6811974,11.39842454,0,46.17291768,185.340894,19.71226458,23.52825913,0,8.018226375,15.46735643,0,35.77890346,31.59701012,22.40097616,26.53566846,0,10.14838956,18.54472885,0,39.00910716,35.33177191,25.08211562,28.90676274,0,12.66153225,21.64720459,0,41.48912533,38.40978315,0
