filename,rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class
clean_np_9871.jpg,1.5716327813588773,0,0,0,0,0,0,5.544271154982133,1
clean_np_9872.jpg,1.139650208624273,0,0,0,0,0,0,6.35624343920778,1
clean_np_9873.jpg,1.5723858940125939,0,0,0,0,0,0,5.00440758715959,1
clean_np_9874.jpg,1.5973256471479353,0,0,0,0,0,0,6.003556855337801,1
clean_np_9875.jpg,1.4574188776559516,0,0,0,0,0,0,5.227326205897229,1
clean_np_9876.jpg,2.10985095527746,0,0,0,0,0,0,6.61230827680733,1
clean_np_9877.jpg,1.2772563900233531,0,0,0,0,0,0,6.469394436143322,1
clean_np_9878.jpg,1.565960504030115,0,0,0,0,0,0,5.228840997761722,1
clean_np_9879.jpg,1.6779468248561942,0,0,0,0,0,0,4.517681622918406,1
clean_np_9880.jpg,1.2616796912729624,0,0,0,0,0,0,5.39943680584869,1
clean_np_9881.jpg,1.2664251680650869,0,0,0,0,0,0,5.93854159544362,1
clean_np_9882.jpg,1.5088087593984802,0,0,0,0,0,0,5.039788642391106,1
clean_np_9883.jpg,1.5945688361867865,0,0,0,0,0,0,5.3654922702845855,1
clean_np_9884.jpg,1.1789084407374852,0,0,0,0,0,0,3.61648063237374,1
clean_np_9885.jpg,1.6178893471039957,0,0,0,0,0,0,4.353344305603134,1
clean_np_9886.jpg,1.4402720133237998,0,0,0,0,0,0,4.636977042549674,1
clean_np_9887.jpg,1.458976360640683,0,0,0,0,0,0,6.343963706300614,1
clean_np_9888.jpg,1.361099414116213,0,0,0,0,0,0,5.324247838143054,1
clean_np_9889.jpg,1.276606727230472,0,0,0,0,0,0,5.787913689505962,1
clean_np_9890.jpg,1.2467069933102124,0,0,0,0,0,0,5.265888936534391,1
clean_np_9891.jpg,1.8440209964478536,0,0,0,0,0,0,4.565123002283134,1
clean_np_9892.jpg,1.3279223652192371,0,0,0,0,0,0,5.767963795422733,1
clean_np_9893.jpg,1.468384222237634,0,0,0,0,0,0,5.341748100137048,1
clean_np_9894.jpg,1.1839556600550845,0,0,0,0,0,0,5.195695561669639,1
clean_np_9895.jpg,1.2229233100991264,0,0,0,0,0,0,6.116905234532156,1
clean_np_9896.jpg,1.5849358943916252,0,0,0,0,0,0,5.8154479032390745,1
clean_np_9897.jpg,1.5472720807860627,0,0,0,0,0,0,5.182794901263599,1
clean_np_9898.jpg,1.3935189624345048,0,0,0,0,0,0,5.540450995434079,1
clean_np_9899.jpg,1.3396087298377815,0,0,0,0,0,0,4.859172836952602,1
clean_np_9900.jpg,1.435812300256302,0,0,0,0,0,0,5.175689283013272,1
clean_np_9901.jpg,1.3360738915906316,0,0,0,0,0,0,5.345225341545354,1
clean_np_9902.jpg,1.2452596199280355,0,0,0,0,0,0,5.627245556312719,1
clean_np_9903.jpg,1.2446538716959186,0,0,0,0,0,0,2.8646066443019995,1
clean_np_9904.jpg,1.184845066376494,0,0,0,0,0,0,3.9388524237381692,1
clean_np_9905.jpg,1.5181950021396196,0,0,0,0,0,0,4.227561850865115,1
clean_np_9906.jpg,1.6615347145317039,0,0,0,0,0,0,3.611119769731337,1
clean_np_9907.jpg,1.4787325369349835,0,0,0,0,0,0,4.033678133441189,1
clean_np_9908.jpg,1.161292511614442,0,0,0,0,0,0,4.718854189622566,1
clean_np_9909.jpg,1.1548128210052413,0,0,0,0,0,0,6.40377699509372,1
clean_np_9910.jpg,1.587354409396673,0,0,0,0,0,0,4.608575196280159,1
clean_np_9911.jpg,1.3718382240815903,0,0,0,0,0,0,5.185416384906142,1
clean_np_9912.jpg,1.0804659876504787,0,0,0,0,0,0,5.407131076575765,1
clean_np_9913.jpg,1.626217827449148,0,0,0,0,0,0,5.144807259117246,1
clean_np_9914.jpg,1.3194409950553834,0,0,0,0,0,0,6.726903840453236,1
clean_np_9915.jpg,1.4263102587138297,0,0,0,0,0,0,4.733821719426718,1
clean_np_9916.jpg,1.3100716793159397,0,0,0,0,0,0,4.308632072021415,1
clean_np_9917.jpg,1.152680050089906,0,0,0,0,0,0,5.476911551430492,1
clean_np_9918.jpg,1.2910415004136981,0,0,0,0,0,0,5.358331450585357,1
clean_np_9919.jpg,1.6523346942940178,0,0,0,0,0,0,6.116396535071043,1
clean_np_9920.jpg,1.370483069252738,0,0,0,0,0,0,3.8386945342371948,1
clean_np_9921.jpg,1.4544526025941598,0,0,0,0,0,0,5.727666317464736,1
clean_np_9922.jpg,1.1286573503934725,0,0,0,0,0,0,6.674906413201477,1
clean_np_9923.jpg,1.4634797394437467,0,0,0,0,0,0,6.185139487257958,1
clean_np_9924.jpg,1.4615814705640506,0,0,0,0,0,0,5.933575077380639,1
clean_np_9925.jpg,1.4362844727017734,0,0,0,0,0,0,4.52476642781821,1
clean_np_9926.jpg,1.7853903588514686,0,0,0,0,0,0,4.630890157849997,1
clean_np_9927.jpg,1.2716672367562791,0,0,0,0,0,0,4.298255657512293,1
clean_np_9928.jpg,1.297888444979043,0,0,0,0,0,0,5.2710611306465545,1
clean_np_9929.jpg,1.2397770430120896,0,0,0,0,0,0,6.294725115928446,1
clean_np_9930.jpg,1.4202072524942408,0,0,0,0,0,0,5.058265040369091,1
clean_np_9931.jpg,1.4498062917639691,0,0,0,0,0,0,4.910134600969449,1
clean_np_9932.jpg,1.2083359783822036,0,0,0,0,0,0,4.302318091370722,1
clean_np_9933.jpg,1.347060623152248,0,0,0,0,0,0,3.7815047893494236,1
clean_np_9934.jpg,1.2518673352441356,0,0,0,0,0,0,4.891484958769836,1
clean_np_9935.jpg,1.1481409255262576,0,0,0,0,0,0,6.248497708034379,1
clean_np_9936.jpg,1.6242398032291365,0,0,0,0,0,0,5.3708272305584055,1
clean_np_9937.jpg,1.138171274903981,0,0,0,0,0,0,4.6705274303437525,1
clean_np_9938.jpg,1.4265471329544948,0,0,0,0,0,0,5.700553436117276,1
clean_np_9939.jpg,1.2598835331830323,0,0,0,0,0,0,5.247368291731378,1
clean_np_9940.jpg,1.004401682752658,0,0,0,0,0,0,5.98172921475301,1
clean_np_9941.jpg,1.110095331158141,0,0,0,0,0,0,9.686311622916183,1
clean_np_9942.jpg,1.0740388117268689,0,0,0,0,0,0,6.705532152961061,1
clean_np_9943.jpg,0.9993961749963982,0,0,0,0,0,0,6.695165408996836,1
clean_np_9944.jpg,0.948579908055447,0,0,0,0,0,0,5.483899110228606,1
clean_np_9945.jpg,1.0270300332137556,0,0,0,0,0,0,9.839526611527527,1
clean_np_9946.jpg,1.0756850021643949,0,0,0,0,0,0,9.07613688349516,1
clean_np_9947.jpg,0.9190472736395235,0,0,0,0,0,0,5.536067558585699,1
clean_np_9948.jpg,1.1415131136882009,0,0,0,0,0,0,4.588360895434826,1
clean_np_9949.jpg,1.0085610540692704,0,0,0,0,0,0,5.988917372574723,1
clean_np_9950.jpg,0.9926259247236638,0,0,0,0,0,0,6.052842566313327,1
clean_np_9951.jpg,1.0487269993003632,0,0,0,0,0,0,9.483460228911897,1
clean_np_9952.jpg,1.029025904616335,0,0,0,0,0,0,9.491117756972946,1
clean_np_9953.jpg,1.078024125463991,0,0,0,0,0,0,9.682031804932995,1
clean_np_9954.jpg,1.1145065346073841,0,0,0,0,0,0,9.6698198655049,1
clean_np_9955.jpg,1.1632714668974666,0,0,0,0,0,0,9.119920166399776,1
clean_np_9956.jpg,1.163704521074883,0,0,0,0,0,0,8.772957159397956,1
clean_np_9957.jpg,1.1189230372443963,0,0,0,0,0,0,9.156017858408726,1
clean_np_9958.jpg,0.897860913039642,0,0,0,0,0,0,8.63672560700357,1
clean_np_9959.jpg,1.1988895409854412,0,0,0,0,0,0,9.216730018547617,1
clean_np_9960.jpg,1.0178668660993573,0,0,0,0,6.936502845025073,0,8.464700508302505,1
clean_np_9961.jpg,1.059923086176718,0,0,0,0,0,0,9.813097730170465,1
clean_np_9962.jpg,1.1138938671793794,0,0,0,0,0,0,10.113651095741576,1
clean_np_9963.jpg,1.0965470785727944,0,0,0,0,0,0,13.31821992565768,1
clean_np_9964.jpg,1.014798817995836,0,0,0,0,0,0,5.3942394498403425,1
clean_np_9965.jpg,1.0200816450647348,0,0,0,0,0,0,5.714769962601192,1
clean_np_9966.jpg,1.0661794338354118,0,0,0,0,0,0,9.403873071041936,1
clean_np_9967.jpg,1.152765221008453,0,0,0,0,0,0,4.820944384476765,1
clean_np_9968.jpg,0.9975118868628542,0,0,0,0,0,0,7.3054335198136755,1
clean_np_9969.jpg,1.3075371345040387,0,0,0,0,0,0,8.118685757975936,1
clean_np_9970.jpg,7.204185756464821,0,0,0,0.0,11.12053996732859,0,5.746859707133978,1
clean_np_9971.jpg,0.9565946286907384,0,0,0,0,0,0,7.431265232015964,1
clean_np_9972.jpg,0.93004820095787,0,0,0,0,0,0,7.9314540903696935,1
clean_np_9973.jpg,1.1611867550364807,0,0,0,0,0,0,8.836924162316025,1
clean_np_9974.jpg,1.1499625746223707,0,0,0,0,0,0,7.037519130933544,1
clean_np_9975.jpg,1.1531545476045713,0,0,0,0,0,0,7.104603046872704,1
clean_np_9976.jpg,1.086122665773555,0,0,0,0,0,0,9.613949707674573,1
clean_np_9977.jpg,0.974658952102791,0,0,0,0,0,0,6.57321476508844,1
clean_np_9978.jpg,1.0843593471093038,0,0,0,0,0,0,8.382740007353858,1
clean_np_9979.jpg,13.095618980365254,0,0,0,2.0832888879407068,10.252973412772189,0,8.560905900331697,1
clean_np_9980.jpg,1.1031593049568151,0,0,0,0,0,0,3.348913633046563,1
clean_np_9981.jpg,0.9411231188608556,0,0,0,0,0,0,6.54455683021183,1
clean_np_9982.jpg,0.8515333990492002,0,0,0,0,0,0,5.913446625299027,1
