filename,rstd_bins0,rstd_bins1,rstd_bins2,rstd_bins3,rstd_bins4,rstd_bins5,rstd_bins6,rstd_bins7,class
clean_np_1.jpg,0.6522649109188474,0,0,0,0,0,0,4.310656260674774,0
clean_np_2.jpg,0.6537895612806317,0,0,0,0,0,0,4.450949427411029,0
clean_np_3.jpg,0.6182434494970876,0,0,0,0,0,0,4.204518291789276,0
clean_np_4.jpg,0.7338963365292827,0,0,0,0,0,0,4.231164711113619,0
clean_np_5.jpg,0.5995357298262188,0,0,0,0,0,0,4.875990849684682,0
clean_np_6.jpg,0.6702969922255981,0,0,0,0,0,0,5.261817991401977,0
clean_np_7.jpg,0.6483664754429282,0,0,0,0,0,0,4.755672812042508,0
clean_np_8.jpg,0.8370483675516958,0,0,0,0,0,0,5.190278713366885,0
clean_np_9.jpg,0.5998215791117534,0,0,0,0,0,0,4.567388425908254,0
clean_np_10.jpg,0.6575930474609863,0,0,0,0,0,0,3.783636733633905,0
clean_np_11.jpg,0.6349455754541506,0,0,0,0,0,0,3.64579537358883,0
clean_np_12.jpg,0.6711444865464729,0,0,0,0,0,0,4.662825856109529,0
clean_np_13.jpg,0.6489856042789898,0,0,0,0,0,0,4.574974902409236,0
clean_np_14.jpg,0.7020336107433156,0,0,0,0,0,0,4.80355985445569,0
clean_np_15.jpg,0.6627053929533376,0,0,0,0,0,0,5.5025751313365285,0
clean_np_16.jpg,0.626627884438519,0,0,0,0,0,0,5.234825213479047,0
clean_np_17.jpg,0.6393973061583418,0,0,0,0,0,0,4.345573620778128,0
clean_np_18.jpg,0.5537894803201395,0,0,0,0,0,0,4.286133787014094,0
clean_np_19.jpg,0.5669838489666285,0,0,0,0,0,0,4.8264422175287285,0
clean_np_20.jpg,0.7054938221947543,0,0,0,0,0,0,3.844666003518561,0
clean_np_21.jpg,0.6452875865048037,0,0,0,0,0,0,4.538837517173506,0
clean_np_22.jpg,0.5155913616081385,0,0,0,0,0,0,4.776310309078418,0
clean_np_23.jpg,0.6970046021780602,0,0,0,0,0,0,4.8361399374188485,0
clean_np_24.jpg,0.7764807815105169,0,0,0,0,0,0,3.791478443186351,0
clean_np_25.jpg,0.6192842506575174,0,0,0,0,0,0,5.13834830237822,0
clean_np_26.jpg,0.5173946555192821,0,0,0,0,0,0,5.796019604218282,0
clean_np_27.jpg,0.6662333610274918,0,0,0,0,0,0,5.058422707742092,0
clean_np_28.jpg,0.645361824395208,0,0,0,0,0,0,3.2410600299833887,0
clean_np_29.jpg,0.6705644933581201,0,0,0,0,0,0,5.044886366252254,0
clean_np_30.jpg,0.6836272665836726,0,0,0,0,0,0,4.767170955569726,0
clean_np_31.jpg,0.6176439837447674,0,0,0,0,0,0,5.443127703697533,0
clean_np_32.jpg,0.6288754094755874,0,0,0,0,0,0,5.087200728225484,0
clean_np_33.jpg,0.6970914172036962,0,0,0,0,0,0,4.901558026477485,0
clean_np_34.jpg,0.5947785834278675,0,0,0,0,0,0,5.549646436937652,0
clean_np_35.jpg,0.6323130764859334,0,0,0,0,0,0,5.4323347152961,0
clean_np_36.jpg,0.6725603921277545,0,0,0,0,0,0,4.475115511050266,0
clean_np_37.jpg,0.6166677562908524,0,0,0,0,0,0,4.365394527909432,0
