filename,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7
clean_p_4149.jpg,0.8456183456183456,103.5,0,0,114.65789473684211,125.46601941747574,0,149.337603002366
clean_p_4150.jpg,0.7697368421052632,103.0,0,0,0,113.09859154929578,133.8,138.4599604923264
clean_p_4151.jpg,0.15109949923797084,0,0,0,0,126.625,0,146.7104877154382
clean_p_4152.jpg,0.3476658476658477,96.0909090909091,0,0,101.33333333333333,115.79347826086956,0,144.6940110719678
clean_p_4153.jpg,0.31969670252160115,0,0,0,114.31111111111112,128.96825396825398,0,143.27492812830988
clean_p_4154.jpg,0.37228135122628414,0,0,0,123.75925925925925,131.83870967741936,0,145.1426023683835
clean_p_4155.jpg,0.4985639466126035,0,0,0,108.4,123.06493506493507,0,152.2938028387497
clean_p_4156.jpg,1.0772182254196643,104.85714285714286,0,0,0,117.53125,0,145.47241432303673
clean_p_4157.jpg,0.21408014168696038,84.66666666666667,0,0,105.0,118.568,0,143.0957087291972
clean_p_4158.jpg,0.295630317092034,0,0,0,106.75,121.28368794326241,0,139.47451218688812
clean_p_4159.jpg,0.7441860465116279,104.75,0,0,110.26666666666667,121.35185185185185,0,144.61206391087657
clean_p_4160.jpg,0.2463633549984525,98.0,0,0,109.6470588235294,115.51933701657458,0,138.31792523833417
clean_p_4161.jpg,0.2004956337030918,91.33333333333333,0,0,0,111.19298245614036,0,140.3348395584282
clean_p_4162.jpg,0.24723912553527158,94.5,0,0,111.4090909090909,117.84736842105264,0,137.19991738950847
clean_p_4163.jpg,1.8853424993862018,103.14285714285714,0,0,105.33333333333333,117.6390977443609,0,141.9880728185813
clean_p_4164.jpg,0.2576985413290113,0,0,0,100.33333333333333,124.95399305555556,0,138.674120310035
clean_p_4165.jpg,0.2706766917293233,0,0,0,0,115.9090909090909,0,140.66376283968273
clean_p_4166.jpg,0.592858232870441,101.5,0,0,109.0,119.2289156626506,0,154.49554853532453
clean_p_4167.jpg,0.4129032258064516,0,0,0,123.24137931034483,132.89473684210526,0,143.73984936369146
clean_p_4168.jpg,0.3382316923830517,105.25,0,0,117.53846153846153,121.58208955223881,0,142.57296427966818
clean_p_4169.jpg,1.4322796196350553,107.9,0,0,122.77777777777777,122.94871794871794,135.94117647058823,143.8198684828558
clean_p_4170.jpg,0.15709143268538517,0,0,0,101.33333333333333,118.45549738219896,0,144.26103241623537
clean_p_4171.jpg,0.6397567044512027,102.25,0,0,112.36842105263158,121.63870967741936,0,144.7419024190242
clean_p_4172.jpg,0.2108321710832171,106.0,0,0,113.66666666666667,119.09734513274336,0,144.60048155473385
clean_p_4173.jpg,0.4376908535698706,0,0,0,118.8135593220339,136.52083333333334,0,153.27242863615768
