filename,rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class
clean_np_1.jpg,1.0603774601306777,0,0,0,0,0,0,5.557365600179903,1
clean_np_2.jpg,1.0529959895136562,0,0,0,0,0,0,5.298445423994605,1
clean_np_3.jpg,0.9782307007729087,0,0,0,0,0,0,5.466238281349075,1
clean_np_4.jpg,1.0942676250219923,0,0,0,0,0,0,4.970147879933568,1
clean_np_5.jpg,0.9875127127706494,0,0,0,0,0,0,6.046293239905379,1
clean_np_6.jpg,1.0174133363452171,0,0,0,0,0,0,6.4488436823829876,1
clean_np_7.jpg,1.059857789408191,0,0,0,0,0,0,5.85294880933117,1
clean_np_8.jpg,1.2586221822176111,0,0,0,0,0,0,6.171403947963516,1
clean_np_9.jpg,0.9889811663029302,0,0,0,0,0,0,6.124137057205053,1
clean_np_10.jpg,1.023328596079563,0,0,0,0,0,0,5.2283831747789025,1
clean_np_11.jpg,1.0131690670022957,0,0,0,0,0,0,4.568844945727316,1
clean_np_12.jpg,1.0450196293523506,0,0,0,0,0,0,6.071087139282915,1
clean_np_13.jpg,1.0228125437237443,0,0,0,0,0,0,5.592584898417062,1
clean_np_14.jpg,1.086330327530566,0,0,0,0,0,0,5.9252228383559,1
clean_np_15.jpg,1.0388798737995724,0,0,0,0,0,0,7.531180780863194,1
clean_np_16.jpg,0.9957322576766593,0,0,0,0,0,0,6.514894633711172,1
clean_np_17.jpg,1.0245577493945104,0,0,0,0,0,0,5.562377570513264,1
clean_np_18.jpg,0.9692068761143038,0,0,0,0,0,0,5.602569992476548,1
clean_np_19.jpg,0.9357396582794001,0,0,0,0,0,0,5.780659293332578,1
clean_np_20.jpg,1.1050694181508032,0,0,0,0,0,0,4.912648556413943,1
clean_np_21.jpg,1.0416899736932128,0,0,0,0,0,0,5.921960346231522,1
clean_np_22.jpg,0.8891165502939569,0,0,0,0,0,0,6.361015590914724,1
clean_np_23.jpg,1.078299012677381,0,0,0,0,0,0,5.8377788891044,1
clean_np_24.jpg,1.1886970376994208,0,0,0,0,0,0,4.8082565186241455,1
clean_np_25.jpg,1.0398672637920683,0,0,0,0,0,0,6.742082315462841,1
clean_np_26.jpg,0.9106191503424771,0,0,0,0,0,0,6.962294912484467,1
clean_np_27.jpg,1.074367256142449,0,0,0,0,0,0,5.870378608954815,1
clean_np_28.jpg,1.0905539532877024,0,0,0,0,0,0,3.9364405845084876,1
clean_np_29.jpg,1.0571830236597695,0,0,0,0,0,0,5.9800738860512865,1
clean_np_30.jpg,1.089677467498663,0,0,0,0,0,0,5.655405874521285,1
clean_np_31.jpg,1.0121282023868363,0,0,0,0,0,0,6.024561752485262,1
clean_np_32.jpg,1.0087006220995198,0,0,0,0,0,0,6.013464169079869,1
clean_np_33.jpg,1.072693800073247,0,0,0,0,0,0,6.32968234201721,1
clean_np_34.jpg,0.9813395248545218,0,0,0,0,0,0,7.21164195289619,1
clean_np_35.jpg,1.0456368929335131,0,0,0,0,0,0,6.2684664650350275,1
clean_np_36.jpg,1.0982718459852547,0,0,0,0,0,0,6.093976049311989,1
clean_np_37.jpg,0.9754554525923901,0,0,0,0,0,0,5.556640710404923,1
clean_np_38.jpg,0.9954529726125664,0,0,0,0,0,0,5.211754681111824,1
clean_np_39.jpg,0.9415417816516858,0,0,0,0,0,0,6.782252130017141,1
clean_np_40.jpg,1.048759148588664,0,0,0,0,0,0,6.763617235732828,1
clean_np_41.jpg,1.1026902922473423,0,0,0,0,0,0,5.437897976065398,1
clean_np_42.jpg,1.0530285862273447,0,0,0,0,0,0,6.2071299297190965,1
clean_np_43.jpg,1.063412592917018,0,0,0,0,0,0,6.6626566934913285,1
clean_np_44.jpg,1.06856462430155,0,0,0,0,0,0,5.070957954744928,1
clean_np_45.jpg,0.9893686353361436,0,0,0,0,0,0,5.492186534438462,1
clean_np_46.jpg,1.0029611132556089,0,0,0,0,0,0,6.4262646223247115,1
clean_np_47.jpg,0.9894230192653262,0,0,0,0,0,0,5.661326126485868,1
clean_np_48.jpg,0.8873737680449738,0,0,0,0,0,0,5.315614146917457,1
clean_np_49.jpg,0.9935595281020777,0,0,0,0,0,3.817756215317601,5.485850853036204,1
clean_np_50.jpg,0.9196274719597587,0,0,0,0,0,0,4.895358972305267,1
clean_np_51.jpg,1.1141329525543096,0,0,0,0,0,0,5.452398194835964,1
clean_np_52.jpg,0.9240912008504716,0,0,0,0,0,0,6.295018279353082,1
clean_np_53.jpg,1.1065674783792572,0,0,0,0,0,0,5.05201523332082,1
clean_np_54.jpg,1.0884389857097847,0,0,0,0,0,0,5.708724103599171,1
clean_np_55.jpg,0.9504913207642971,0,0,0,0,0,0,6.118470416707874,1
clean_np_56.jpg,0.9627800743713198,0,0,0,0,0,0,6.240047501907992,1
clean_np_57.jpg,0.930162333578323,0,0,0,0,0,0,5.646324263859863,1
clean_np_58.jpg,0.9771138673459775,0,0,0,0,0,0,4.750568355224609,1
clean_np_59.jpg,0.9992440389795078,0,0,0,0,0,0,5.29366370514901,1
clean_np_60.jpg,0.9687638688552092,0,0,0,0,0,0,5.972298476945221,1
clean_np_61.jpg,0.899242072901559,0,0,0,0,0,0,6.719183080447775,1
clean_np_62.jpg,0.9779135222367237,0,0,0,0,0,0,5.998476614867441,1
clean_np_63.jpg,1.2257171802409215,0,0,0,0,0,0,6.044791151453516,1
clean_np_64.jpg,0.9675902749858812,0,0,0,0,0,0,5.601685221332167,1
clean_np_65.jpg,0.9493669390413207,0,0,0,0,0,0,4.425104630907901,1
clean_np_66.jpg,1.2047006236558968,0,0,0,0,0,0,6.947407063344673,1
clean_np_67.jpg,1.07315190168689,0,0,0,0,0,0,5.4106573558232505,1
clean_np_68.jpg,1.0162604038216985,0,0,0,0,0,0,7.595450715233883,1
clean_np_69.jpg,0.9847654183827363,0,0,0,0,0,0,7.129045826648533,1
clean_np_70.jpg,1.0677697037151213,0,0,0,0,0,0,7.61930976617644,1
clean_np_71.jpg,1.0475892294521487,0,0,0,0,0,0,6.911117870134397,1
clean_np_72.jpg,1.1076354230171959,0,0,0,0,0,0,4.610045357904049,1
clean_np_73.jpg,0.9872468494527877,0,0,0,0,3.09428203971879,0,9.520295939044038,1
clean_np_74.jpg,1.2906358376937503,0,0,0,0,0,0.7937005259840998,7.722363710118224,1
clean_np_75.jpg,1.032908552662644,0,0,0,0,0,0,6.806253035986268,1
clean_np_76.jpg,1.1009226243592287,0,0,0,0,0.7285595854064321,0,9.836484344890083,1
clean_np_77.jpg,1.1533405370048035,0,0,0,0,0,0,5.432541159023396,1
clean_np_78.jpg,1.177868320378764,0,0,0,0,0,0,6.441340575448507,1
clean_np_79.jpg,1.1512854464032916,0,0,0,0,0,0,5.874533717388662,1
clean_np_80.jpg,1.0150985331298579,0,0,0,0,0,0,6.200808419645719,1
clean_np_81.jpg,0.9473446657516565,0,0,0,0,0,0,8.83784055779952,1
clean_np_82.jpg,1.073343392694282,0,0,0,0,0,0,8.321470679118574,1
clean_np_83.jpg,1.0554498982440996,0,0,0,0,0,0,10.86959122743508,1
clean_np_84.jpg,0.9991572117984099,0,0,0,0,0,0,8.49791998853916,1
clean_np_85.jpg,1.0059497223088592,0,0,0,0,0,0,9.88133816228871,1
clean_np_86.jpg,1.2342707455137178,0,0,0,0,0,0.0,4.66655223410707,1
clean_np_87.jpg,1.113421284701817,0,0,0,0,0,0,6.991370717348741,1
clean_np_88.jpg,1.0480174207637865,0,0,0,0,0,0,7.597048194072753,1
clean_np_89.jpg,0.9409843806596865,0,0,0,0,0,0,7.250690903195301,1
clean_np_90.jpg,0.9348513370750265,0,0,0,0,0,0,5.5962232031952395,1
