filename,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7
clean_p_1.jpg,1.485687558465856,116.41666666666667,0,0,0,128.75862068965517,0,159.7700147426447
clean_p_2.jpg,0.19112940100594422,91.0,0,0,0,122.48571428571428,0,149.83985385903486
clean_p_3.jpg,1.2180650037792895,115.0,0,0,121.73076923076923,135.51785714285714,0,154.18945750336258
clean_p_4.jpg,0.14852352352352352,98.0,0,0,0,129.90666666666667,0,157.58381175136438
clean_p_5.jpg,0.1831275720164609,0,0,0,0,0,0,158.60004236091498
clean_p_6.jpg,0.20616883116883117,100.91304347826087,0,0,0,115.51538461538462,0,150.27612028301886
clean_p_7.jpg,0.23826923076923076,108.0,0,0,115.5,126.50980392156863,0,150.088067370825
clean_p_8.jpg,0.2037037037037037,0,0,0,112.5,133.91869918699186,0,150.6935376906639
clean_p_9.jpg,0.6860378759747493,107.38461538461539,0,0,0,121.375,0,158.43200309957382
clean_p_10.jpg,0.18656943178365237,99.5,0,0,0,131.86923076923077,0,153.0982800982801
clean_p_11.jpg,0.23783314020857474,101.4,0,0,0,113.47619047619048,0,146.08513066987084
clean_p_12.jpg,0.21928374655647384,0,0,0,0,129.40845070422534,0,149.89708561020038
clean_p_13.jpg,0.2657387580299786,112.04444444444445,0,0,0,121.04464285714286,0,151.3683120469451
clean_p_14.jpg,0.19725738396624473,0,0,0,0,132.82926829268294,0,145.19960804238949
clean_p_15.jpg,0.16666666666666666,0,0,0,0,0,0,153.71691607026676
clean_p_16.jpg,0.24985092426952893,100.0,0,0,0,121.79640718562874,0,145.7821511080688
clean_p_17.jpg,0.22333417785659995,78.92857142857143,0,0,0,127.05333333333333,0,149.3798664612224
clean_p_18.jpg,0.15848923402753265,0,0,0,0,121.38028169014085,0,153.2122175141243
clean_p_19.jpg,0.12226750648388292,0,0,0,0,127.60185185185185,0,151.10454040787704
clean_p_20.jpg,0.25409047160731474,111.63636363636364,0,0,0,130.27848101265823,0,159.8152784050584
clean_p_21.jpg,0.282590051457976,0,0,0,120.06666666666666,136.71098265895955,0,151.77910788086078
clean_p_22.jpg,0.3151210868281158,94.6470588235294,0,0,105.9,130.5891891891892,0,154.95823162462708
clean_p_23.jpg,0.27770204479065236,88.77777777777777,0,0,0,99.66666666666667,0,154.01062857142858
clean_p_24.jpg,0.22738886050076648,0,0,0,0,129.74285714285713,0,150.7734340938817
clean_p_25.jpg,0.2021578648495173,0,0,0,0,119.6,0,147.50937940238748
clean_p_26.jpg,0.2329192546583851,0,0,0,0,128.5754716981132,0,148.65053501945525
clean_p_27.jpg,0.16246105919003115,0,0,0,0,96.75,84.0,145.2797427652733
