filename,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7,class
clean_np_1.jpg,0.20689176045574545,0,0,0,0,0,0,152.1988300206076,0
clean_np_2.jpg,0.2179417616205462,0,0,0,0,0,0,152.64928475794517,0
clean_np_3.jpg,0.19611919611919612,0,0,0,0,0,0,155.4439870427858,0
clean_np_4.jpg,0.2949475065616798,0,0,0,0,0,0,157.5009813542689,0
clean_np_5.jpg,0.18154445625221396,0,0,0,0,0,0,155.54201898188094,0
clean_np_6.jpg,0.22750424448217318,0,0,0,0,0,0,151.99181905678537,0
clean_np_7.jpg,0.19535969247666118,0,0,0,0,0,0,151.34831631875667,0
clean_np_8.jpg,0.33111849390919157,0,0,0,0,0,0,154.97791609822647,0
clean_np_9.jpg,0.1736873156342183,0,0,0,0,0,0,149.29085939872456,0
clean_np_10.jpg,0.2228929130337581,0,0,0,0,0,0,153.3250718620249,0
clean_np_11.jpg,0.210236475542598,0,0,0,0,0,0,155.58287292817678,0
clean_np_12.jpg,0.23724867724867724,0,0,0,0,0,0,147.37029501525942,0
clean_np_13.jpg,0.2081151832460733,0,0,0,0,0,0,144.1728436657682,0
clean_np_14.jpg,0.23626091422701592,0,0,0,0,0,0,147.2527182603134,0
clean_np_15.jpg,0.2233911976152902,0,0,0,0,0,0,147.2008634031115,0
clean_np_16.jpg,0.2,0,0,0,0,0,0,148.07903555373926,0
clean_np_17.jpg,0.2014140369029143,0,0,0,0,0,0,156.93536563015456,0
clean_np_18.jpg,0.14467727331522443,0,0,0,0,0,0,151.56288839813055,0
clean_np_19.jpg,0.16199376947040497,0,0,0,0,0,0,150.7661028247646,0
clean_np_20.jpg,0.2359726295210166,0,0,0,0,0,0,155.97171127743246,0
clean_np_21.jpg,0.21100917431192662,0,0,0,0,0,0,151.94092373791622,0
clean_np_22.jpg,0.13189156259518733,0,0,0,0,0,0,152.40485146234744,0
clean_np_23.jpg,0.23726563796250208,0,0,0,0,0,0,153.86289963770417,0
clean_np_24.jpg,0.2797101449275362,0,0,0,0,0,0,158.88231397659527,0
clean_np_25.jpg,0.17489659829492699,0,0,0,0,0,0,148.96887074433184,0
clean_np_26.jpg,0.13186413557349624,0,0,0,0,0,0,154.1539175066477,0
clean_np_27.jpg,0.21981627296587927,0,0,0,0,0,0,156.94434851905964,0
clean_np_28.jpg,0.19018854109463665,0,0,0,0,0,0,154.40794555821225,0
clean_np_29.jpg,0.22517006802721087,0,0,0,0,0,0,149.09927942353883,0
clean_np_30.jpg,0.2271696557410843,0,0,0,0,0,0,153.5873333914104,0
clean_np_31.jpg,0.18809657495788884,0,0,0,0,0,0,148.5520956068002,0
clean_np_32.jpg,0.19817696055319817,0,0,0,0,0,0,150.70640824404558,0
clean_np_33.jpg,0.23987730061349694,0,0,0,0,0,0,149.9822949724403,0
clean_np_34.jpg,0.1701549334058168,0,0,0,0,0,0,147.74256179179645,0
clean_np_35.jpg,0.18851391355831854,0,0,0,0,0,0,149.4164581961817,0
clean_np_36.jpg,0.20266666666666666,0,0,0,0,0,0,146.30926261566344,0
clean_np_37.jpg,0.19891472868217056,0,0,0,0,0,0,153.1367233104164,0
