filename,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7
clean_p_10473.jpg,0.313875400351276,94.33333333333333,0,0,0,123.60851063829787,119.0,155.2937681542118
clean_p_10474.jpg,0.3735315712187959,0,0,0,121.75862068965517,129.11570247933884,0,155.9980298098338
clean_p_10475.jpg,0.22875399361022364,0,0,0,105.33333333333333,139.8108108108108,0,157.717859220477
clean_p_10476.jpg,0.23371757925072045,0,0,0,0,138.20812182741116,0,162.69092667593543
clean_p_10477.jpg,0.16553779463560012,0,0,0,0,136.025,0,159.07424026106466
clean_p_10478.jpg,0.35,0,0,0,0,127.05660377358491,0,155.04822053426645
clean_p_10479.jpg,0.18368709117607795,0,0,0,0,0,0,160.91633573399744
clean_p_10480.jpg,0.6450190418921627,118.0,0,0,131.37254901960785,146.5375,0,163.87583866738643
clean_p_10481.jpg,0.567419575633128,0,0,0,130.7173913043478,145.05737704918033,0,166.38785161528068
clean_p_10482.jpg,0.5354635681433068,0,0,0,0,140.14358974358976,0,162.51611764705882
clean_p_10483.jpg,0.29777365491651203,0,0,0,0,0,0,166.06197446278418
clean_p_10484.jpg,0.7624479449574506,118.48333333333333,0,0,0,134.9433962264151,0,164.78683532443196
clean_p_10485.jpg,1.126508717031739,114.58823529411765,0,0,0,128.48,0,163.59016685999822
clean_p_10486.jpg,1.101797505502568,118.33333333333333,0,0,126.37931034482759,138.60164835164835,0,161.97725671087193
clean_p_10487.jpg,0.2891526541378173,114.0,0,0,0,135.0054054054054,0,163.8351434942099
clean_p_10488.jpg,0.32222860425043076,0,0,0,0,0,0,151.4117800705237
clean_p_10489.jpg,1.3185217773867135,111.35714285714286,0,0,115.26666666666667,126.67692307692307,0,159.63877366997295
clean_p_10490.jpg,2.2499469552302145,123.42045454545455,0,0,130.4,136.46629213483146,135.0,163.67512100677638
clean_p_10491.jpg,0.15804449042938437,0,0,0,0,134.81290322580645,0,154.48856920684293
clean_p_10492.jpg,0.3534963534963535,0,0,0,134.93589743589743,143.56976744186048,0,158.44048689397607
clean_p_10493.jpg,1.3996512979465323,109.82352941176471,0,0,0,124.65306122448979,0,152.2703314255291
clean_p_10494.jpg,0.1463165944430283,0,0,0,0,130.28,0,156.69169452301364
