filename,bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7,class
clean_p_1.jpg,3.238727783,163.4166667,0,0,0,177.137931,0,214.9946157,1
clean_p_2.jpg,1.294467307,147,0,0,0,167.9,0,207.9655452,1
clean_p_3.jpg,3.003968254,161.5,0,0,153.3461538,177.9464286,0,214.4863255,1
clean_p_4.jpg,1.093968969,144.25,0,0,0,176.4133333,0,209.8279821,1
clean_p_5.jpg,1.368312757,0,0,0,0,0,0,212.2045326,1
clean_p_6.jpg,1.290584416,153.7826087,0,0,0,168.3307692,0,209.5071344,1
clean_p_7.jpg,1.466153846,162,0,0,151.8333333,172.0882353,0,212.5617328,1
clean_p_8.jpg,1.504444444,0,0,0,148,171.2520325,0,207.4745413,1
clean_p_9.jpg,2.297809135,154.5384615,0,0,0,170.9583333,0,213.4830686,1
clean_p_10.jpg,1.316469158,146.5,0,0,0,169.4076923,0,212.3982647,1
clean_p_11.jpg,1.604577057,155.1,0,0,0,167.3129252,0,209.3169721,1
clean_p_12.jpg,1.267438017,0,0,0,0,174.2183099,0,204.615805,1
clean_p_13.jpg,1.962312634,162.1777778,0,0,0,173.7053571,0,207.1371074,1
clean_p_14.jpg,1.394966847,0,0,0,0,168.7723577,0,205.6876679,1
clean_p_15.jpg,1.239629303,0,0,0,0,0,0,212.2058556,1
clean_p_16.jpg,1.67561121,155.1666667,0,0,0,176.5149701,0,210.2670489,1
clean_p_17.jpg,1.18368381,128.2261905,0,0,0,176.5733333,0,205.0653313,1
clean_p_18.jpg,1.112836804,0,0,0,0,170.1971831,0,211.6379944,1
clean_p_19.jpg,0.810176609,0,0,0,0,168.0185185,0,210.515047,1
clean_p_20.jpg,1.423163298,158.3636364,0,0,0,176.9620253,0,213.829989,1
clean_p_21.jpg,1.983704974,0,0,0,156.7333333,179.150289,0,212.6070258,1
clean_p_22.jpg,1.505020673,136.2352941,0,0,122.4,167.3027027,0,208.2805352,1
clean_p_23.jpg,1.416358325,139.4074074,0,0,0,151.6666667,0,206.3558857,1
clean_p_24.jpg,1.514563107,0,0,0,0,171.6666667,0,211.3935474,1
clean_p_25.jpg,1.404457694,0,0,0,0,170.2,0,205.0172759,1
clean_p_26.jpg,1.67515528,0,0,0,0,173.8962264,0,206.9510376,1
clean_p_27.jpg,1.214174455,0,0,0,0,132,88,199.7654519,1
clean_p_28.jpg,0.95838855,0,0,0,0,173.7876106,0,209.5079051,1
clean_p_29.jpg,2.468565287,168,0,0,154.0789474,177.2200957,0,211.3411733,1
clean_p_30.jpg,1.190213548,0,0,0,0,170.7613636,0,202.9637279,1
clean_p_31.jpg,1.355738653,0,0,0,0,172.8465909,0,210.1511106,1
clean_p_32.jpg,1.575284943,0,0,0,0,169.734375,0,211.6073261,1
clean_p_33.jpg,1.419113241,0,0,0,136,169.6956522,0,207.8991026,1
clean_p_34.jpg,1.858566169,0,0,0,0,175.8115942,0,209.6708934,1
clean_p_35.jpg,5.875719915,175.6153846,0,0,0,184.8536585,0,211.742246,1
clean_p_36.jpg,1.304274552,153.5333333,0,0,0,169.2913386,0,211.594552,1
clean_p_37.jpg,0.881562163,0,0,0,0,170.6134454,0,202.3589083,1
clean_p_38.jpg,1.195771339,0,0,0,0,163.2109375,0,204.2177475,1
clean_p_39.jpg,1.333859511,156.5,0,0,0,177.7162791,0,209.0988266,1
clean_p_40.jpg,1.022339983,0,0,0,0,168.3135593,0,207.5143389,1
clean_p_41.jpg,2.038797447,158,0,0,0,173.0961538,0,209.0135346,1
clean_p_42.jpg,1.59859567,157.6363636,0,0,0,172.9793814,0,209.7216093,1
clean_p_43.jpg,0.616864743,0,0,0,0,138.862069,0,208.8415699,1
clean_p_44.jpg,1.548309179,152,0,0,0,174.1085714,0,210.2879796,1
clean_p_45.jpg,2.18548906,154,0,0,144.0714286,167.0793651,0,214.061446,1
clean_p_46.jpg,1.91622948,146.6666667,0,0,138.047619,164.8918919,0,210.5421412,1
clean_p_47.jpg,0.843369395,0,0,0,0,158.8571429,0,206.6993934,1
clean_p_48.jpg,2.975664871,0,0,0,148,164.9230769,0,211.6043197,1
clean_p_49.jpg,1.869281046,161,0,0,0,173.9152542,0,207.2611987,1
clean_p_50.jpg,1.578426353,0,0,0,0,167.9281046,0,205.9448984,1
clean_p_51.jpg,1.282604231,0,0,0,0,0,0,209.6564665,1
clean_p_52.jpg,3.006002626,161.5,0,0,146.3333333,166.8,147.5,213.9153761,1
clean_p_53.jpg,1.367441094,0,0,0,0,178.0144928,0,207.8701288,1
clean_p_54.jpg,0.949995462,128.5,0,0,0,159.6601942,0,212.1118788,1
clean_p_55.jpg,1.321021432,0,0,0,136.75,168.6590909,0,210.7626298,1
clean_p_56.jpg,2.660218152,162.2666667,0,0,156.75,176.4728682,0,209.9960627,1
clean_p_57.jpg,1.785019455,159,0,0,153.0588235,174.2857143,0,211.1827104,1
clean_p_58.jpg,3.087566419,157.8333333,0,0,150.9310345,171.8143322,0,204.1763811,1
clean_p_59.jpg,3.910196687,160.4303797,0,0,148,171.9156627,0,203.8347172,1
clean_p_60.jpg,1.262046938,0,0,0,122,155.6242775,0,207.2164235,1
clean_p_61.jpg,2.233568593,136.1333333,0,0,0,160.4825581,118,205.8422304,1
clean_p_62.jpg,1.530405405,0,0,0,0,164.683274,0,204.0778563,1
clean_p_63.jpg,4.78313989,167.7333333,0,0,157.53125,179.388601,0,208.1010641,1
clean_p_64.jpg,6.936752988,165.3214286,0,0,0,183.1041667,0,209.578028,1
clean_p_65.jpg,1.490528808,0,0,0,0,165.3787234,133.5,204.0183468,1
clean_p_66.jpg,1.087024902,0,0,0,0,150.1534091,0,199.5341575,1
clean_p_67.jpg,1.907645723,152.4444444,0,0,142.5,167.9641026,0,204.5969396,1
clean_p_68.jpg,2.609938734,163.8888889,0,0,158.2,178.3665595,0,210.5946201,1
clean_p_69.jpg,0.874655951,117,0,0,99,131.1166667,0,208.1001225,1
clean_p_70.jpg,1.407328664,136,0,0,124,156.5071429,0,206.2942225,1
clean_p_71.jpg,2.120087336,0,0,0,143.7183099,169.3218391,0,209.301919,1
clean_p_72.jpg,1.394225491,137.5333333,0,0,0,159.3186813,0,208.191484,1
clean_p_73.jpg,0.946790016,0,0,0,0,160.54,0,207.2853393,1
clean_p_74.jpg,0.843645017,0,0,0,0,145.9423077,0,202.9311338,1
clean_p_75.jpg,1.088871649,0,0,0,0,169.1866667,0,201.9311783,1
clean_p_76.jpg,1.560141808,147.75,0,0,137.7407407,164.3805556,0,208.5766008,1
clean_p_77.jpg,1.573539068,148,0,0,131.9583333,167.9013453,0,207.6922188,1
clean_p_78.jpg,1.302122874,0,0,0,0,157.8369565,0,207.6844781,1
clean_p_79.jpg,3.798605878,159,0,0,152.5384615,176.5147059,0,210.0840488,1
clean_p_80.jpg,1.112732657,129.0869565,0,0,0,146.483871,0,210.0496709,1
clean_p_81.jpg,2.324973073,130.6666667,0,0,120,162.4307692,118,199.0553718,1
clean_p_82.jpg,3.019143681,163.8571429,0,0,150.5740741,173.373494,0,209.8593561,1
clean_p_83.jpg,1.433888142,0,0,0,121.6666667,143.1304348,116,203.1153794,1
clean_p_84.jpg,1.19311828,149.0714286,0,0,0,167.3768116,0,208.8112831,1
clean_p_85.jpg,5.746242263,158.5866667,0,0,146.047619,169.1351351,0,208.7206453,1
clean_p_86.jpg,1.361122086,146.5,0,0,0,158.5217391,0,213.3794851,1
clean_p_87.jpg,1.541450777,136.2666667,0,0,0,155.976,0,193.9541409,1
clean_p_88.jpg,2.841710428,154.4683544,0,0,0,171.1931818,149,201.4313314,1
clean_p_89.jpg,2.149849962,158,0,0,149.3448276,173.3793103,0,206.9824872,1
clean_p_90.jpg,1.592990654,0,0,0,140.5185185,164.608,0,208.7296107,1
clean_p_91.jpg,1.382511605,0,0,0,98.33333333,153.7777778,98.5,203.5101037,1
clean_p_92.jpg,1.701429405,155.5,0,0,146.6774194,168.7151163,0,210.6252927,1
clean_p_93.jpg,2.065627951,0,0,0,153.625,176.4964539,0,208.6088926,1
clean_p_94.jpg,1.351477646,143.4473684,0,0,0,163.5886792,0,200.4894289,1
clean_p_95.jpg,1.435999411,0,0,0,0,170.5862069,115.5,208.1401015,1
clean_p_96.jpg,2.025113009,0,0,0,142.05,171.5818966,137.4444444,207.3181787,1
clean_p_97.jpg,1.652563596,0,0,0,0,171,132,205.5257512,1
clean_p_98.jpg,2.009234558,167.3448276,0,0,154.5068493,178.0649718,0,208.5809351,1
clean_p_99.jpg,4.188350442,162.4,0,0,149.6470588,178.9770115,0,209.6582396,1
clean_p_100.jpg,1.217025749,0,0,0,135.32,166.3858268,0,209.7332968,1
clean_p_101.jpg,0.83938903,0,0,0,0,143.4583333,0,210.037939,1
clean_p_102.jpg,2.03063391,147.7777778,0,0,0,171.2897196,0,210.4544337,1
clean_p_103.jpg,4.418912176,158.6666667,0,0,154,168.7380952,0,212.1544338,1
clean_p_104.jpg,1.468264463,149.8043478,0,0,0,167.2883436,0,211.4725979,1
clean_p_105.jpg,2.638325144,156,0,0,151.5714286,172.8178138,0,209.2608969,1
clean_p_106.jpg,1.396226415,0,0,0,0,172.8777174,0,209.7627944,1
clean_p_107.jpg,1.11398277,0,0,0,0,0,112,206.301514,1
clean_p_108.jpg,2.090808416,151.6666667,0,0,137.1666667,171.6006711,140.4545455,209.8863811,1
clean_p_109.jpg,1.327731092,0,0,0,0,151.712,0,204.8662344,1
clean_p_110.jpg,1.484052533,141.6444444,0,0,0,162.3127148,0,206.8518519,1
clean_p_111.jpg,2.404036157,157.7368421,0,0,0,176.4172185,0,211.8493084,1
clean_p_112.jpg,5.361757668,164.25,0,0,151.9636364,174.845679,0,207.5607057,1
clean_p_113.jpg,1.409711422,0,0,0,0,0,0,204.5732879,1
clean_p_114.jpg,2.05001155,141.7464455,102,0,118.7333333,167.3174771,112.6363636,205.6222877,1
clean_p_115.jpg,1.717421954,0,0,0,155.4871795,175.0050505,0,209.1009109,1
clean_p_116.jpg,4.648963259,113.8548387,82.25,0,101.5,155.2094183,0,195.3239762,1
clean_p_117.jpg,4.459913793,163,0,0,155.3333333,171.32,0,211.071299,1
clean_p_118.jpg,1.323434622,0,0,0,0,165.9709677,0,205.579642,1
clean_p_119.jpg,1.98326087,164,0,0,150.1176471,173.6147541,0,209.9919627,1
clean_p_120.jpg,1.513482781,0,0,0,0,180.3169811,0,213.2048745,1
clean_p_121.jpg,1.172080311,0,0,0,0,164.7785235,0,208.7261061,1
clean_p_122.jpg,1.136007828,147.6666667,0,0,0,168.4836601,0,207.8966215,1
clean_p_123.jpg,1.591895803,0,0,0,0,166.4093567,0,209.0854243,1
clean_p_124.jpg,1.320769533,0,0,0,140.3333333,169.6184211,0,209.9864201,1
clean_p_125.jpg,2.959577857,156.9285714,0,0,0,176.5272727,0,209.7186774,1
clean_p_126.jpg,1.928319406,161,0,0,154,175.4061538,0,208.9345406,1
clean_p_127.jpg,2.599832496,155.8,0,0,141.8990826,168.6554622,0,208.4907371,1
clean_p_128.jpg,2.54858871,164.8,0,0,155.4285714,178.9432624,0,210.8437615,1
clean_p_129.jpg,1.722454672,0,0,0,0,182.2939394,0,209.6739715,1
clean_p_130.jpg,1.619836093,149.1956522,0,0,0,167.0059172,0,209.4852404,1
clean_p_131.jpg,1.525821596,0,0,0,0,165.5195313,0,203.5570327,1
clean_p_132.jpg,3.47558278,160.7391304,0,0,152.3333333,174.712963,0,208.7286543,1
clean_p_133.jpg,1.644426094,0,0,0,142.0526316,166.1547619,139.1428571,211.1370766,1
clean_p_134.jpg,3.735744398,154.2,0,0,153,172.1530612,152,208.9701067,1
clean_p_135.jpg,2.653571429,151.2727273,0,0,145.9090909,168.7042254,0,205.4978419,1
clean_p_136.jpg,3.790764791,164,0,0,156.3376623,175.6111111,157,208.5679931,1
clean_p_137.jpg,2.415732669,154.8181818,0,0,137.7619048,166.6859504,0,204.1960867,1
clean_p_138.jpg,2.817971941,156.2727273,0,0,0,164.4583333,0,211.7343105,1
clean_p_139.jpg,2.476696991,155.75,0,0,140.59375,167.688172,0,210.5514661,1
clean_p_140.jpg,2.380299786,157.4,0,0,148,176.1094891,0,208.8885048,1
clean_p_141.jpg,2.185104237,152.38,0,0,0,166,0,205.9834711,1
clean_p_142.jpg,10.34265928,171.5263158,0,177,152.6818182,179.0047847,156.75,209.1426699,1
clean_p_143.jpg,2.785324652,167,0,0,148.5902439,177.638587,0,210.3885738,1
clean_p_144.jpg,2.20753561,153.9230769,0,0,0,172.1894737,0,210.5237245,1
clean_p_145.jpg,1.891902516,0,0,0,146,165.2222222,0,207.3621064,1
clean_p_146.jpg,1.330147493,0,0,0,144.3333333,162.2741935,0,209.156639,1
clean_p_147.jpg,2.812942844,157.7222222,0,0,0,169.3823529,0,211.1769834,1
clean_p_148.jpg,1.400805952,136.9310345,0,0,0,156.6282051,0,208.9257256,1
clean_p_149.jpg,2.165400713,141.8181818,0,0,0,164.9957627,0,206.7469263,1
