filename,bstd_bins0,bstd_bins1,bstd_bins2,bstd_bins3,bstd_bins4,bstd_bins5,bstd_bins6,bstd_bins7,class
clean_p_3515.jpg,3.694004700032269,0,0,0,3.4291161106429553,11.731530562601122,0,5.659757305603816,1
clean_p_3516.jpg,4.7444248304614876,0,0,0,2.043850550526214,13.666974211965472,0,5.833302172414032,1
clean_p_3517.jpg,3.869098401712838,0,0,0,0,6.404839314380736,2.8284271247461903,5.781976446461064,1
clean_p_3518.jpg,3.3645816713522367,0.0,0,0,0,8.053747157741922,0,4.993001491965751,1
clean_p_3519.jpg,8.475587949601367,2.541490719388154,0,0,0,10.290331020685166,0,5.361303769514628,1
clean_p_3520.jpg,3.344081982904409,0,0,0,0,4.260293668023536,0,6.683082762551101,1
clean_p_3521.jpg,4.299206596738912,1.5879173408844258,0,0,0.9718253158075533,11.044101328882087,0,5.667604081012848,1
clean_p_3522.jpg,4.652604806705215,0,0,0,0,7.341795697880221,0,5.397874310835666,1
clean_p_3523.jpg,28.239349197429743,1.4546668194317105,0,0,1.2367316364246426,6.9142547775084795,1.898159439894146,5.287150530051412,1
clean_p_3524.jpg,3.89829147342536,0,0,0,0,0,0,5.033718340205215,1
clean_p_3525.jpg,3.2367806489324997,0,0,0,0,6.423105704719793,0,5.5379306814170315,1
clean_p_3526.jpg,3.9170598276341724,0,0,0,0,7.2640154611649335,0,4.731956374315721,1
clean_p_3527.jpg,3.9773833435031944,0.0,0,0,0,7.163482184722201,0,5.498917679586558,1
clean_p_3528.jpg,3.415460115675363,0,0,0,0,9.78023126726989,0,4.719609837086989,1
clean_p_3529.jpg,3.5966645231668024,0,0,0,0.0,7.849996149494539,0,4.628996509781143,1
clean_p_3530.jpg,3.93696638055507,0,0,0,0,6.680167193608765,0,5.7003046584312385,1
clean_p_3531.jpg,3.365246658890058,0,0,0,0,7.145944685067322,0,5.619148928175874,1
clean_p_3532.jpg,4.78141276245827,0,0,0,0,6.8270049895094225,0,6.481395859721734,1
clean_p_3533.jpg,7.497552228734004,0,0,0,2.9186167339265814,11.96633050558637,0,5.065888178867624,1
clean_p_3534.jpg,3.338411982939923,3.761896409041035,0,0,0,9.720546006087039,0,5.979782659942739,1
clean_p_3535.jpg,6.450579117835272,1.774302158074589,0,0,1.4006446928309677,8.045190025137758,0,6.328661357396842,1
clean_p_3536.jpg,15.512626823628237,0,0,0,0.9762812094883317,6.89812854545939,0,5.431800974844542,1
clean_p_3537.jpg,4.1965077652468405,0,0,0,0,0,0.7071067811865476,7.974800800668446,1
clean_p_3538.jpg,4.96863223175015,0,0,0,0.4487930029203923,6.244703906548315,2.5987283214851224,4.746518498116976,1
clean_p_3539.jpg,3.2290729151757978,0,0,0,0,0,0,5.835825034546164,1
clean_p_3540.jpg,10.414908663893105,2.051249747446914,0,0,0.0,6.315623201774736,0,5.277274807185853,1
clean_p_3541.jpg,3.403167535819762,0,0,0,0,9.094083494793,0,6.562384320248617,1
clean_p_3542.jpg,6.21973657005238,0.0,0,0,0.2885981074615431,9.635860818492825,0,6.013199319825015,1
clean_p_3543.jpg,17.834625792389605,3.0745466652290734,0,0,0.0,7.145878155864458,0,5.124968937548362,1
clean_p_3544.jpg,3.626573377465543,1.0606601717798212,0,0,0,11.015782725041959,0,5.922846375687723,1
clean_p_3545.jpg,4.212495753554678,0,0,0,0,9.757209209564556,0,5.3058710658839,1
clean_p_3546.jpg,4.757472672330646,0,0,0,0,7.713715046111034,0.0,6.968019568297671,1
clean_p_3547.jpg,4.146794977118622,0,0,0,0,9.171023260846153,0,6.679588199012053,1
clean_p_3548.jpg,5.921532694782729,0,0,0,0.6009252125773289,10.75856948115318,0,5.2132475023019,1
clean_p_3549.jpg,3.6444010839825505,2.0092379244472416,0,0,0,9.197598378767658,0,4.681330879070395,1
clean_p_3550.jpg,4.011455859551043,0,0,0,0,8.125112786311293,0,5.156734170641481,1
clean_p_3551.jpg,15.142819508868955,0,0,0,1.950224183669173,9.349190381172459,0,5.263694317249601,1
clean_p_3552.jpg,11.795777012896046,1.3468239704045348,0,0,0.0,7.3369290532808735,0,5.761004314615043,1
clean_p_3553.jpg,13.543017887898968,2.8439033546744215,0,0,0,8.761166551200184,0,5.935455989463189,1
clean_p_3554.jpg,2.5954393733989454,0,0,0,0,7.9605478093711515,0,10.448024953246362,1
clean_p_3555.jpg,4.1500655702369755,0,0,0,0,6.998390920804409,0,5.893162936841429,1
clean_p_3556.jpg,14.371046989118529,4.692133507364747,0,0,2.6925338804855072,9.87328655284091,0,4.192484811798663,1
clean_p_3557.jpg,7.241176692573623,2.3804761428476167,0.0,0,1.0968728556894967,13.21062364313479,0.0,8.770453805435917,1
clean_p_3558.jpg,3.443336396144871,0,0,0,0,8.181993241184712,0,9.49044360087663,1
clean_p_3559.jpg,4.4594325070493355,0,0,0,0,6.500853290256577,0,6.59764509977072,1
clean_p_3560.jpg,10.470478565232881,2.418771283176412,0,0,0,7.848659513605988,0,5.52383210778211,1
clean_p_3561.jpg,20.90961683760895,2.845013880125308,0,0,1.3030162860932533,6.530439914632504,1.9817816773752002,5.717082120431989,1
clean_p_3562.jpg,23.089289975238934,3.3445230100034586,0,0,0,11.011092323022217,0,4.496780940618358,1
clean_p_3563.jpg,8.19024703040044,0,0,0,4.837027113248263,12.146770057711887,0.0,5.5619205750468605,1
clean_p_3564.jpg,4.868197032404179,3.57981251462085,0,0,0,6.096573364244763,0,5.566066858236946,1
clean_p_3565.jpg,5.647938886583268,3.1478467726206447,0,0,0,7.62416101373549,0,5.577032632187217,1
clean_p_3566.jpg,16.42369369434522,2.4556688295716036,0,0,0,4.912780841711274,0,5.253977454637868,1
clean_p_3567.jpg,3.9702354494178094,0,0,0,0,7.469598298204763,0,5.535659005187476,1
clean_p_3568.jpg,8.888222250801304,2.0406269614524333,0,0,0,5.886796196633774,0,4.365312441147922,1
clean_p_3569.jpg,11.397224667965464,3.224853962116078,0,0,0,6.253995202948538,0,4.4891147572866705,1
clean_p_3570.jpg,14.525838337601135,2.624014918441342,0,0,2.7147904444160234,10.154164312204935,3.318020382586467,7.458410198166334,1
clean_p_3571.jpg,8.288513010433492,1.3904381382051323,0,0,0.0,9.682141022308821,0,4.986437605870355,1
clean_p_3572.jpg,4.128885479183273,0,0,0,0,6.306516124300444,0,6.79905923989297,1
clean_p_3573.jpg,15.24178864141702,2.717348259559062,0,0,4.659937693417635,9.119933014903852,0,5.27614960259703,1
clean_p_3574.jpg,5.499328603238834,1.3153317333118246,0,0,0,9.7498830536762,0,7.497427748614607,1
clean_p_3575.jpg,4.381743290561161,1.7769097411964057,0,0,0,7.037345891979296,0,4.778437518445729,1
clean_p_3576.jpg,4.1711135704523405,0,0,0,0,7.874880470451199,0,6.517948748766671,1
clean_p_3577.jpg,14.409285983551081,2.1968232816504023,0,0,0,6.582715816451545,0,6.473534183069242,1
clean_p_3578.jpg,16.202956462645496,3.0506344803250354,0,0,0,6.706352058363933,0,6.195710800524559,1
clean_p_3579.jpg,9.084228835358163,0.8041846572541449,0,0,0.6938886664887078,10.64484878155669,0,6.573068182395311,1
clean_p_3580.jpg,4.787210478420432,0,0,0,0,10.493608696853782,0,5.777193981076983,1
clean_p_3581.jpg,4.017005161090942,0,0,0,0,12.579524155457285,0,10.113482234210611,1
clean_p_3582.jpg,5.743767499456834,1.401404718553916,0,0,0,9.67827672598585,0,5.663401469021524,1
clean_p_3583.jpg,14.685760270357504,2.6125714716218624,0,0,1.5340066338988434,8.677288099965974,0,5.997455732212764,1
clean_p_3584.jpg,5.257496296384688,5.419887931054032,0,0,0,8.469310475286994,0,7.151786266446812,1
clean_p_3585.jpg,5.379769240914342,0.0,0,0,1.9647385390413532,9.28227507316319,0,6.61056312294,1
clean_p_3586.jpg,20.576123634599988,1.7154264040484817,0,0,0.429534631898289,8.629721695142331,0.9904053603337268,7.259420682189718,1
clean_p_3587.jpg,4.649732860725821,1.8401928049087144,0,0,0,7.748051610633399,0,6.620266462336393,1
clean_p_3588.jpg,3.6592459325846103,0,0,0,0,8.33114596099577,0,5.114445256589579,1
clean_p_3589.jpg,3.007389588420543,0,0,0,0,5.694198913489764,0,6.852472095618709,1
clean_p_3590.jpg,4.642379120212036,3.2438510206919853,0,0,7.324209058205145,11.210246446052984,1.9716602190221295,5.8735146029598075,1
clean_p_3591.jpg,7.5262889199341085,0.0,0,0,1.6455027134985523,9.596277280600162,0,4.77593480667225,1
clean_p_3592.jpg,4.690516457209763,3.135067484784141,0,0,0.0,9.361320249098327,0,7.169011214777143,1
clean_p_3593.jpg,3.6364422689515696,0,0,0,0,0,0,5.9741535058681485,1
clean_p_3594.jpg,11.000401712129888,1.2171612389003674,0,1.0606601717798212,6.426814038011656,12.133104178594083,2.1213203435596424,8.417010679530762,1
clean_p_3595.jpg,3.815540149359264,0,0,0,2.4748737341529163,14.074165682570822,5.163175343684314,12.438108745711451,1
clean_p_3596.jpg,17.20035881558295,1.1547005383792515,0,0,0.9860222804996457,10.833014965410115,0,5.636092428823437,1
clean_p_3597.jpg,3.871342164641484,1.5868938216319939,0,0,0,7.4398529256950985,0,7.8579441414669695,1
clean_p_3598.jpg,3.368570538553357,0,0,0,0,7.3728700133909895,0,6.4443672487797015,1
clean_p_3599.jpg,9.867338320827038,1.8166946210585102,0,0,0.0,6.716793609043851,2.2422706745122825,4.8082940313302105,1
clean_p_3600.jpg,9.713365001359172,0,0,0,5.528581725254996,9.557023756377927,0.6934715407122177,6.393209159301758,1
clean_p_3601.jpg,4.752590035124209,2.7685617739372836,0,0,0,7.699726930745633,0,5.887583932991314,1
clean_p_3602.jpg,3.939516541302483,0,0,0,0,10.393038379586848,0,5.328317197794588,1
clean_p_3603.jpg,4.959172803600716,0,0,0,0.41460993231597465,7.467784048167737,0.3535533905932738,7.139761792057721,1
clean_p_3604.jpg,3.8775300561553743,0,0,0,2.814276181025921,9.615148711750349,0,7.456350323859628,1
clean_p_3605.jpg,3.7198761691979993,0.0,0,0,0.3535533905932738,15.603190198141666,0.0,10.749609062520296,1
clean_p_3606.jpg,4.280883427843225,0,0,0,0,0,0,6.478342431459562,1
clean_p_3607.jpg,23.839612856980384,2.463390359476212,0,0,0.38490017945974503,8.770515568140762,0,6.769696043253324,1
clean_p_3608.jpg,4.2994872646701126,0,0,0,0,7.143280411985037,0,5.872635468182115,1
clean_p_3609.jpg,6.130997211171518,2.406337001843242,0,0,0,9.667458270043904,0,7.442693948533036,1
clean_p_3610.jpg,3.563759217191222,0,0,0,0,8.64749343180314,0,6.274149366499252,1
clean_p_3611.jpg,7.539206914454165,4.860879300354952,0,0,0.7071067811865476,8.231273097837185,0,5.63600348691403,1
clean_p_3612.jpg,7.5191017347128275,1.2909944487358056,0,0,0.0,9.204918415336088,0,5.70072511745384,1
clean_p_3613.jpg,12.088149568517434,3.9546669505575527,0,0,2.1213203435596424,8.47627253948118,0,5.621482523006364,1
clean_p_3614.jpg,10.896319918452631,2.7440889690614485,0,0,0,5.253617797501424,0,5.256414160584524,1
clean_p_3615.jpg,4.367865924794618,0,0,0,0,9.874007803148766,0,5.516321060674876,1
clean_p_3616.jpg,3.014912528395638,0,0,0,0,10.686262324259257,0,7.287817011481563,1
clean_p_3617.jpg,16.68192391764404,4.5086677241005395,0,0,0,1.7767732821523168,0,4.715119102588368,1
clean_p_3618.jpg,3.6399342278551963,0,0,0,0,0,4.05123437979093,5.310363969639884,1
clean_p_3619.jpg,3.18443361797328,0,0,0,0,12.279388292121705,0,5.293001841936679,1
clean_p_3620.jpg,3.193503420413918,0,0,0,0,8.219916242132822,0,8.259660071294302,1
clean_p_3621.jpg,10.023292579592752,2.3134033078341316,0,0,0.0,10.181307378603005,0,5.663037507657434,1
clean_p_3622.jpg,3.021329336679624,0,0,0,0,6.069641151611574,0,5.369422542770772,1
clean_p_3623.jpg,4.532203283367467,0,0,0,2.048041331863148,10.940510206520345,0.9622504486493807,8.43275177947229,1
clean_p_3624.jpg,4.101223975724355,0,0,0,0.34694433324435847,11.862726899571745,0,5.38912850650923,1
clean_p_3625.jpg,3.610126975759469,0,0,0,0,0,0,6.069082183938533,1
clean_p_3626.jpg,3.585284798287795,2.4748737341529163,0,0,0,7.346173252747876,0,5.312593988232505,1
clean_p_3627.jpg,5.586944926631148,0.0,0,0,0.0,10.499966661268036,0,5.750589404668828,1
clean_p_3628.jpg,7.593719247608007,2.41205306740959,0,0,0.0,10.047947306556617,0,5.844593981192442,1
clean_p_3629.jpg,12.53027950020699,4.297823345037933,0.0,0,3.8528560834788537,12.264956390734287,4.242640687119285,7.2628565541753485,1
clean_p_3630.jpg,3.952375137041777,2.057890416370338,0,0,0,7.7094088095606494,0,5.404174804336661,1
clean_p_3631.jpg,14.491121362144886,2.266253821927216,0,0,2.673197466308382,7.952165093296386,0,4.797027872705059,1
clean_p_3632.jpg,3.827540245240076,0,0,0,0,7.443250512329131,0,6.307348070289009,1
clean_p_3633.jpg,3.3796078724127,2.7675820867483143,0,0,0,15.165637143313406,0.7158587176976371,13.2443939940905,1
clean_p_3634.jpg,11.17234828288395,1.8875937494255386,0,0,0.9014071227572065,9.550144917448932,0,4.684080006942311,1
clean_p_3635.jpg,6.018001626224157,4.033220187314984,0,0,0.0,9.781108848457048,1.0606601717798212,7.453219498613415,1
clean_p_3636.jpg,4.199013573677587,2.3538876432482985,0,0,0,11.882902577569025,0,6.225855075794509,1
clean_p_3637.jpg,8.93617388627854,3.631388397070124,0,0,0,11.869476522811302,0,8.271321545576038,1
clean_p_3638.jpg,3.619942069580276,0,0,0,0,6.138349262425284,0,6.328119424824464,1
clean_p_3639.jpg,3.606334282567174,0,0,0,0,9.44557975184003,0,7.806464316020112,1
clean_p_3640.jpg,4.02646444901933,0,0,0,1.0046189622236128,12.187676047913923,0,7.913500185436189,1
clean_p_3641.jpg,4.495367345059991,0,0,0,0,9.574329326595894,0,8.390160410094724,1
clean_p_3642.jpg,8.71809542664342,0.5562273715746875,0,0,0.8934443797427865,14.935862885351304,0,6.067070831572456,1
clean_p_3643.jpg,13.046811938803662,1.4756557317851322,0,0,0,4.823241699963708,0,4.993014687614949,1
clean_p_3644.jpg,5.067740580644617,0,0,0,0,6.345817969459054,0,5.13103590659837,1
clean_p_3645.jpg,12.824179118891212,2.327815760477827,0,0,0,6.530009166240988,0,5.233063077438103,1
clean_p_3646.jpg,17.717312290715455,3.2341969083710422,0,0,0,4.333244499054011,0,6.30192923642423,1
