filename,bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7,class
clean_np_1.jpg,1.315964985,0,0,0,0,0,0,212.4497773,0
clean_np_2.jpg,1.505697233,0,0,0,0,0,0,211.9839335,0
clean_np_3.jpg,1.504677755,0,0,0,0,0,0,216.7227021,0
clean_np_4.jpg,1.952755906,0,0,0,0,0,0,212.1987242,0
clean_np_5.jpg,1.312433581,0,0,0,0,0,0,210.7754961,0
clean_np_6.jpg,2.071873231,0,0,0,0,0,0,204.8849856,0
clean_np_7.jpg,1.1394838,0,0,0,0,0,0,209.6411702,0
clean_np_8.jpg,1.880398671,0,0,0,0,0,0,210.3593111,0
clean_np_9.jpg,1.279882006,0,0,0,0,0,0,211.4530216,0
clean_np_10.jpg,1.820031299,0,0,0,0,0,0,213.2633025,0
clean_np_11.jpg,1.407515387,0,0,0,0,0,0,209.3750842,0
clean_np_12.jpg,1.909417989,0,0,0,0,0,0,210.6306496,0
clean_np_13.jpg,1.740183246,0,0,0,0,0,0,198.9232648,0
clean_np_14.jpg,2.085002568,0,0,0,0,0,0,206.354733,0
clean_np_15.jpg,1.61090654,0,0,0,0,0,0,207.3618962,0
clean_np_16.jpg,1.12113943,0,0,0,0,0,0,208.4974254,0
clean_np_17.jpg,1.526814968,0,0,0,0,0,0,214.1862667,0
clean_np_18.jpg,0.851312896,0,0,0,0,0,0,210.8669303,0
clean_np_19.jpg,1.024922118,0,0,0,0,0,0,208.5474544,0
clean_np_20.jpg,1.628739003,0,0,0,0,0,0,212.7778764,0
clean_np_21.jpg,1.707186544,0,0,0,0,0,0,214.3530478,0
clean_np_22.jpg,1.030256879,0,0,0,0,0,0,210.4061564,0
clean_np_23.jpg,1.610419778,0,0,0,0,0,0,212.4134621,0
clean_np_24.jpg,1.609855072,0,0,0,0,0,0,212.9715169,0
clean_np_25.jpg,1.175318646,0,0,0,0,0,0,207.9830867,0
clean_np_26.jpg,0.844497782,0,0,0,0,0,0,206.4182178,0
clean_np_27.jpg,1.720253718,0,0,0,0,0,0,212.4477354,0
clean_np_28.jpg,1.308621636,0,0,0,0,0,0,202.9922752,0
clean_np_29.jpg,1.723809524,0,0,0,0,0,0,211.6791833,0
clean_np_30.jpg,1.600494743,0,0,0,0,0,0,213.2423556,0
clean_np_31.jpg,1.485869362,0,0,0,0,0,0,205.224373,0
clean_np_32.jpg,1.453402483,0,0,0,0,0,0,209.76196,0
clean_np_33.jpg,1.668711656,0,0,0,0,0,0,209.1109905,0
clean_np_34.jpg,1.107637945,0,0,0,0,0,0,206.3146246,0
clean_np_35.jpg,1.412314979,0,0,0,0,0,0,209.7647795,0
clean_np_36.jpg,1.392561404,0,0,0,0,0,0,208.728322,0
clean_np_37.jpg,1.438914729,0,0,0,0,0,0,210.6707744,0
clean_np_38.jpg,1.481309316,0,0,0,0,0,0,214.4259187,0
clean_np_39.jpg,1.027294621,0,0,0,0,0,0,207.4775658,0
clean_np_40.jpg,1.497440398,0,0,0,0,0,0,212.3657185,0
clean_np_41.jpg,1.80341281,0,0,0,0,0,0,209.8588893,0
clean_np_42.jpg,1.450859409,0,0,0,0,0,0,211.4544622,0
clean_np_43.jpg,1.526584362,0,0,0,0,0,0,206.1355824,0
clean_np_44.jpg,2.517864154,0,0,0,0,0,0,200.7795002,0
clean_np_45.jpg,1.365580618,0,0,0,0,0,0,209.1398451,0
clean_np_46.jpg,0.839508426,0,0,0,0,0,0,210.0563502,0
clean_np_47.jpg,1.334748762,0,0,0,0,0,0,209.6926363,0
clean_np_48.jpg,0.991079556,0,0,0,0,0,0,207.4783889,0
clean_np_49.jpg,1.945753559,0,0,0,0,0,167.8,213.1356452,0
clean_np_50.jpg,0.881485849,0,0,0,0,0,0,206.1423682,0
clean_np_51.jpg,1.797184901,0,0,0,0,0,0,211.9457528,0
clean_np_52.jpg,0.912975699,0,0,0,0,0,0,209.6493117,0
clean_np_53.jpg,1.832454985,0,0,0,0,0,0,206.9943525,0
clean_np_54.jpg,1.570085006,0,0,0,0,0,0,210.4715709,0
clean_np_55.jpg,1.113768524,0,0,0,0,0,0,208.8871324,0
clean_np_56.jpg,0.948900447,0,0,0,0,0,0,208.3281365,0
clean_np_57.jpg,1.292323409,0,0,0,0,0,0,212.7991844,0
clean_np_58.jpg,1.387285061,0,0,0,0,0,0,212.8257149,0
clean_np_59.jpg,1.809105251,0,0,0,0,0,0,213.1079772,0
clean_np_60.jpg,1.006743491,0,0,0,0,0,0,212.0325065,0
clean_np_61.jpg,0.918712367,0,0,0,0,0,0,210.0550031,0
clean_np_62.jpg,1.155747126,0,0,0,0,0,0,209.7765577,0
clean_np_63.jpg,1.290655653,0,0,0,0,0,0,211.664837,0
clean_np_64.jpg,1.180338542,0,0,0,0,0,0,211.3264971,0
clean_np_65.jpg,1.814526589,0,0,0,0,0,0,213.957487,0
clean_np_66.jpg,1.7226762,0,0,0,0,0,0,210.3315953,0
clean_np_67.jpg,1.399911229,0,0,0,0,0,0,216.2913051,0
clean_np_68.jpg,1.551170262,0,0,0,0,0,0,210.4075437,0
clean_np_69.jpg,1.306026755,0,0,0,0,0,0,210.9584244,0
clean_np_70.jpg,2.169337607,0,0,0,0,0,0,210.4847403,0
clean_np_71.jpg,1.429667127,0,0,0,0,0,0,207.1624377,0
clean_np_72.jpg,1.195280716,0,0,0,0,0,0,207.4869905,0
clean_np_73.jpg,1.722479594,0,0,0,0,178.2777778,0,205.4027435,0
