filename,bskew_bins0,bskew_bins1,bskew_bins2,bskew_bins3,bskew_bins4,bskew_bins5,bskew_bins6,bskew_bins7,class
clean_np_1.jpg,5.408842669324347,0,0,0,0,0,0,8.57358827799911,1
clean_np_2.jpg,5.581366207941525,0,0,0,0,0,0,8.9761815538951,1
clean_np_3.jpg,5.694566500247956,0,0,0,0,0,0,8.205924863212074,1
clean_np_4.jpg,5.766791096477167,0,0,0,0,0,0,8.403939851185232,1
clean_np_5.jpg,5.061014592450994,0,0,0,0,0,0,7.957498232091674,1
clean_np_6.jpg,6.10532047894424,0,0,0,0,0,0,10.072800811577824,1
clean_np_7.jpg,5.230604385666883,0,0,0,0,0,0,9.66458072605931,1
clean_np_8.jpg,6.080958515084179,0,0,0,0,0,0,8.228808740962773,1
clean_np_9.jpg,5.443001521580375,0,0,0,0,0,0,8.58816519066965,1
clean_np_10.jpg,5.883813771789587,0,0,0,0,0,0,7.2861284516805265,1
clean_np_11.jpg,5.573898009530664,0,0,0,0,0,0,8.050082045657863,1
clean_np_12.jpg,6.412368007128482,0,0,0,0,0,0,8.713806356197031,1
clean_np_13.jpg,6.039577485831204,0,0,0,0,0,0,9.648805876176068,1
clean_np_14.jpg,6.348400426817394,0,0,0,0,0,0,7.983681068022694,1
clean_np_15.jpg,5.819407775704165,0,0,0,0,0,0,8.062220253707164,1
clean_np_16.jpg,4.625896102338631,0,0,0,0,0,0,11.986194426043761,1
clean_np_17.jpg,5.73587339503291,0,0,0,0,0,0,7.546818602220138,1
clean_np_18.jpg,4.54379884527354,0,0,0,0,0,0,10.510515494257373,1
clean_np_19.jpg,4.637391981490506,0,0,0,0,0,0,8.95332558158477,1
clean_np_20.jpg,5.6563242360692785,0,0,0,0,0,0,7.9572493060781175,1
clean_np_21.jpg,6.188343139699838,0,0,0,0,0,0,8.188182659213227,1
clean_np_22.jpg,4.841710998343397,0,0,0,0,0,0,9.370246351824873,1
clean_np_23.jpg,5.827765111847857,0,0,0,0,0,0,8.054998885617023,1
clean_np_24.jpg,5.5498981667371305,0,0,0,0,0,0,7.596354759552445,1
clean_np_25.jpg,5.363974323393479,0,0,0,0,0,0,10.555285973518522,1
clean_np_26.jpg,4.257161676891635,0,0,0,0,0,0,8.407587987961161,1
clean_np_27.jpg,5.611283950695759,0,0,0,0,0,0,8.046051704468821,1
clean_np_28.jpg,4.595179065594061,0,0,0,0,0,0,12.784388963314525,1
clean_np_29.jpg,6.661782933346745,0,0,0,0,0,0,9.112229142843818,1
clean_np_30.jpg,5.687099644277323,0,0,0,0,0,0,8.332462128558259,1
clean_np_31.jpg,5.512359806953885,0,0,0,0,0,0,12.98786949863919,1
clean_np_32.jpg,5.803746781687564,0,0,0,0,0,0,9.272189260358704,1
clean_np_33.jpg,5.397471232792199,0,0,0,0,0,0,8.473021025131487,1
clean_np_34.jpg,4.964977517245596,0,0,0,0,0,0,9.13706124703307,1
clean_np_35.jpg,5.383296764946287,0,0,0,0,0,0,10.221841307129093,1
clean_np_36.jpg,5.441473363533287,0,0,0,0,0,0,11.02803513290238,1
clean_np_37.jpg,5.442729826205546,0,0,0,0,0,0,8.122732976427153,1
clean_np_38.jpg,5.3081760283948265,0,0,0,0,0,0,8.364154400333495,1
clean_np_39.jpg,4.992897214465373,0,0,0,0,0,0,10.577554689922446,1
clean_np_40.jpg,5.656868798769764,0,0,0,0,0,0,7.9631947141739525,1
clean_np_41.jpg,6.245492381752212,0,0,0,0,0,0,7.998859206945761,1
clean_np_42.jpg,5.646866659704184,0,0,0,0,0,0,8.469489089755417,1
clean_np_43.jpg,5.6588405207080905,0,0,0,0,0,0,7.656939523977367,1
clean_np_44.jpg,6.729990786624852,0,0,0,0,0,0,8.32747127317239,1
clean_np_45.jpg,5.014507174248059,0,0,0,0,0,0,8.067304228887643,1
clean_np_46.jpg,4.523762199137519,0,0,0,0,0,0,10.010615626681618,1
