filename,bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7,class
clean_p_9080.jpg,2.0219689119170985,142.22222222222223,0,0,134.3469387755102,153.4206349206349,0,184.10394459909023,1
clean_p_9081.jpg,0.9324581430745814,0,0,0,0,142.7872340425532,0,178.32942381085357,1
clean_p_9082.jpg,1.1274177129284018,0,0,0,126.28260869565217,147.1875,0,180.1116273528711,1
clean_p_9083.jpg,0.9293045932768796,0,0,0,0,147.9659090909091,0,182.9180369662205,1
clean_p_9084.jpg,1.235939907550077,128.33333333333334,0,0,0,149.10526315789474,0,176.69519543973942,1
clean_p_9085.jpg,1.5614796445546602,0,0,0,119.23684210526316,131.7710843373494,0,172.8135593220339,1
clean_p_9086.jpg,0.8363901018922854,0,0,0,0,0,0,189.15117528542646,1
clean_p_9087.jpg,1.869359792109615,139.0,0,0,133.85714285714286,147.45070422535213,0,184.13751646903822,1
clean_p_9088.jpg,0.9094312455003599,0,0,0,0,0,0,181.99332757673287,1
clean_p_9089.jpg,1.3029987866181314,0,0,0,132.58823529411765,150.63318777292577,0,186.31142115509408,1
clean_p_9090.jpg,1.0902101486417222,0,0,0,0,153.66037735849056,0,178.61963400034205,1
clean_p_9091.jpg,1.3388044579533942,0,0,0,129.72,148.86764705882354,0,186.20033340581287,1
clean_p_9092.jpg,1.1719019675526408,124.0,0,0,117.0,133.41420118343194,0,174.6218523260777,1
clean_p_9093.jpg,0.7912382655341976,0,0,0,101.25,119.21487603305785,0,173.7661509512858,1
clean_p_9094.jpg,1.1824192921042396,0,0,0,120.55714285714286,139.7608695652174,0,180.33013337241684,1
clean_p_9095.jpg,1.3076148267526189,0,0,0,128.88888888888889,149.25423728813558,0,182.78653530377667,1
clean_p_9096.jpg,0.8834688346883469,0,0,0,125.0,146.64444444444445,0,188.7960172856809,1
clean_p_9097.jpg,0.8935221317872672,0,0,0,0,135.30612244897958,99.0,176.80428180989978,1
clean_p_9098.jpg,1.4525500322788896,0,0,0,126.63414634146342,141.72881355932202,0,180.1983449702612,1
clean_p_9099.jpg,1.1493072534637327,0,0,0,122.25,146.07142857142858,0,183.1811444724578,1
clean_p_9100.jpg,3.572844751283413,133.0,0,0,128.17391304347825,142.33913043478262,0,182.92161929371233,1
clean_p_9101.jpg,1.0987382089917923,0,0,0,120.33333333333333,141.8640776699029,0,185.90580695280636,1
clean_p_9102.jpg,1.5876830642132933,0,0,0,122.0,149.33333333333334,0,178.22451168134813,1
clean_p_9103.jpg,1.0944309927360776,0,0,0,0,0,0,183.6255778120185,1
clean_p_9104.jpg,1.0159331124783089,0,0,0,0,0,0,172.4290225247351,1
clean_p_9105.jpg,1.5953029271613341,134.9090909090909,0,0,121.29411764705883,140.17021276595744,0,179.5744477121948,1
clean_p_9106.jpg,2.5784908933217694,137.0,0,0,133.0,145.25714285714287,0,181.62883613202084,1
clean_p_9107.jpg,2.88068382093761,146.0,0,0,139.4375,155.93478260869566,0,186.027317325071,1
clean_p_9108.jpg,2.7753501400560223,142.33333333333334,0,0,140.0,151.80555555555554,0,185.2075170168689,1
clean_p_9109.jpg,2.5222602739726026,0,0,0,133.24242424242425,149.3783783783784,0,185.27778964228511,1
clean_p_9110.jpg,1.495701445877296,0,0,0,121.69811320754717,144.09756097560975,0,177.61301041128257,1
clean_p_9111.jpg,1.8636954132107524,121.85714285714286,0,0,105.73913043478261,130.31578947368422,112.52631578947368,167.32259917135005,1
clean_p_9112.jpg,0.9848782403770621,118.3125,0,0,0,130.76363636363635,0,182.00869928317906,1
clean_p_9113.jpg,0.9509254542367125,0,0,0,0,141.29545454545453,0,174.4552127022169,1
clean_p_9114.jpg,1.4355756942023934,127.0,0,0,123.625,137.71052631578948,0,183.3952786746414,1
clean_p_9115.jpg,0.9809670781893004,123.0813953488372,0,0,0,135.0955414012739,0,176.93222821896686,1
clean_p_9116.jpg,0.9719327210814157,122.0,0,0,114.31111111111112,136.18867924528303,0,180.69411170078342,1
clean_p_9117.jpg,0.9402222889756684,0,0,0,0,128.39240506329114,0,172.38193441946794,1
clean_p_9118.jpg,0.7376155717761557,0,0,0,0,0,0,182.249115685706,1
clean_p_9119.jpg,0.9394302130715825,0,0,0,115.44736842105263,136.27272727272728,0,184.96746965682954,1
clean_p_9120.jpg,3.012987012987013,0,0,0,141.5,150.12,0,185.75825311712643,1
clean_p_9121.jpg,0.8385145988850042,0,0,0,105.09756097560975,130.88636363636363,0,183.5560965170403,1
clean_p_9122.jpg,1.1019775106630476,0,0,0,121.1,137.65413533834587,0,181.23692790725758,1
clean_p_9123.jpg,2.934600088378259,138.0,0,0,132.3181818181818,146.6,0,179.3149816242704,1
clean_p_9124.jpg,0.8452099515929303,0,0,0,0,134.23936170212767,0,174.9215797296341,1
clean_p_9125.jpg,2.0397529911231187,133.33333333333334,0,0,129.83333333333334,141.36363636363637,0,184.60026311593046,1
clean_p_9126.jpg,0.8693415637860082,0,0,0,0,132.17910447761193,0,171.76017880874713,1
clean_p_9127.jpg,1.8852382435378388,137.0,0,0,0,144.79310344827587,0,184.40663105330393,1
clean_p_9128.jpg,0.9306479428430648,0,0,0,109.9090909090909,128.82417582417582,0,178.5548090523338,1
clean_p_9129.jpg,1.1689088191330343,0,0,0,0,0,0,183.6060969215789,1
clean_p_9130.jpg,0.8580745781936765,0,0,0,0,0,0,188.96359362094162,1
clean_p_9131.jpg,1.1012864354339684,127.0,0,0,0,136.85,0,176.4269365567556,1
clean_p_9132.jpg,0.883442265795207,0,0,0,0,0,0,176.4379477250726,1
clean_p_9133.jpg,4.6231884057971016,151.0,0,0,144.875,159.8732394366197,0,187.66085930450475,1
clean_p_9134.jpg,1.436268277177368,136.8,0,0,132.66666666666666,145.75,0,186.48936956923646,1
clean_p_9135.jpg,1.1263235656242305,0,0,0,114.77777777777777,138.65833333333333,0,181.3153459119497,1
clean_p_9136.jpg,1.8572332349219738,0,0,0,137.22222222222223,163.82,0,189.9468733007069,1
clean_p_9137.jpg,1.4800825265830821,135.77777777777777,0,0,0,144.67741935483872,0,186.10106171201062,1
