filename,bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7,class
clean_p_1.jpg,3.2387277829747427,163.41666666666666,0,0,0,177.13793103448276,0,214.9946157297609,1
clean_p_2.jpg,1.2944673068129857,147.0,0,0,0,167.9,0,207.96554523773278,1
clean_p_3.jpg,3.003968253968254,161.5,0,0,153.34615384615384,177.94642857142858,0,214.48632549798245,1
clean_p_4.jpg,1.093968968968969,144.25,0,0,0,176.41333333333333,0,209.82798213906017,1
clean_p_5.jpg,1.368312757201646,0,0,0,0,0,0,212.20453261790453,1
clean_p_6.jpg,1.2905844155844155,153.7826086956522,0,0,0,168.33076923076922,0,209.50713443396228,1
clean_p_7.jpg,1.4661538461538461,162.0,0,0,151.83333333333334,172.08823529411765,0,212.56173280045675,1
clean_p_8.jpg,1.5044444444444445,0,0,0,148.0,171.2520325203252,0,207.47454130130424,1
clean_p_9.jpg,2.2978091347939102,154.53846153846155,0,0,0,170.95833333333334,0,213.48306857807052,1
clean_p_10.jpg,1.316469158310544,146.5,0,0,0,169.40769230769232,0,212.39826474201473,1
clean_p_11.jpg,1.604577056778679,155.1,0,0,0,167.31292517006804,0,209.31697206368278,1
clean_p_12.jpg,1.2674380165289256,0,0,0,0,174.21830985915494,0,204.61580496006727,1
clean_p_13.jpg,1.9623126338329764,162.17777777777778,0,0,0,173.70535714285714,0,207.13710735243356,1
clean_p_14.jpg,1.394966847498493,0,0,0,0,168.77235772357724,0,205.68766785221746,1
clean_p_15.jpg,1.239629302736099,0,0,0,0,0,0,212.20585556278465,1
clean_p_16.jpg,1.6756112104949314,155.16666666666666,0,0,0,176.51497005988023,0,210.26704885770513,1
clean_p_17.jpg,1.183683810488979,128.22619047619048,0,0,0,176.57333333333332,0,205.0653312788906,1
clean_p_18.jpg,1.1128368043299213,0,0,0,0,170.19718309859155,0,211.6379943502825,1
clean_p_19.jpg,0.8101766086204767,0,0,0,0,168.0185185185185,0,210.51504704026178,1
clean_p_20.jpg,1.42316329804299,158.36363636363637,0,0,0,176.9620253164557,0,213.8299890315504,1
clean_p_21.jpg,1.983704974271012,0,0,0,156.73333333333332,179.15028901734104,0,212.60702579449907,1
clean_p_22.jpg,1.5050206733608977,136.23529411764707,0,0,122.4,167.3027027027027,0,208.2805352138143,1
clean_p_23.jpg,1.4163583252190848,139.40740740740742,0,0,0,151.66666666666666,0,206.3558857142857,1
clean_p_24.jpg,1.5145631067961165,0,0,0,0,171.66666666666666,0,211.3935474494986,1
clean_p_25.jpg,1.404457694491766,0,0,0,0,170.2,0,205.0172758953066,1
