filename,bstd_bins0,bstd_bins1,bstd_bins2,bstd_bins3,bstd_bins4,bstd_bins5,bstd_bins6,bstd_bins7,class
clean_np_3668.jpg,1.0345253991673826,0,0,0,0,0,0,9.299330907229747,0
clean_np_3669.jpg,0.8209644776089177,0,0,0,0,0,0,8.9880100517336,0
clean_np_3670.jpg,0.8040357383908118,0,0,0,0,0,0,9.102688850403439,0
clean_np_3671.jpg,0.7941078002977279,0,0,0,0,0,0,8.661834388894919,0
clean_np_3672.jpg,0.7715433312765714,0,0,0,0,0,0,10.09183339115572,0
clean_np_3673.jpg,1.1127434820336561,0,0,0,0,0,0,9.340569866760982,0
clean_np_3674.jpg,1.0888648753284524,0,0,0,0,0,0,8.95889244833013,0
clean_np_3675.jpg,1.0632133661702117,0,0,0,0,0,0,9.169918667127174,0
clean_np_3676.jpg,0.8499979310007058,0,0,0,0,0,0,9.554860919892352,0
clean_np_3677.jpg,0.9557561568528207,0,0,0,0,0,0,8.92060695146812,0
clean_np_3678.jpg,1.336038185212068,0,0,0,0,0,0,10.665852751889116,0
clean_np_3679.jpg,0.8092355579288648,0,0,0,0,0,0,8.91060869613999,0
clean_np_3680.jpg,0.6584437149280021,0,0,0,0,0,0,9.332460065724597,0
clean_np_3681.jpg,0.7185912867285393,0,0,0,0,0,0,8.292422361687068,0
clean_np_3682.jpg,0.8516712508611689,0,0,0,0,0,0,10.312551251042525,0
clean_np_3683.jpg,1.228785738516439,0,0,0,0,0,0,17.112707421719364,0
clean_np_3684.jpg,1.0915937848264587,0,0,0,0,0,0,13.932782167972677,0
clean_np_3685.jpg,1.2035180446267257,0,0,0,0,0,0,15.456663377296158,0
clean_np_3686.jpg,1.180448272058428,0,0,0,0,0,0,15.258324363467763,0
clean_np_3687.jpg,1.393710764638393,0,0,0,0,0,0,15.536601602777948,0
clean_np_3688.jpg,1.1999418089747784,0,0,0,0,0,0,15.406648843004039,0
clean_np_3689.jpg,5.307539370916791,0,1.5396007178390048,0.0,0.0,0.0,0,15.143835866376824,0
clean_np_3690.jpg,1.204654649132744,0,0,0,0,0,0,17.52382836940563,0
clean_np_3691.jpg,1.2365804568920982,0,0,0,0,0,0,15.652751077002465,0
clean_np_3692.jpg,1.0944005833160317,0,0,0,0,0,0,18.530114427676963,0
clean_np_3693.jpg,1.0699017210005277,0,0,0,0,0,0,16.922614025295463,0
clean_np_3694.jpg,1.0522517359728356,0,0,0,0,0,0,14.487659816090318,0
clean_np_3695.jpg,1.1431579971591013,0,0,0,0,0,0,16.34507855345717,0
clean_np_3696.jpg,0.5925354738752292,0,0,0,0,0,0,8.804855602338971,0
clean_np_3697.jpg,0.6540324023553747,0,0,0,0,0,0,6.661723096590563,0
clean_np_3698.jpg,0.7336929462367578,0,0,0,0,0,0,9.960164148375545,0
clean_np_3699.jpg,0.7816147766331872,0,0,0,0,0,0,9.812627093658916,0
clean_np_3700.jpg,1.3163411644410297,0,0,0,0,0,0,11.770976639889684,0
clean_np_3701.jpg,1.0433170021825575,0,0,0,0,0,0,10.102690461094417,0
clean_np_3702.jpg,1.1518566713806537,0,0,0,0,0,0,9.819626471054999,0
clean_np_3703.jpg,1.0052956691418304,0,0,0,0,0,0,8.830757976964813,0
clean_np_3704.jpg,1.0651471611051706,0,0,0,0,0,0,11.610173671375064,0
clean_np_3705.jpg,0.9590533773584702,0,0,0,0,4.40467915188476,0,10.36092759070918,0
clean_np_3706.jpg,1.0889581751441495,0,0,0,0,0,0,8.802662910296386,0
clean_np_3707.jpg,0.837437688886058,0,0,0,0,0,0,9.664565928566388,0
clean_np_3708.jpg,0.9582007511451174,0,0,0,0,0,0,8.224560136983955,0
clean_np_3709.jpg,1.494382540587321,0,0,0,0,0,0,14.036690790718291,0
clean_np_3710.jpg,1.2938122362115339,0,0,0,0,0,0,11.764789874277042,0
clean_np_3711.jpg,0.9283164224146632,0,0,0,0,0,0,10.739490126777309,0
clean_np_3712.jpg,1.3948507137803006,0,0,0,0,0,0,13.513781857025345,0
clean_np_3713.jpg,1.168679085732603,0,0,0,0,0,0,12.075291636900646,0
clean_np_3714.jpg,1.1073326304154085,0,0,0,0,0,0,11.674704937612118,0
clean_np_3715.jpg,4.5447113293129675,0.0,0,0,0.9904053603337257,4.410493920801545,0,10.503774180609629,0
clean_np_3716.jpg,1.0049002801892466,0,0,0,0,0,0,11.621583323395358,0
clean_np_3717.jpg,0.8654161244633656,0,0,0,0,0,0,10.95166890615575,0
clean_np_3718.jpg,0.8938059330183065,0,0,0,0,0,0,8.49953737906545,0
clean_np_3719.jpg,1.1098428070920872,0,0,0,0,0,0,13.21342819613338,0
clean_np_3720.jpg,1.130228904727869,0,0,0,0,0,0,14.098977319420388,0
clean_np_3721.jpg,0.9606333386576338,0,0,0,0,0,0,13.221942376031683,0
clean_np_3722.jpg,1.1436352956636897,0,0,0,0,0,0,12.006826474884228,0
clean_np_3723.jpg,1.58455324788579,0.0,0,0.0,0,7.827115967073407,0,15.014213265590886,0
clean_np_3724.jpg,0.5550063692717917,0,0,0,0,0,0,12.194192916889467,0
clean_np_3725.jpg,0.9224487651572578,0,0,0,0,0,0,11.464627265652842,0
clean_np_3726.jpg,1.0439292666371243,0,0,0,0,0,0,11.912502520564555,0
clean_np_3727.jpg,1.1942351301319993,0,0,0,0,0,0,12.384956631964771,0
clean_np_3728.jpg,0.7734149598192083,0,0,0,0,0,0,13.514055431935905,0
clean_np_3729.jpg,0.9975940894568602,0,0,0,0,0,0,10.731911834096673,0
clean_np_3730.jpg,1.1110548984783342,0,0,0,0,0,0,12.639615790744333,0
clean_np_3731.jpg,1.0268029027188148,0,0,0,0,0,0,11.89666718840791,0
clean_np_3732.jpg,1.0912331912897453,0,0,0,0,0,0,12.574088916909858,0
clean_np_3733.jpg,1.0092586235733934,0,0,0,0,0,0,11.545757621616922,0
clean_np_3734.jpg,1.0071883112921483,0,0,0,0,0,0,11.659498703712606,0
clean_np_3735.jpg,1.1727737194154932,0,0,0,0,0,0,14.973319956845646,0
clean_np_3736.jpg,1.23222859461075,0,0,0,0,0,0,13.982874728658969,0
clean_np_3737.jpg,0.889727124871966,0,0,0,0,0,0,13.341807752738225,0
clean_np_3738.jpg,0.9708894941378772,0,0,0,0,0,0,12.188383021578284,0
clean_np_3739.jpg,1.1494607151366651,0,0,0,0,0,0,10.79995406414301,0
clean_np_3740.jpg,1.3578810696596075,0,0,0,0,0,0,13.70261747345775,0
clean_np_3741.jpg,1.32741520309139,0,0,0,0,0,0,9.551592286874932,0
clean_np_3742.jpg,1.1888046860159083,0,0,0,0,0,0,12.864704826689309,0
clean_np_3743.jpg,1.2752004008750617,0,0,0,0,0,0,11.772015967792992,0
clean_np_3744.jpg,1.2130566818076518,0,0,0,0,0,0,9.200953003625868,0
clean_np_3745.jpg,1.053971106470955,0,0,0,0,0,0,9.138002705516138,0
clean_np_3746.jpg,1.3408104706989792,0,0,0,0,0,0,11.009985062126221,0
clean_np_3747.jpg,1.2416067671776128,0,0,0,0,0,0,10.728694588227574,0
clean_np_3748.jpg,1.1597205232139125,0,0,0,0,0,0,12.112924427176635,0
clean_np_3749.jpg,1.0303805998960587,0,0,0,0,0,0,12.356312747163656,0
clean_np_3750.jpg,1.3524341955290158,0,0,0,0,0,0,14.519201556201047,0
clean_np_3751.jpg,1.313791320118272,0,0,0,0,0,0,12.603027915809365,0
clean_np_3752.jpg,1.0304351824985856,0,0,0,0,0,0,15.61247496367779,0
clean_np_3753.jpg,1.1943045788577793,0,0,0,0,0,0,12.252146705974443,0
clean_np_3754.jpg,1.2547668767875513,0,0,0,0,0,0,12.636744528771125,0
clean_np_3755.jpg,1.0408635347338935,0,0,0,0,0,0,10.383202942763921,0
clean_np_3756.jpg,0.9864492456688481,0,0,0,0,0,0,13.452532473225224,0
clean_np_3757.jpg,1.047103095848723,0,0,0,0,0,0,13.619477487377194,0
clean_np_3758.jpg,1.2497911656843121,0,0,0,0,0,0,11.720890488293746,0
clean_np_3759.jpg,1.1911218238212717,0,0,0,0,0,0,9.994800438479212,0
clean_np_3760.jpg,0.7411586978752183,0,0,0,0,0.8355434702796636,0,12.390900513680315,0
clean_np_3761.jpg,1.2244726065341016,0,0,0,0,0,0,9.487059496756732,0
clean_np_3762.jpg,0.826530087081581,0,0,0,0,0,0,10.022857383205357,0
clean_np_3763.jpg,1.0496255164845516,0,0,0,0,0,0,10.977767219131925,0
clean_np_3764.jpg,1.0017795389399158,0,0,0,0,0,0,10.720261634320577,0
clean_np_3765.jpg,0.9942616643761649,0,0,0,0,0,0,10.517054683235523,0
clean_np_3766.jpg,1.4544574840460127,0,0,0,0,0,0,11.849352822431484,0
clean_np_3767.jpg,1.0907239759156102,0,0,0,0,0,0,10.56193322314794,0
clean_np_3768.jpg,0.9853548420043227,0,0,0,0,0,0,8.371024084453133,0
clean_np_3769.jpg,1.0120586268570568,0,0,0,0,0,0,10.433171881555614,0
clean_np_3770.jpg,0.7035876638241659,0,0,0,0,0,0,9.672879218723976,0
clean_np_3771.jpg,6.681197536096076,0,0,0,0.3535533905932738,2.936923528077598,0,9.82417540525547,0
clean_np_3772.jpg,0.7898454642841337,0,0,0,0,0,0,9.676065931919169,0
clean_np_3773.jpg,0.6965975367687579,0,0,0,0,0,0,15.060101381406772,0
clean_np_3774.jpg,0.6843057888384603,0,0,0,0,0,0,12.29347030508999,0
clean_np_3775.jpg,1.0640073598039572,0,0,0,0,0,0,8.709582080500782,0
clean_np_3776.jpg,0.9269212057421053,0,0,0,0,0,0,10.056054162829035,0
clean_np_3777.jpg,1.05467790041249,0,0,0,0,0,0,9.365338971214628,0
clean_np_3778.jpg,0.8312597492049271,0,0,0,0,0,0,10.406430135065309,0
clean_np_3779.jpg,0.8997587282424276,0,0,0,0,0,0,14.816505921864369,0
clean_np_3780.jpg,0.9418964555734853,0,0,0,0,0,0,14.048902867718542,0
clean_np_3781.jpg,0.9251874252330685,0,0,0,0,0,0,16.47797324351312,0
clean_np_3782.jpg,1.1917270438893837,0,0,0,0,0,0,14.651676484267497,0
clean_np_3783.jpg,1.2111034423165883,0,0,0,0,0,0,14.96097675768304,0
clean_np_3784.jpg,0.9196891476423741,0,0,0,0,0,0,13.691824812311431,0
clean_np_3785.jpg,0.8150039742062116,0,0,0,0,0,0,14.83345619764299,0
clean_np_3786.jpg,0.8445350221276935,0,0,0,0,0,0,16.016595806384796,0
clean_np_3787.jpg,2.954131230915482,1.0606601717798212,0,0,0,8.98177893318312,0,15.716706956398186,0
clean_np_3788.jpg,0.7258652890047206,0,0,0,0,0,0,13.368833520558175,0
clean_np_3789.jpg,0.7372498742673969,0,0,0,0,0,0,13.46035851130727,0
clean_np_3790.jpg,0.7237920693606309,0,0,0,0,0,0,13.220061761970486,0
clean_np_3791.jpg,0.766396960801601,0,0,0,0,0,0,15.259537192464025,0
clean_np_3792.jpg,0.9311984996387022,0,0,0,0,0,0,15.52332542473849,0
clean_np_3793.jpg,0.8591044468778146,0,0,0,0,0,0,15.66495866247898,0
clean_np_3794.jpg,0.9808088258338068,0,0,0,0,0,0,15.281776851051765,0
clean_np_3795.jpg,0.8449782798621153,0,0,0,0,0,0,14.233907170337574,0
clean_np_3796.jpg,1.1685509933610703,0,0,0,0,0,0,15.500387410742103,0
clean_np_3797.jpg,0.7298338294978652,0,0,0,0,0,0,13.797840603711148,0
clean_np_3798.jpg,0.6788172567296712,0,0,0,0,0,0,17.57752857726753,0
clean_np_3799.jpg,0.8385621829500973,0,0,0,0,0,0,14.317323507580326,0
clean_np_3800.jpg,0.9307025161123833,0,0,0,0,0,0,14.292465112087315,0
clean_np_3801.jpg,1.1554781687624225,0,0,0,0,0,0,17.00753905703704,0
clean_np_3802.jpg,1.2083778254148163,0,0,0,0,0,0,15.640302757813036,0
clean_np_3803.jpg,0.8847619010376154,0,0,0,0,0,0,16.196533576303658,0
clean_np_3804.jpg,0.8042479417815095,0,0,0,0,0,0,14.458500937319787,0
