filename,rstd_bins0,rstd_bins1,rstd_bins2,rstd_bins3,rstd_bins4,rstd_bins5,rstd_bins6,rstd_bins7,class
clean_p_1.jpg,11.47299349,1.943118474,0,0,0,5.769096455,0,4.239192495,1
clean_p_2.jpg,0.626279669,0,0,0,0,9.527978034,0,5.750039463,1
clean_p_3.jpg,10.13296607,0,0,0,3.918496761,11.37443812,0,5.492406496,1
clean_p_4.jpg,0.573289632,2,0,0,0,8.770127466,0,5.392556593,1
clean_p_5.jpg,0.602003896,0,0,0,0,0,0,4.824709592,1
clean_p_6.jpg,0.662368404,3.1467548,0,0,0,5.535395851,0,6.003921167,1
clean_p_7.jpg,1.603367471,0,0,0,2.89588629,6.969955593,0,4.585004625,1
clean_p_8.jpg,0.618552605,0,0,0,2.474873734,7.417173078,0,5.267642188,1
clean_p_9.jpg,7.112297258,2.13777384,0,0,0,5.518241573,0,4.487484822,1
clean_p_10.jpg,0.608371068,1.060660172,0,0,0,8.124760433,0,5.578040814,1
clean_p_11.jpg,2.254173763,1.872447162,0,0,0,6.70408111,0,6.339557357,1
clean_p_12.jpg,0.653216135,0,0,0,0,5.794883362,0,5.366933917,1
clean_p_13.jpg,2.335514118,1.567065254,0,0,0,4.386276165,0,4.632921778,1
clean_p_14.jpg,0.6342798,0,0,0,0,9.678509861,0,6.173736027,1
clean_p_15.jpg,0.609312462,0,0,0,0,0,0,4.904055137,1
clean_p_16.jpg,0.718589715,1.277820048,0,0,0,7.651884709,0,4.405564681,1
clean_p_17.jpg,1.581758341,2.854849385,0,0,0,16.12729649,0,6.460218862,1
clean_p_18.jpg,0.576346696,0,0,0,0,9.501121073,0,4.898012361,1
clean_p_19.jpg,0.490850048,0,0,0,0,6.704312417,0,5.224432365,1
clean_p_20.jpg,2.392297667,2.015941595,0,0,0,10.29363232,0,4.829892383,1
clean_p_21.jpg,2.420738512,0,0,0,1.723325519,9.225627429,0,5.261574122,1
clean_p_22.jpg,2.397684288,1.300095661,0,0,4.898399177,12.99023487,0,6.289849208,1
clean_p_23.jpg,2.958980966,4.83134563,0,0,0,0.384900179,0,5.350883284,1
clean_p_24.jpg,0.696142825,0,0,0,0,7.259289952,0,5.604049972,1
clean_p_25.jpg,0.654382936,0,0,0,0,0.663366833,0,5.005567221,1
clean_p_26.jpg,0.712105283,0,0,0,0,6.320971794,0,5.611785185,1
clean_p_27.jpg,0.635857354,0,0,0,0,6.234407364,4.242640687,7.157982912,1
