filename,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7,class
clean_p_1.jpg,1.485687558,116.4166667,0,0,0,128.7586207,0,159.7700147,1
clean_p_2.jpg,0.191129401,91,0,0,0,122.4857143,0,149.8398539,1
clean_p_3.jpg,1.218065004,115,0,0,121.7307692,135.5178571,0,154.1894575,1
clean_p_4.jpg,0.148523524,98,0,0,0,129.9066667,0,157.5838118,1
clean_p_5.jpg,0.183127572,0,0,0,0,0,0,158.6000424,1
clean_p_6.jpg,0.206168831,100.9130435,0,0,0,115.5153846,0,150.2761203,1
clean_p_7.jpg,0.238269231,108,0,0,115.5,126.5098039,0,150.0880674,1
clean_p_8.jpg,0.203703704,0,0,0,112.5,133.9186992,0,150.6935377,1
clean_p_9.jpg,0.686037876,107.3846154,0,0,0,121.375,0,158.4320031,1
clean_p_10.jpg,0.186569432,99.5,0,0,0,131.8692308,0,153.0982801,1
clean_p_11.jpg,0.23783314,101.4,0,0,0,113.4761905,0,146.0851307,1
clean_p_12.jpg,0.219283747,0,0,0,0,129.4084507,0,149.8970856,1
clean_p_13.jpg,0.265738758,112.0444444,0,0,0,121.0446429,0,151.368312,1
clean_p_14.jpg,0.197257384,0,0,0,0,132.8292683,0,145.199608,1
clean_p_15.jpg,0.166666667,0,0,0,0,0,0,153.7169161,1
clean_p_16.jpg,0.249850924,100,0,0,0,121.7964072,0,145.7821511,1
clean_p_17.jpg,0.223334178,78.92857143,0,0,0,127.0533333,0,149.3798665,1
clean_p_18.jpg,0.158489234,0,0,0,0,121.3802817,0,153.2122175,1
clean_p_19.jpg,0.122267506,0,0,0,0,127.6018519,0,151.1045404,1
clean_p_20.jpg,0.254090472,111.6363636,0,0,0,130.278481,0,159.8152784,1
clean_p_21.jpg,0.282590051,0,0,0,120.0666667,136.7109827,0,151.7791079,1
clean_p_22.jpg,0.315121087,94.64705882,0,0,105.9,130.5891892,0,154.9582316,1
clean_p_23.jpg,0.277702045,88.77777778,0,0,0,99.66666667,0,154.0106286,1
clean_p_24.jpg,0.227388861,0,0,0,0,129.7428571,0,150.7734341,1
clean_p_25.jpg,0.202157865,0,0,0,0,119.6,0,147.5093794,1
clean_p_26.jpg,0.232919255,0,0,0,0,128.5754717,0,148.650535,1
clean_p_27.jpg,0.162461059,0,0,0,0,96.75,84,145.2797428,1
clean_p_28.jpg,0.149394823,0,0,0,0,128.2123894,0,154.1608554,1
clean_p_29.jpg,0.69586244,109.6,0,0,121.9210526,134.2535885,0,149.0572103,1
clean_p_30.jpg,0.161221892,0,0,0,0,124.2840909,0,147.3160707,1
clean_p_31.jpg,0.193263949,0,0,0,0,132.5795455,0,150.7037869,1
clean_p_32.jpg,0.217956409,0,0,0,0,126.203125,0,154.7211772,1
clean_p_33.jpg,0.212852007,0,0,0,101,126.4565217,0,148.8809208,1
clean_p_34.jpg,0.220922677,0,0,0,0,121.7246377,0,144.6469329,1
clean_p_35.jpg,2.849348287,122.3076923,0,0,0,131.6097561,0,155.8666921,1
clean_p_36.jpg,0.199019458,106.5333333,0,0,0,122.7165354,0,157.4629472,1
clean_p_37.jpg,0.122166618,0,0,0,0,124.3865546,0,146.3732235,1
clean_p_38.jpg,0.163664839,0,0,0,0,121.4609375,0,146.9396492,1
clean_p_39.jpg,0.173243883,108,0,0,0,129.2511628,0,154.3107475,1
clean_p_40.jpg,0.134871155,0,0,0,0,128.2711864,0,155.3714303,1
