filename,gmean_bins0,gmean_bins1,gmean_bins2,gmean_bins3,gmean_bins4,gmean_bins5,gmean_bins6,gmean_bins7,class
clean_np_1.jpg,0.249131583,0,0,0,0,0,0,158.8426511,0
clean_np_2.jpg,0.277988786,0,0,0,0,0,0,158.9401733,0
clean_np_3.jpg,0.284996535,0,0,0,0,0,0,162.4620057,0
clean_np_4.jpg,0.383530184,0,0,0,0,0,0,161.5220805,0
clean_np_5.jpg,0.254516472,0,0,0,0,0,0,165.3009491,0
clean_np_6.jpg,0.33418223,0,0,0,0,0,0,154.8358999,0
clean_np_7.jpg,0.229818781,0,0,0,0,0,0,160.2385342,0
clean_np_8.jpg,0.375968992,0,0,0,0,0,0,163.3517224,0
clean_np_9.jpg,0.251917404,0,0,0,0,0,0,155.8022472,0
clean_np_10.jpg,0.351441985,0,0,0,0,0,0,164.668732,0
clean_np_11.jpg,0.259961127,0,0,0,0,0,0,157.2060369,0
clean_np_12.jpg,0.314497354,0,0,0,0,0,0,152.9428135,0
clean_np_13.jpg,0.302137871,0,0,0,0,0,0,144.5906334,0
clean_np_14.jpg,0.348484848,0,0,0,0,0,0,158.0467701,0
clean_np_15.jpg,0.305979309,0,0,0,0,0,0,152.9354891,0
clean_np_16.jpg,0.237181409,0,0,0,0,0,0,154.3534941,0
clean_np_17.jpg,0.314536989,0,0,0,0,0,0,164.358849,0
clean_np_18.jpg,0.181606519,0,0,0,0,0,0,159.9723692,0
clean_np_19.jpg,0.228860703,0,0,0,0,0,0,161.2613116,0
clean_np_20.jpg,0.338416422,0,0,0,0,0,0,166.771724,0
clean_np_21.jpg,0.291857798,0,0,0,0,0,0,162.1433271,0
clean_np_22.jpg,0.18915626,0,0,0,0,0,0,159.85223,0
clean_np_23.jpg,0.295503567,0,0,0,0,0,0,162.2183945,0
clean_np_24.jpg,0.334782609,0,0,0,0,0,0,165.6678075,0
clean_np_25.jpg,0.226892884,0,0,0,0,0,0,153.1003135,0
clean_np_26.jpg,0.171794312,0,0,0,0,0,0,160.8921526,0
clean_np_27.jpg,0.370953631,0,0,0,0,0,0,166.5739806,0
clean_np_28.jpg,0.239245836,0,0,0,0,0,0,154.7375391,0
clean_np_29.jpg,0.320634921,0,0,0,0,0,0,156.2125701,0
clean_np_30.jpg,0.280972995,0,0,0,0,0,0,160.2489764,0
clean_np_31.jpg,0.274752012,0,0,0,0,0,0,151.6273355,0
clean_np_32.jpg,0.26324061,0,0,0,0,0,0,157.2888146,0
clean_np_33.jpg,0.347443763,0,0,0,0,0,0,157.3802405,0
clean_np_34.jpg,0.215728912,0,0,0,0,0,0,156.3266848,0
clean_np_35.jpg,0.267850799,0,0,0,0,0,0,156.2189598,0
clean_np_36.jpg,0.27354386,0,0,0,0,0,0,152.7270819,0
clean_np_37.jpg,0.264651163,0,0,0,0,0,0,159.2901803,0
clean_np_38.jpg,0.310478404,0,0,0,0,0,0,162.2739492,0
clean_np_39.jpg,0.199892962,0,0,0,0,0,0,154.3585702,0
clean_np_40.jpg,0.305104578,0,0,0,0,0,0,156.971493,0
clean_np_41.jpg,0.339177186,0,0,0,0,0,0,155.4865526,0
clean_np_42.jpg,0.273101219,0,0,0,0,0,0,157.5739945,0
clean_np_43.jpg,0.284279835,0,0,0,0,0,0,151.3639205,0
clean_np_44.jpg,0.370239497,0,0,0,0,0,0,146.2552452,0
clean_np_45.jpg,0.289891395,0,0,0,0,0,0,158.31444,0
clean_np_46.jpg,0.179290625,0,0,0,0,0,0,158.5866882,0
clean_np_47.jpg,0.245576787,0,0,0,0,0,0,155.2944695,0
clean_np_48.jpg,0.203622793,0,0,0,0,0,0,154.9820847,0
clean_np_49.jpg,0.384879725,0,0,0,0,0,164.8,162.7732299,0
clean_np_50.jpg,0.178360849,0,0,0,0,0,0,157.9419604,0
clean_np_51.jpg,0.34996801,0,0,0,0,0,0,157.0808066,0
clean_np_52.jpg,0.189454379,0,0,0,0,0,0,159.0672153,0
clean_np_53.jpg,0.30171278,0,0,0,0,0,0,150.9219085,0
clean_np_54.jpg,0.305118466,0,0,0,0,0,0,154.1732122,0
clean_np_55.jpg,0.210373288,0,0,0,0,0,0,155.1188291,0
clean_np_56.jpg,0.186787116,0,0,0,0,0,0,154.2894067,0
clean_np_57.jpg,0.259486281,0,0,0,0,0,0,163.5152447,0
clean_np_58.jpg,0.264395015,0,0,0,0,0,0,162.4278116,0
clean_np_59.jpg,0.286454812,0,0,0,0,0,0,162.2290804,0
clean_np_60.jpg,0.203158344,0,0,0,0,0,0,156.7750949,0
clean_np_61.jpg,0.184807781,0,0,0,0,0,0,157.0927938,0
clean_np_62.jpg,0.23908046,0,0,0,0,0,0,160.2682621,0
clean_np_63.jpg,0.262605404,0,0,0,0,0,0,159.0820807,0
clean_np_64.jpg,0.241102431,0,0,0,0,0,0,157.7360952,0
clean_np_65.jpg,0.262645914,0,0,0,0,0,0,163.1170332,0
clean_np_66.jpg,0.358699353,0,0,0,0,0,0,156.0147185,0
clean_np_67.jpg,0.276668146,0,0,0,0,0,0,164.3309005,0
clean_np_68.jpg,0.286063944,0,0,0,0,0,0,155.000092,0
clean_np_69.jpg,0.24810371,0,0,0,0,0,0,152.5127193,0
clean_np_70.jpg,0.374465812,0,0,0,0,0,0,150.5297162,0
clean_np_71.jpg,0.28148489,0,0,0,0,0,0,154.1045761,0
clean_np_72.jpg,0.266205587,0,0,0,0,0,0,161.3982654,0
clean_np_73.jpg,0.296492389,0,0,0,0,91.80555556,0,146.0346158,0
clean_np_74.jpg,0.308445532,0,0,0,0,0,121.5,157.1625361,0
clean_np_75.jpg,0.206664217,0,0,0,0,0,0,154.7792758,0
clean_np_76.jpg,0.307107976,0,0,0,0,93.5,0,144.7973568,0
clean_np_77.jpg,0.348046943,0,0,0,0,0,0,160.8092447,0
clean_np_78.jpg,0.366492147,0,0,0,0,0,0,154.4750146,0
clean_np_79.jpg,0.302878366,0,0,0,0,0,0,160.7069602,0
clean_np_80.jpg,0.342549923,0,0,0,0,0,0,159.0171447,0
clean_np_81.jpg,0.282912059,0,0,0,0,0,0,150.2718178,0
clean_np_82.jpg,0.293299621,0,0,0,0,0,0,152.4290494,0
clean_np_83.jpg,0.357912893,0,0,0,0,0,0,144.3900998,0
clean_np_84.jpg,0.240880224,0,0,0,0,0,0,150.0671988,0
clean_np_85.jpg,0.25921273,0,0,0,0,0,0,144.8369241,0
clean_np_86.jpg,0.480093677,0,0,0,0,0,162,160.4968226,0
clean_np_87.jpg,0.311100599,0,0,0,0,0,0,158.0870606,0
clean_np_88.jpg,0.278554127,0,0,0,0,0,0,152.9507755,0
clean_np_89.jpg,0.291666667,0,0,0,0,0,0,152.9482588,0
clean_np_90.jpg,0.179995109,0,0,0,0,0,0,157.7341016,0
clean_np_91.jpg,0.182223096,47,0,0,0,62.9,0,150.0313293,0
clean_np_92.jpg,0.368199802,0,0,0,0,0,0,157.1171068,0
clean_np_93.jpg,0.308158508,0,0,0,0,0,0,154.3149684,0
clean_np_94.jpg,0.225451168,0,0,0,0,0,0,149.333117,0
clean_np_95.jpg,0.366445916,0,0,0,0,0,161,152.661242,0
clean_np_96.jpg,0.329311568,0,0,0,0,0,0,151.7276481,0
clean_np_97.jpg,0.346239762,0,0,0,0,0,0,150.6987477,0
clean_np_98.jpg,0.275862069,0,0,0,0,0,0,147.5495716,0
clean_np_99.jpg,0.313998885,0,0,0,0,0,0,151.7551905,0
clean_np_100.jpg,0.252144608,0,0,0,0,0,0,153.4533798,0
clean_np_101.jpg,0.346298192,0,0,0,0,0,0,157.9401487,0
clean_np_102.jpg,0.30230303,0,0,0,0,0,0,146.1469867,0
clean_np_103.jpg,0.304442826,0,0,0,0,0,0,147.5912484,0
clean_np_104.jpg,0.430602319,0,0,0,0,0,170,156.5566363,0
clean_np_105.jpg,0.27972283,0,0,0,0,0,0,152.9502633,0
clean_np_106.jpg,0.297940798,0,0,0,0,0,0,155.4719609,0
clean_np_107.jpg,0.317818524,0,0,0,0,0,0,152.2581844,0
clean_np_108.jpg,0.338437639,0,0,0,0,0,0,153.9389797,0
clean_np_109.jpg,0.282431149,0,0,0,0,0,0,154.8516545,0
clean_np_110.jpg,0.227102804,0,0,0,0,0,0,152.8896127,0
clean_np_111.jpg,0.281393408,0,0,0,0,0,0,156.7694397,0
clean_np_112.jpg,0.252213448,0,0,0,0,0,0,150.3034475,0
clean_np_113.jpg,0.315027894,0,0,0,0,0,0,155.7625304,0
clean_np_114.jpg,0.321241653,0,0,0,0,0,0,153.0455885,0
