filename,gmean_bins0,gmean_bins1,gmean_bins2,gmean_bins3,gmean_bins4,gmean_bins5,gmean_bins6,gmean_bins7,class
clean_p_5734.jpg,0.30369595536959554,0,0,0,52.479166666666664,82.57084188911705,0,153.19631427164663,1
clean_p_5735.jpg,0.25863453815261045,0,0,0,0,0,0,163.97823947512302,1
clean_p_5736.jpg,0.2214696223316913,0,0,0,101.0,109.90972222222223,0,172.6798846938058,1
clean_p_5737.jpg,0.46988312855858555,0,0,0,76.65625,82.40077821011673,0,150.13528816986855,1
clean_p_5738.jpg,0.3352803738317757,0,0,0,77.44444444444444,75.78285714285714,0,153.7516652789342,1
clean_p_5739.jpg,0.970472955317481,0,0,0,103.44642857142857,120.98387096774194,0,172.73136900853578,1
clean_p_5740.jpg,0.24674046740467404,0,0,0,0,106.29577464788733,0,155.419973164654,1
clean_p_5741.jpg,0.15712136989471248,0,0,0,0,0,0,173.18692472575967,1
clean_p_5742.jpg,1.389039743273266,0,0,0,99.85714285714286,109.0,0,158.22277977655747,1
clean_p_5743.jpg,0.23780655828051805,0,0,0,42.285714285714285,66.41052631578947,0,159.4888520742735,1
clean_p_5744.jpg,0.2492639842983317,0,0,0,60.009803921568626,91.1625,0,161.35821843827435,1
clean_p_5745.jpg,0.2747340959261489,0,0,0,76.57142857142857,86.87962962962963,0,159.86641498475387,1
clean_p_5746.jpg,0.2006492189085007,119.0,0,0,0,116.19047619047619,0,172.9228298611111,1
clean_p_5747.jpg,0.6560251798561151,0,0,0,79.2,98.46296296296296,0,159.32879862042537,1
clean_p_5748.jpg,0.7596469622331691,0,0,0,58.354838709677416,86.6,0,152.93441627448004,1
clean_p_5749.jpg,0.3895104895104895,93.0,0,0,49.95161290322581,69.81481481481481,0,152.77249878384953,1
clean_p_5750.jpg,0.728902701410471,0,0,0,77.57894736842105,104.36842105263158,0,163.281096706377,1
clean_p_5751.jpg,0.6440187124081087,0,0,0,55.78048780487805,79.75,0,161.6325183740813,1
clean_p_5752.jpg,0.2448194197750148,0,0,0,71.2,87.76875,0,158.27590784109225,1
clean_p_5753.jpg,0.2763217352010845,0,0,0,49.03846153846154,66.2520325203252,0,154.58715596330276,1
clean_p_5754.jpg,0.1881881881881882,0,0,0,80.5,83.09375,0,168.08703606900156,1
clean_p_5755.jpg,0.24802223647637375,0,0,0,91.0,102.35855263157895,0,171.49639711769416,1
clean_p_5756.jpg,0.25738850080601827,94.5,0,0,64.0,90.08917197452229,0,157.31060537914905,1
clean_p_5757.jpg,0.23987108655616943,0,0,0,48.732824427480914,80.02083333333333,0,152.1548050197928,1
clean_p_5758.jpg,0.3178833526458092,0,0,0,59.84,62.27232142857143,0,142.38917692806223,1
clean_p_5759.jpg,0.23065476190476192,0,0,0,84.5,87.41322314049587,0,158.62678105184634,1
clean_p_5760.jpg,0.21284271284271283,0,0,0,84.0,90.23188405797102,0,155.34678723717101,1
clean_p_5761.jpg,0.21122706009355882,0,0,0,69.6,85.45801526717557,0,160.77018267530937,1
clean_p_5762.jpg,1.0744485294117647,85.0,0,0,99.25,112.640625,0,161.19193298734407,1
clean_p_5763.jpg,0.2842514124293785,0,0,0,68.45454545454545,86.33644859813084,0,150.00997807017544,1
clean_p_5764.jpg,0.2223759028738282,0,0,0,78.7,83.97508896797153,0,162.1801806645876,1
clean_p_5765.jpg,0.25513538748832865,0,0,0,0,78.17625899280576,0,155.49647429949897,1
clean_p_5766.jpg,0.23210036772658446,0,0,0,0,105.12962962962963,0,165.13225221595488,1
clean_p_5767.jpg,0.24723183391003462,0,0,0,67.0,102.30555555555556,0,172.21494754053685,1
clean_p_5768.jpg,0.28756218905472636,0,0,0,73.125,85.92361111111111,0,153.67918731417245,1
clean_p_5769.jpg,0.24660534384581692,0,0,0,70.96,93.22131147540983,0,161.59659625416916,1
clean_p_5770.jpg,0.2538647342995169,0,0,0,56.425925925925924,77.90123456790124,0,165.06567605286924,1
clean_p_5771.jpg,0.19881465517241378,0,0,0,0,107.82857142857142,0,175.53450853860076,1
clean_p_5772.jpg,0.21205772811918064,0,0,0,48.111111111111114,70.27638190954774,0,148.7292530018064,1
clean_p_5773.jpg,0.25419053681307024,0,0,0,58.28169014084507,91.3010752688172,0,158.01806300022028,1
clean_p_5774.jpg,0.22130584192439862,0,0,0,77.52941176470588,79.6025641025641,0,156.56743978590544,1
clean_p_5775.jpg,0.22993827160493827,0,0,0,0,84.25311203319502,0,160.36190997900118,1
clean_p_5776.jpg,0.45406579764121663,0,0,0,63.03636363636364,93.86538461538461,0,158.69853499728703,1
clean_p_5777.jpg,0.44023735518508056,0,0,0,65.42056074766356,119.37931034482759,0,167.87892992806917,1
clean_p_5778.jpg,0.2055924361295514,0,0,0,57.48,81.69117647058823,0,163.80100346265283,1
clean_p_5779.jpg,0.22566646001239926,0,0,0,86.67857142857143,96.4055944055944,0,174.39175548810616,1
clean_p_5780.jpg,0.3015625,0,0,0,0,76.58267716535433,0,148.5174140678352,1
clean_p_5781.jpg,0.42568886960295077,0,0,0,85.16666666666667,84.62307692307692,0,161.55565028677725,1
clean_p_5782.jpg,0.23781998348472336,0,0,0,90.33333333333333,100.88957055214723,0,163.7488360695908,1
clean_p_5783.jpg,0.25802879291251385,0,0,0,0,68.76991150442478,0,155.51691935838278,1
clean_p_5784.jpg,0.26277372262773724,0,0,0,61.56140350877193,81.3979057591623,0,152.63741791253318,1
clean_p_5785.jpg,0.20470127326150833,0,0,0,64.06521739130434,85.50375939849624,0,163.09563770527382,1
clean_p_5786.jpg,0.27208301695773224,0,0,0,0,94.72597864768683,0,165.24307692307693,1
clean_p_5787.jpg,0.26841085271317827,0,0,0,50.22826086956522,84.6984126984127,0,156.92526401299756,1
clean_p_5788.jpg,0.6268656716417911,0,0,0,70.5,90.79220779220779,0,159.3176181009183,1
clean_p_5789.jpg,0.2538147431764453,0,0,0,108.0,75.24242424242425,0,155.5868304332992,1
clean_p_5790.jpg,0.20664349169563537,0,0,0,0,76.46538461538462,0,156.91227716789203,1
clean_p_5791.jpg,0.6224871435250117,0,0,0,71.8,92.8,0,163.8908001711596,1
clean_p_5792.jpg,1.9273473328505915,112.63829787234043,0,126.80952380952381,66.16666666666667,79.53107344632768,0,160.49298418089194,1
clean_p_5793.jpg,0.217357910906298,0,0,0,0,0,0,170.76038945618618,1
clean_p_5794.jpg,0.34992887624466573,0,0,0,77.55555555555556,91.37603305785125,0,148.2649959579628,1
clean_p_5795.jpg,0.24593775819333516,0,0,0,44.47826086956522,73.57462686567165,0,161.04492939666238,1
clean_p_5796.jpg,0.25176404177250916,0,0,0,47.985915492957744,88.41,0,156.51471185064935,1
clean_p_5797.jpg,0.5143254520166899,0,0,0,87.66666666666667,82.32113821138212,0,155.98727110317105,1
clean_p_5798.jpg,0.19856410256410256,0,0,0,52.6078431372549,74.59398496240601,0,163.12710198733348,1
clean_p_5799.jpg,0.19310188336737008,0,0,0,47.75268817204301,93.975,0,159.4103078982597,1
