filename,bskew_bins0,bskew_bins1,bskew_bins2,bskew_bins3,bskew_bins4,bskew_bins5,bskew_bins6,bskew_bins7,class
clean_p_1.jpg,32.84344687,2.701954404,0,0,0,7.871851958,0,7.358842883,1
clean_p_2.jpg,5.277078853,0.793700526,0,0,0,13.63685952,0,8.430080264,1
clean_p_3.jpg,29.44084555,0.396850263,0,0,6.863097766,11.91944069,0,7.949709259,1
clean_p_4.jpg,4.902997385,2.390244271,0,0,0,11.03737768,0,8.987692236,1
clean_p_5.jpg,5.179433397,0,0,0,0,0,0,7.204324494,1
clean_p_6.jpg,5.413485591,4.353738574,0,0,0,8.377824581,0,8.211373742,1
clean_p_7.jpg,9.284651993,0,0,0,2.671205234,10.57563757,0,7.67868346,1
clean_p_8.jpg,5.568744057,0,0,0,0,10.86455932,0,7.561085632,1
clean_p_9.jpg,24.57102686,2.443288824,0,0,0,7.000714526,0,7.989355029,1
clean_p_10.jpg,5.381862697,1.190550789,0,0,0,11.09021966,0,7.647393449,1
clean_p_11.jpg,12.48245698,3.063545133,0,0,0,11.33876253,0,7.88534802,1
clean_p_12.jpg,5.010934555,0,0,0,0,8.334812755,0,9.874100754,1
clean_p_13.jpg,12.1402611,2.987457103,0,0,0,7.332520175,0,8.177327877,1
clean_p_14.jpg,5.526143826,0,0,0,0,13.24868148,0,8.634649146,1
clean_p_15.jpg,5.725133135,0,0,0,0,0,0,7.306615431,1
clean_p_16.jpg,6.467122136,2.535466688,0,0,0,9.750682554,0,9.006919463,1
clean_p_17.jpg,9.279094644,5.077477733,0,0,0,18.35665353,0,12.94064862,1
clean_p_18.jpg,5.184487997,0,0,0,0,13.34076248,0,8.866456101,1
clean_p_19.jpg,4.444744048,0,0,0,0,9.033353442,0,9.782749091,1
clean_p_20.jpg,12.0314584,3.256971201,0,0,0,11.98031289,0,8.364528612,1
clean_p_21.jpg,11.84719607,0,0,0,2.428364148,13.92102625,0,8.255161584,1
clean_p_22.jpg,9.154945075,1.665327196,0,0,5.398021095,15.48022943,0,10.37514979,1
clean_p_23.jpg,13.9461634,6.947644145,0,0,0,0.46224085,0,11.34339012,1
clean_p_24.jpg,5.569181299,0,0,0,0,10.00054299,0,8.953578658,1
clean_p_25.jpg,5.691287158,0,0,0,0,0.399967204,0,8.49837878,1
clean_p_26.jpg,5.966534302,0,0,0,0,6.046932849,0,9.800368368,1
clean_p_27.jpg,5.450502946,0,0,0,0,14.85413069,4.762203156,15.87224028,1
clean_p_28.jpg,4.756071284,0,0,0,0,9.937684849,0,10.68760954,1
clean_p_29.jpg,24.51158696,1.352669614,0,0,3.670052767,14.53757911,0,8.76357106,1
clean_p_30.jpg,5.17388611,0,0,0,0,6.512297068,0,10.6340206,1
clean_p_31.jpg,5.042063387,0,0,0,0,12.02052956,0,7.013273953,1
clean_p_32.jpg,5.586038806,0,0,0,0,11.58037448,0,8.549191216,1
clean_p_33.jpg,8.10673685,0,0,0,0,15.59239597,0,10.71544046,1
clean_p_34.jpg,6.790498297,0,0,0,0,7.168631566,0,8.234140524,1
clean_p_35.jpg,44.06872877,4.572423329,0,0,0,4.913360761,0,7.13128794,1
clean_p_36.jpg,10.18433928,2.917849203,0,0,0,10.43264353,0,7.61915009,1
clean_p_37.jpg,4.797652791,0,0,0,0,5.903211555,0,13.62122039,1
clean_p_38.jpg,5.455400079,0,0,0,0,9.354002047,0,14.85609345,1
clean_p_39.jpg,5.198663179,0.396850263,0,0,0,10.49681165,0,8.300566868,1
clean_p_40.jpg,4.721554634,0,0,0,0,15.20414586,0,7.287295968,1
clean_p_41.jpg,22.73996934,4.617446126,0,0,0,7.171147624,0,7.294757234,1
clean_p_42.jpg,5.790113781,3.541493315,0,0,0,9.006148595,0,8.488610758,1
clean_p_43.jpg,3.959469466,0,0,0,0,4.486290191,0,9.552558058,1
clean_p_44.jpg,5.675907022,1.920575932,0,0,0,10.90899156,0,8.406443918,1
clean_p_45.jpg,20.51779197,1.029957768,0,0,3.53100137,10.99194499,0,8.437796577,1
clean_p_46.jpg,17.99935577,0.756010235,0,0,4.195289333,12.11343199,0,7.68457565,1
clean_p_47.jpg,4.685852839,0,0,0,0,5.621721794,0,12.63487747,1
clean_p_48.jpg,28.19965907,0,0,0,0.793700526,10.20599517,0,7.993513766,1
clean_p_49.jpg,5.78463749,1.191148214,0,0,0,7.875372393,0,7.555331315,1
clean_p_50.jpg,5.645033086,0,0,0,0,12.18178961,0,11.17842803,1
clean_p_51.jpg,5.318365678,0,0,0,0,0,0,10.0147371,1
clean_p_52.jpg,27.47284349,3.413780875,0,0,6.147574225,6.953097276,4.612369974,9.936259201,1
clean_p_53.jpg,5.346949764,0,0,0,0,11.6481444,0,7.371453786,1
clean_p_54.jpg,4.925987332,5.138325426,0,0,0,13.36795903,0,9.590622923,1
clean_p_55.jpg,5.208913312,0,0,0,2.598941523,17.21547137,0,8.764563802,1
clean_p_56.jpg,27.05005065,2.667740317,0,0,1.736879068,11.98634979,0,7.210005272,1
clean_p_57.jpg,17.89144676,0,0,0,1.143806512,13.42025798,0,6.923492777,1
clean_p_58.jpg,31.56653012,3.599716547,0,0,2.642682704,11.15185574,0,9.681499504,1
clean_p_59.jpg,32.21281323,4.830929243,0,0,3.767390437,9.968825939,0,7.614015466,1
clean_p_60.jpg,11.66770283,0,0,0,1.733274776,13.78294191,0,11.43455952,1
clean_p_61.jpg,19.70020538,4.192089921,0,0,0,13.14861127,0.793700526,11.64283546,1
clean_p_62.jpg,5.954078896,0,0,0,0,10.0749379,0,13.48318639,1
clean_p_63.jpg,39.71449864,3.816018878,0,0,4.584241666,10.48875869,0,7.026714433,1
clean_p_64.jpg,44.53896198,2.770701285,0,0,0,7.714284745,0,7.986627724,1
clean_p_65.jpg,5.674046433,0,0,0,0,12.10147737,1.682079254,9.633247548,1
clean_p_66.jpg,5.029321566,0,0,0,0,10.85909437,0,15.02172851,1
clean_p_67.jpg,15.32823138,4.614522498,0,0,1.324739872,13.83540725,0,8.833561702,1
clean_p_68.jpg,24.06718979,3.203145591,0,0,0.65883403,13.93038374,0,7.26493198,1
clean_p_69.jpg,9.173196276,5.09445295,0,0,0,11.56078938,0,13.14123903,1
clean_p_70.jpg,7.664514851,3.778034072,0,0,0,14.88318623,0,12.80339977,1
clean_p_71.jpg,21.06292285,0,0,0,4.722379503,12.62257386,0,9.272253841,1
clean_p_72.jpg,15.69883542,2.777380498,0,0,0,10.07038189,0,9.335709121,1
clean_p_73.jpg,5.097509805,0,0,0,0,3.024646583,0,13.08316694,1
clean_p_74.jpg,4.906564118,0,0,0,0,21.29767176,0,11.55309618,1
clean_p_75.jpg,5.372786764,0,0,0,0,7.239878551,0,9.036120501,1
clean_p_76.jpg,11.52836927,2.716425502,0,0,3.459628658,13.70893804,0,9.262103472,1
clean_p_77.jpg,13.75463947,0.793700526,0,0,4.085234834,13.8173177,0,10.53565704,1
clean_p_78.jpg,5.029801783,0,0,0,0,6.06081486,0,10.45895347,1
clean_p_79.jpg,33.77590311,0,0,0,3.309534771,11.32190181,0,7.247792397,1
clean_p_80.jpg,10.58019456,4.116280297,0,0,0,6.419452986,0,11.08319305,1
clean_p_81.jpg,17.34373071,3.316863826,0,0,1.386722549,16.72087732,0,13.78452911,1
clean_p_82.jpg,28.11969796,5.693841109,0,0,3.872145219,11.07505756,0,8.791528515,1
clean_p_83.jpg,10.43553443,0,0,0,1.848963398,15.24826464,2.381101578,13.25475184,1
clean_p_84.jpg,5.463280484,5.359593741,0,0,0,11.11762,0,8.359241965,1
clean_p_85.jpg,41.06294346,4.227954763,0,0,5.740608477,8.769125271,0,8.460028295,1
clean_p_86.jpg,12.89988284,3.744655422,0,0,0,4.478133062,0,9.051706416,1
clean_p_87.jpg,6.048335437,3.943457573,0,0,0,9.215131474,0,10.13633035,1
clean_p_88.jpg,27.02211547,3.209532951,0,0,0,8.927718682,0,9.106243577,1
clean_p_89.jpg,20.04930463,0,0,0,6.328848654,14.38486197,0,6.878832273,1
clean_p_90.jpg,10.8204479,0,0,0,3.644152448,14.77283932,0,7.880368804,1
clean_p_91.jpg,6.135556208,0,0,0,8.556580682,19.64952779,6.746454471,13.47289695,1
clean_p_92.jpg,18.03420447,1.190550789,0,0,4.354902415,13.25777462,0,7.123440936,1
clean_p_93.jpg,12.79254011,0,0,0,3.677631073,13.61187771,0,6.912701758,1
clean_p_94.jpg,7.623634196,4.653648175,0,0,0,14.04253745,0,9.117755518,1
clean_p_95.jpg,5.821651649,0,0,0,0,10.1442619,3.442073801,11.39093153,1
clean_p_96.jpg,16.51226532,0,0,0,9.247411393,16.43815305,5.129503423,8.992130668,1
clean_p_97.jpg,10.17815201,0,0,0,0,12.08495778,0,13.12809039,1
clean_p_98.jpg,17.09919589,3.236949989,0,0,3.225297607,11.37754845,0,8.105935621,1
clean_p_99.jpg,34.37148517,1.592532598,0,0,6.2409125,12.76590436,0,7.213916626,1
clean_p_100.jpg,7.173180681,0,0,0,7.059593403,15.79577105,0,7.430045193,1
clean_p_101.jpg,4.671847022,0,0,0,0,3.701459718,0,10.89167303,1
clean_p_102.jpg,21.67371644,2.727387852,0,0,0,14.32324566,0,7.810134346,1
clean_p_103.jpg,35.14440857,1.857860186,0,0,0,6.431329735,0,8.462848023,1
clean_p_104.jpg,13.54226615,3.590492659,0,0,0,11.92806814,0,8.347228674,1
clean_p_105.jpg,25.97382584,1.352669614,0,0,1.24828476,14.3656254,0,7.256497,1
clean_p_106.jpg,5.657356845,0,0,0,0,10.00800931,0,9.061306855,1
clean_p_107.jpg,5.094961552,0,0,0,0,0,0,11.85587344,1
clean_p_108.jpg,18.33497364,1.880909567,0,0,7.098591066,15.16777063,7.021351913,10.27891363,1
clean_p_109.jpg,5.463127806,0,0,0,0,13.24934743,0,11.73482946,1
clean_p_110.jpg,12.01692603,3.64577336,0,0,0,12.27260485,0,10.46238116,1
clean_p_111.jpg,23.65105657,3.138308759,0,0,0,10.09672228,0,7.454576492,1
clean_p_112.jpg,41.51012703,4.173488338,0,0,6.240340236,10.36014784,0,7.241825207,1
clean_p_113.jpg,5.112915308,0,0,0,0,0,0,12.4905838,1
clean_p_114.jpg,18.36511325,10.28646418,4.92613643,0,3.611310517,15.70563471,6.183846675,15.64007888,1
clean_p_115.jpg,5.866745036,0,0,0,1.923483999,12.06335012,0,7.164951098,1
clean_p_116.jpg,28.66736038,6.60689857,12.68319375,0,3.662006169,18.68047877,0,20.58304874,1
clean_p_117.jpg,36.49176757,3.34480823,0,0,2.163544607,8.264794799,0,7.007435932,1
clean_p_118.jpg,5.511117938,0,0,0,0,14.6199867,0,9.352171691,1
clean_p_119.jpg,16.63716139,1.587401052,0,0,4.568598203,12.42003997,0,7.407064855,1
clean_p_120.jpg,5.290936091,0,0,0,0,9.322965093,0,7.36855536,1
clean_p_121.jpg,5.214952493,0,0,0,0,11.2275687,0,7.726124121,1
clean_p_122.jpg,5.373593934,0.46224085,0,0,0,9.976187262,0,8.477982818,1
clean_p_123.jpg,6.096366802,0,0,0,0,13.06063334,0,10.15374689,1
clean_p_124.jpg,5.295662981,0,0,0,2.087665061,11.95893289,0,8.561700011,1
clean_p_125.jpg,30.14300946,3.769621001,0,0,0,8.778223314,0,8.508564805,1
clean_p_126.jpg,17.82827406,0,0,0,0.967571044,12.09238562,0,6.718417216,1
clean_p_127.jpg,27.52117482,3.341340124,0,0,6.833794739,12.69220794,0,7.898584192,1
clean_p_128.jpg,27.51338483,3.735073129,0,0,4.114399284,11.79824095,0,7.557118939,1
clean_p_129.jpg,6.378890595,0,0,0,0,8.316961114,0,8.111852504,1
clean_p_130.jpg,18.4879855,3.958692981,0,0,0,9.677226577,0,9.807140825,1
clean_p_131.jpg,5.661339837,0,0,0,0,11.25000328,0,7.877162698,1
clean_p_132.jpg,33.61834295,3.584045158,0,0,3.887064526,10.62531387,0,7.416047754,1
clean_p_133.jpg,8.273801673,0,0,0,5.19111765,14.60457204,7.21600439,8.080854671,1
clean_p_134.jpg,31.5980722,0.441357721,0,0,0,10.41990901,0,9.234368014,1
clean_p_135.jpg,24.054873,1.86560898,0,0,3.464857394,13.69095581,0,7.814149512,1
clean_p_136.jpg,35.1646157,1.016348339,0,0,3.814229643,10.99460319,2.422038519,8.868905799,1
clean_p_137.jpg,22.46817707,5.714880233,0,0,5.097763901,13.48302407,0,9.182738606,1
clean_p_138.jpg,28.18720404,3.278785701,0,0,0,4.246550577,0,8.030859529,1
clean_p_139.jpg,24.72661448,4.532956618,0,0,4.711141416,11.67394647,0,8.494577252,1
clean_p_140.jpg,22.90589064,2.740063353,0,0,2.475375535,11.83436231,0,7.762686882,1
clean_p_141.jpg,22.29071864,3.816470486,0,0,0,6.557106752,0,7.867742943,1
clean_p_142.jpg,50.8897621,4.254250941,0,0,7.558895278,9.339469614,4.641828332,8.400988859,1
clean_p_143.jpg,28.28866309,2.921750226,0,0,7.182915706,12.19341379,0,8.442460093,1
