filename,gkurto_bins0,gkurto_bins1,gkurto_bins2,gkurto_bins3,gkurto_bins4,gkurto_bins5,gkurto_bins6,gkurto_bins7,class
transformed_image_normal_1.png,10.965457369888513,47.71168678982473,0,27.423363388159167,47.69723934331998,0,29.644292435656688,17.670710502957697,1
transformed_image_normal_2.png,22.16940008254783,44.79731578964356,0,25.69487981506578,43.3792452675608,0,28.748670666992435,15.91656925893128,1
transformed_image_normal_3.png,17.217793789282634,45.90373427795699,0,27.907055767786883,45.81169723731138,0,32.22785524403616,14.191274719500708,1
transformed_image_normal_4.png,18.96905310154724,46.55756196993097,0,27.32732007406742,49.49043461408838,0,29.83741995341421,15.927766639764092,1
transformed_image_normal_5.png,18.801825199388244,43.9298331020142,0,24.069144108271814,43.31303948901959,0,29.058882704782786,16.13158040972851,1
transformed_image_normal_6.png,23.872704589085547,46.2412470732982,0,22.76842536292772,46.320095887888215,0,28.07275357147087,18.811612780282278,1
transformed_image_normal_7.png,27.190898734665705,42.695446488144825,0,27.042023863458795,33.59543545090875,0,23.553751590489515,19.191479326422332,1
transformed_image_normal_8.png,17.18022505590193,43.26675141761228,0,23.233765119531554,44.59136061777744,0,30.109751031329616,16.088027686993946,1
transformed_image_normal_9.png,19.349929860344034,45.3476477102159,0.8408964152537145,24.510852577384068,40.585714733302915,0,26.553819757130682,16.881994949042067,1
transformed_image_normal_10.png,23.6997330150222,40.48002676613975,0,24.306212367212666,37.400730637541656,0,25.80406655568286,16.427259507579016,1
transformed_image_normal_11.png,16.21111875753758,46.88327220023995,0,30.806740147280532,52.19853228033462,0,31.731379257342706,14.45130208330348,1
transformed_image_normal_12.png,21.752393172757827,46.29455975116985,0,28.06672604014071,42.10922016540414,0,27.96775760596129,16.637848285531007,1
transformed_image_normal_13.png,24.343719602581842,41.767044141584954,5.075798007828204,27.521922624058536,50.68467515066412,0,33.9313367306225,16.08690349688481,1
transformed_image_normal_14.png,14.831020898582992,46.47654222470113,0.0,21.090206501517507,46.093428466591284,0,30.46050592744027,16.159032606553215,1
transformed_image_normal_15.png,19.054130305205945,43.873578233249994,0,18.982817568900643,49.99636950045763,0,32.20063624330822,14.258353292216686,1
transformed_image_normal_16.png,17.57176475100007,45.86076265174847,0,23.566244288174296,43.70454459325188,0,29.792976382363445,15.395371614737245,1
transformed_image_normal_17.png,18.142524192012953,42.55310537347785,0,22.54075393226685,44.95532021894241,0,29.44015994976273,17.636728487008476,1
transformed_image_normal_18.png,22.209589684457615,39.98456150526454,0,25.07891578893837,42.39484388285644,0,27.529967216616658,15.650169541602306,1
transformed_image_normal_19.png,23.676413162577337,40.41793569834594,0,26.588126848779716,22.56198063593456,0,24.558575436387606,17.43002043434934,1
transformed_image_normal_20.png,21.262303418940224,48.41555814580401,0,27.976424849265,43.93023891528011,0,26.5093858480691,19.068821197101215,1
transformed_image_normal_21.png,21.35976335144841,42.55902068289376,0,23.61915416191375,41.356226658524655,0,27.181612461948276,14.54788609542057,1
transformed_image_normal_22.png,22.515083568684638,46.17600678945288,0,27.876475893851943,38.353650082582895,0,25.155025784112688,17.93165712585879,1
transformed_image_normal_23.png,21.027259198999314,45.82704861385761,0.0,25.27594403047313,41.038429999568876,0,26.49040977273434,16.290277401030533,1
transformed_image_normal_24.png,25.541843277714474,46.520071645828544,0,26.63018041044164,47.10545848702456,0,31.183137884073613,15.832394095587212,1
transformed_image_normal_25.png,15.403203556450947,44.75204192499663,0,26.102958240278653,44.76333130111104,0,29.30628254131762,16.77295591836785,1
transformed_image_normal_26.png,19.331785068644532,51.23104431306224,2.5226892457611436,26.597044018204073,44.45423314129636,0,25.60628433402773,17.255444651565366,1
transformed_image_normal_27.png,13.10477535621175,43.80463253149075,0,21.46153467897837,46.47417644211763,0,29.719793512433426,15.871854160116056,1
transformed_image_normal_28.png,21.851939608530028,44.444991097717256,0.0,21.826092112329007,43.75213307075207,0,29.11980340465465,14.908909180370387,1
transformed_image_normal_29.png,18.610721833927567,47.40960166172889,0,28.01540111551028,46.33045246722121,0,31.80395051027373,16.314723888404263,1
transformed_image_normal_30.png,20.91048081799384,46.182662196444056,3.381684470464635,30.363309589957105,49.77395910229364,0,32.33702836846491,14.862395064809085,1
transformed_image_normal_31.png,16.63934325908288,48.53129391181156,0,28.11273974753349,45.72043646596094,0.0,30.237084785775124,15.949815947453438,1
transformed_image_normal_32.png,27.86182888281267,43.1614737284892,0,20.66511508276119,28.75418765449732,0,25.988876348177694,16.8212929561318,1
transformed_image_normal_33.png,9.79222039789545,45.36801257392717,0,21.982129403587052,48.33593688799295,0,30.62874091719289,17.05989838765215,1
transformed_image_normal_34.png,19.724679972355098,43.91882154857965,0,23.517545069526967,48.344139703823245,0,32.01539530310446,18.285841016589195,1
transformed_image_normal_35.png,18.070774797955806,44.713133372156555,1.5148250621229262,20.99331126577377,46.30289689714472,0,28.552196779143625,16.112919309885314,1
transformed_image_normal_36.png,19.599636719101223,46.16298968384257,0,20.55628508408436,45.85010058368988,0.0,30.51597793676917,16.495320041834407,1
transformed_image_normal_37.png,22.18385931640295,47.476901085587826,0,34.561968361242435,48.28211242596692,0,33.063699863389246,13.02685946628017,1
transformed_image_normal_38.png,22.529672284450385,45.84065325528314,0,29.378782197779014,48.13026921889754,0,32.25954461547988,14.264194603195392,1
transformed_image_normal_39.png,23.171379129280012,43.398009068259114,0,22.64778523872225,46.374841716826445,0,30.977213460948207,16.42158094806077,1
transformed_image_normal_40.png,13.564733562335297,47.63400461771081,0,27.009689718061104,47.67104731055328,0,31.204702539714898,15.734093858962963,1
transformed_image_normal_41.png,20.67759524557756,43.934279783391204,0,25.708021131512425,42.189288106948666,0,28.02985158354766,15.081093558646984,1
transformed_image_normal_42.png,20.997877304456416,42.829831502012105,0,27.29925031210057,48.81800211127064,0,32.24463651430674,16.25314906813468,1
transformed_image_normal_43.png,20.06948378157706,42.084526408360446,0.0,24.590006364543566,40.15071504587231,0,26.13870590669584,16.253551556034836,1
