filename,gmean_bins0,gmean_bins1,gmean_bins2,gmean_bins3,gmean_bins4,gmean_bins5,gmean_bins6,gmean_bins7,class
transformed_image_normal_1.png,0.03555479216763999,69.97139286210249,0,171.7109587550332,74.26494591003986,0,178.89079536810075,242.33030391158937,1
transformed_image_normal_2.png,0.3367588932806324,66.10869195441401,0,179.09272009547416,79.94066396274599,0,177.5018912529551,242.47145948870553,1
transformed_image_normal_3.png,0.13144983928269327,75.59670624281884,0,194.82293628808864,93.5667181865018,0,178.62327848872638,245.67813118246843,1
transformed_image_normal_4.png,0.19286216596343178,80.60315823396712,0,174.86500391455095,78.99264003058688,0,179.0900172586066,243.90826808418936,1
transformed_image_normal_5.png,0.4225536797246353,63.780721118469465,0,186.34909339052447,89.28640940731229,0,176.80457217504897,243.06651028011592,1
transformed_image_normal_6.png,0.40111845449923744,73.88644779066897,0,173.23283111422566,76.74000797766254,0,180.37891061452515,240.0919919369617,1
transformed_image_normal_7.png,9.620454821841177,49.144884009942004,0,183.78803803803802,94.8311320754717,0,169.12724787043854,240.72943327239489,1
transformed_image_normal_8.png,0.2410117721921731,68.87512776831346,0,183.2035315192357,80.5652853792025,0,179.6334362593736,242.48562043306296,1
transformed_image_normal_9.png,0.6476397966594045,54.12333566923616,158.0,180.91314895681708,82.22427281845536,0,170.65246575342465,240.8423602484472,1
transformed_image_normal_10.png,3.5707317073170732,49.237874268036684,0,183.27312510725932,90.13715989563921,0,175.122167028873,242.03367926375563,1
transformed_image_normal_11.png,0.3655697657709441,76.23853333333334,0,186.00869025450032,91.47682826622842,0,184.77061012743883,245.0123504738232,1
transformed_image_normal_12.png,0.5084444444444445,53.50175103470232,0,178.1348618884275,74.67369215982424,0,171.80997032640948,241.84307571596705,1
transformed_image_normal_13.png,1.1251351026780354,78.01688485569771,141.66666666666666,178.3412342334716,70.82326064382138,0,186.20055071133547,243.68117327060207,1
transformed_image_normal_14.png,0.2100189864174091,73.46878391087319,152.0,187.63327261687917,86.21478201114759,0,180.08036580296522,242.939055150317,1
transformed_image_normal_15.png,0.4279346210995542,79.31816970827228,0,196.56490210297318,99.25077312341861,0,184.22800066039292,245.0422260718926,1
transformed_image_normal_16.png,0.32271597265382224,70.4205919132972,0,187.12212085629122,82.44847394283342,0,178.91223617419183,243.68167955174127,1
transformed_image_normal_17.png,0.5453653751839137,69.8480065093572,0,178.9344062423799,80.66635535839364,0,184.09987669543773,241.54683969268513,1
transformed_image_normal_18.png,0.8200710479573712,58.4034677576466,0,181.05206797547916,84.90412377807989,0,181.078793336335,243.10865259851124,1
transformed_image_normal_19.png,10.978436657681941,47.731241300771856,0,182.24659357870007,98.48752245957277,0,174.36360729133355,242.02432055286064,1
transformed_image_normal_20.png,0.4697465954145837,70.09649122807018,0,174.76067648132377,77.76507113102255,0,173.51377173351696,241.53279655722912,1
