filename,rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class
transformed_image_normal_1.png,26.36328091380667,12.962485633151637,0,40.875245427859845,22.024915403075003,0,14.252836196762612,43.03217911258414,0
transformed_image_normal_2.png,27.378211967898274,15.144496085899203,0,38.705639813207355,21.21825507662857,0,11.686904047489323,38.90429652513607,0
transformed_image_normal_3.png,30.000754340257675,9.362290365463137,0,35.5565522942273,27.53581209082611,0,10.842992414743874,43.89348878390889,0
transformed_image_normal_4.png,30.445067202567298,8.124982980351227,0,37.79181521408591,24.144367413735022,0,12.81925689313402,44.048343523530235,0
transformed_image_normal_5.png,28.41388576474054,15.28680680251253,0,37.182893801863166,24.141355839104545,0,9.92576091012607,38.18739454183187,0
transformed_image_normal_6.png,29.484426829547434,9.496663114129122,0,35.72976569334345,20.63437048826038,0,13.243187364370534,40.828233130407966,0
transformed_image_normal_7.png,29.20624577588309,23.858208750438507,0,44.21627667859763,18.221165850018306,0,7.203584251518816,29.92046936703799,0
transformed_image_normal_8.png,29.38261117934524,11.11619601337427,0,36.27516344314083,24.64066646882764,0,11.271205185173086,40.62808642866749,0
transformed_image_normal_9.png,26.514738464793577,22.65566570728404,0.7937005259840998,40.84716368696762,19.165431485093286,0,10.738341423148823,36.37663750467248,0
transformed_image_normal_10.png,29.662758371444887,18.940174429086234,0,39.98168136339004,21.109095934581376,0,9.896834925443383,34.67988415693076,0
transformed_image_normal_11.png,27.999039427956877,12.66875642038461,0,39.3592450588273,31.582333103113246,0,10.43811135858789,42.417247253528764,0
transformed_image_normal_12.png,25.601709135217682,22.383927245611666,0,42.664385065952295,17.953148177413023,0,12.562271432421237,36.270024458844816,0
transformed_image_normal_13.png,26.49733802276514,13.372647421977685,4.038434806899843,36.09723662057764,30.640036106664443,0,11.57777329632337,44.84838978098854,0
transformed_image_normal_14.png,27.836542979347144,13.1699688037679,0.0,33.259373620687384,26.085920669858297,0,9.949441212897478,40.46765180702142,0
transformed_image_normal_15.png,32.57480056659547,7.4119351043467505,0,28.334076336184186,31.230105735363303,0,10.273637330071239,43.26985774235531,0
transformed_image_normal_16.png,28.66950508997987,13.411714783891966,0,36.32680633919432,25.44530504198358,0,11.38336291188383,40.27760474739494,0
transformed_image_normal_17.png,31.728683851647567,8.951564517591715,0,34.51427585347593,24.54544463319547,0,13.516272802868137,41.46188602841612,0
transformed_image_normal_18.png,32.19514904802112,11.066177921903607,0,37.382052833825085,23.64495994998172,0,11.019477185893388,39.18906040997905,0
transformed_image_normal_19.png,29.91085448073072,17.314230664121204,0,41.608581400719416,10.943068192152317,0,9.083890931357566,33.63854315852615,0
transformed_image_normal_20.png,26.792101130303152,15.93148696272657,0,41.33647249881965,18.940609145257067,0,11.63756036430424,37.36665540063994,0
transformed_image_normal_21.png,29.22146739599584,13.642244443054816,0,37.11770713456293,24.84355688006711,0,8.869658956878604,38.25345384513958,0
transformed_image_normal_22.png,27.621835335089248,23.981743459824212,0,45.2443607682824,17.76254387763771,0,9.020761581435107,30.53852996702683,0
transformed_image_normal_23.png,26.520835184120322,20.05921091747963,0.0,40.776449547090564,21.305812597525765,0,8.360193209302912,34.93614528028141,0
transformed_image_normal_24.png,25.916412092325007,13.63557020904764,0,39.07824208921019,25.550790329306576,0,10.629733118664713,42.04088538249729,0
transformed_image_normal_25.png,26.788723664678052,14.100610610237943,0,38.89661591378882,21.86248490480182,0,12.578417893291329,40.72698676833939,0
transformed_image_normal_26.png,26.048116983240767,16.552940594650206,9.524406311809196,39.824346137877846,16.765928270251884,0,12.140320134958769,38.55297515713947,0
