filename,rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7,class
transformed_image_normal_1.png,86.98248024733769,4.430912373281489,0,55.52976384807923,176.43471246915922,0,215.8522525568422,215.20793950850663,2
transformed_image_normal_2.png,86.93770750988142,5.183279469297499,0,69.19517121086936,177.01810124680787,0,214.1100472813239,206.70735831191666,2
transformed_image_normal_3.png,76.83336152935206,2.389569768926337,0,77.30094182825485,194.78538308677412,0,232.0535039609994,200.82955410135443,2
transformed_image_normal_4.png,73.86972573839662,1.7109249113760876,0,59.054468180293036,175.56251194800228,0,220.03805976927967,201.84526973636952,2
transformed_image_normal_5.png,87.16521881658744,5.596517046848173,0,75.09651004094366,187.07021693586537,0,218.5254082299151,208.7188491789706,2
transformed_image_normal_6.png,78.07100491442128,2.6875668559203487,0,66.51112473721093,170.17782209812526,0,208.6990223463687,202.47028281717672,2
transformed_image_normal_7.png,113.5311929952572,10.670256835128418,0,78.7155905905906,187.40148247978436,0,209.23693343148597,215.47753982763123,2
transformed_image_normal_8.png,81.93286668787782,2.943441226575809,0,71.01526912906253,181.3341388869145,0,218.36847522423173,203.58061272373803,2
transformed_image_normal_9.png,96.04647785039941,11.435178696566222,129.0,78.06763706938379,178.68879973253092,0,205.58602739726027,208.8422360248447,2
transformed_image_normal_10.png,100.06757532281205,8.512540050823114,0,80.01570276299982,184.76841843707294,0,209.26746352064575,210.55401083480191,2
transformed_image_normal_11.png,74.11409685299613,4.999533333333333,0,65.77550175874198,195.2605587510271,0,229.60618021878878,204.56276215628398,2
transformed_image_normal_12.png,95.85244444444444,12.598641621564258,0,72.45441415417946,171.49004531099823,0,208.8386943620178,209.38335294886883,2
transformed_image_normal_13.png,69.75297225891677,7.925245462659922,92.33333333333333,58.15703039024803,181.50893042575285,0,226.57687012391006,199.40491068146733,2
transformed_image_normal_14.png,79.17292244778736,4.623019605006149,118.0,74.80135600080955,188.4135298159884,0,220.24747124844117,203.96645988138252,2
transformed_image_normal_15.png,75.71619613670134,1.5647395763953644,0,80.48668807624573,200.7383328647737,0,231.38864124153872,196.51732351667388,2
transformed_image_normal_16.png,88.4763828464885,3.890454355981659,0,75.59299069641405,182.68800609038686,0,220.56452043815122,206.3426484147812,2
transformed_image_normal_17.png,70.7825731567762,2.382994304312449,0,67.60603104933756,180.009183594054,0,216.22842170160297,200.9307895926141,2
transformed_image_normal_18.png,84.53090586145649,3.195597116695889,0,70.6411887949096,180.51084352948791,0,217.80504277352543,206.4318787133784,2
transformed_image_normal_19.png,110.71030118363998,6.645830697203594,0,75.58457321848081,189.96359885539363,0,212.30060761112887,212.4330520300352,2
transformed_image_normal_20.png,96.39889674194104,4.3939536340852134,0,64.57610414892322,171.00675941208834,0,212.02151833362024,217.6219199000486,2
transformed_image_normal_21.png,89.53706395348837,4.015366242038216,0,75.94280828424853,192.03102201774564,0,221.43088512241056,210.1492808368444,2
transformed_image_normal_22.png,106.43835057158411,11.499267935578331,0,81.25317179106183,176.9451187679457,0,206.16335055512806,214.86309523809524,2
