rmean_bins0,rmean_bins1,rmean_bins2,rmean_bins3,rmean_bins4,rmean_bins5,rmean_bins6,rmean_bins7
0.9114391143911439,0,0,0,117.25,136.95294117647057,0,156.93183902190523
1.1320731405979738,0,0,0,118.80851063829788,138.77498718605844,0,157.91312180962868
2.2252788727669213,0,0,0,121.47540983606558,140.08326394671107,0,159.7801989578399
2.2308708867450773,0,0,0,125.09649122807018,140.26415797317438,0,159.97384244020188
2.646138756968821,0,0,0,124.99180327868852,140.1642857142857,0,161.18079314341915
2.2867828304292392,0,0,0,125.16935483870968,140.410147299509,0,162.58869024977813
2.47748410101827,0,0,0,126.00704225352112,140.57784810126583,0,163.0299532838692
2.2287951008554563,0,0,0,126.00704225352112,141.12385955211502,0,163.91032464619275
2.2534324783468405,127.92307692307692,0,0,126.00704225352112,141.11356548856548,0,164.33960469107043
2.1190747348973757,127.92307692307692,0,0,126.00704225352112,140.89756097560976,0,163.40321652332636
1.9860599745281926,127.92307692307692,0,0,126.38888888888889,140.70779077466344,0,163.15851342797723
2.227331346060337,127.92307692307692,0,0,125.31052631578947,140.1978217821782,0,162.6879048926991
2.314737028929776,127.92307692307692,0,0,125.54368932038835,140.20241809672387,0,162.61648537774428
2.3996043521266075,127.92307692307692,0,0,125.52049180327869,140.23340308160547,0,162.4119618166316
2.4242103465938194,127.03174603174604,0,0,125.56862745098039,140.1770813668114,0,162.47401670968995
2.3984021608252792,127.03174603174604,115.0,0,125.26,140.12633552014995,123.25,162.7229717758605
2.3146077601837303,125.06944444444444,115.0,0,125.26,139.68875882251677,123.25,162.5488694014359
2.2307316652782165,125.06944444444444,115.0,0,125.26,139.71753794266442,123.25,162.40348421291446
2.352032353142779,125.06944444444444,115.0,0,125.746875,139.71761354114295,123.25,162.41227434849748
2.6065213409049277,125.38095238095238,115.0,0,125.81172839506173,140.2732342007435,126.25,162.38193274232543
2.5121151936444885,125.38095238095238,115.0,0,125.82208588957056,140.46325459317586,126.4,162.6450829074553
2.5315345102438447,125.47126436781609,115.0,0,125.96142433234421,140.51907530846688,126.4,162.83813463356927
2.470768285467207,125.47126436781609,115.0,0,126.08312342569269,140.88866649987492,126.4,162.77461946041078
2.3951823902090945,125.36363636363636,115.0,0,125.54332552693208,140.74824052352142,126.4,162.67005014326648
2.328098756272734,125.36363636363636,116.33333333333333,0,126.04294478527608,140.7304059855268,126.0,162.61432296288206
2.422147690846492,125.37078651685393,116.33333333333333,0,126.06060606060606,140.7313521899988,126.0,162.67594159897
2.412061253885225,125.1304347826087,116.71428571428571,0,126.06060606060606,140.70110701107012,125.66666666666667,162.51977436481442
2.340719732110513,124.23711340206185,116.71428571428571,0,125.95983935742971,140.56659569434586,125.66666666666667,162.3914811713985
2.286781314168378,124.23711340206185,116.71428571428571,0,125.94589178356713,140.2776703446707,125.66666666666667,162.31270495005947
2.286305037275011,124.23711340206185,116.71428571428571,0,126.28544423440454,140.28158192090396,125.66666666666667,162.483892143421
2.2342279845628807,124.1938775510204,116.71428571428571,0,126.28544423440454,140.25501113585747,125.66666666666667,162.48865780187046
2.1854612369236954,124.14141414141415,116.71428571428571,0,126.70138888888889,140.21019529956968,125.66666666666667,162.35012048380682
2.2016549603593285,124.14141414141415,116.71428571428571,0,126.94522471910112,140.18082431398273,125.66666666666667,162.31775691479675
2.1635832093844565,123.6504854368932,116.71428571428571,0,126.94522471910112,140.07921755106452,125.66666666666667,162.223024069406
2.1270320499583444,122.25454545454545,116.71428571428571,0,126.94522471910112,139.1700445885691,125.66666666666667,162.05352490857848
2.051541065626147,122.25454545454545,116.71428571428571,0,126.94522471910112,139.00722456351596,125.66666666666667,162.15566231400513
2.0303092564853724,122.25454545454545,116.71428571428571,0,127.1397712833545,139.00500400320257,125.66666666666667,162.1561858714361
2.022989176604865,122.25454545454545,116.71428571428571,0,127.56947608200456,139.04244865874028,125.66666666666667,162.0719712590096
2.1184049971865537,122.04273504273505,116.71428571428571,0,127.4130859375,138.9707396111323,125.66666666666667,162.09324836918717
2.2046975300243656,122.04273504273505,116.71428571428571,0,127.5180265654649,139.00593779453345,125.66666666666667,162.07972116953889
2.2132151227222354,122.04273504273505,116.71428571428571,0,127.53962264150944,139.6111209964413,125.66666666666667,162.1728572821597
2.117666424091208,122.04273504273505,116.71428571428571,0,127.53962264150944,139.45431405248837,125.66666666666667,162.20611843071163
2.110376150529114,122.04273504273505,116.71428571428571,0,127.53962264150944,139.45431405248837,125.66666666666667,162.17533436864218
1.9894520901983588,122.04273504273505,116.71428571428571,0,127.53962264150944,139.45431405248837,125.66666666666667,162.23703944775883
1.9381867269416713,121.584,116.71428571428571,0,127.53962264150944,139.3634123544906,125.66666666666667,162.06108129396074
1.8313753306438505,121.584,116.71428571428571,0,127.53962264150944,139.33120322879003,125.66666666666667,162.0289462492835
1.7775206643050319,121.584,116.71428571428571,0,127.53962264150944,139.35484936029715,125.66666666666667,162.00417481780082
1.743671989401018,121.25185185185185,116.71428571428571,0,127.5315739868049,139.27829614604462,125.66666666666667,162.06988710099446
1.7083219806368408,121.25185185185185,116.71428571428571,0,127.5315739868049,139.22631072631071,125.66666666666667,162.00027997794743
1.6107167977492167,121.25185185185185,116.71428571428571,0,127.5315739868049,139.23878816793894,125.66666666666667,161.87872676048806
1.548818621207668,121.25185185185185,116.71428571428571,0,127.5315739868049,139.22321007081038,125.66666666666667,161.70638863357718
1.5204990446038105,121.25185185185185,116.71428571428571,0,127.5315739868049,139.1996267205848,125.66666666666667,161.7036166475607
1.4886539684769586,121.25185185185185,116.71428571428571,0,127.5315739868049,139.24516777485695,125.66666666666667,161.71151811856564
1.4556430745814308,121.25185185185185,116.71428571428571,0,127.5315739868049,139.24516777485695,125.66666666666667,161.75036318594653
1.4416116471982394,121.25185185185185,116.71428571428571,0,127.5315739868049,139.22737085582114,125.66666666666667,161.75560329792785
1.417721799185408,120.68571428571428,116.71428571428571,0,127.5315739868049,139.21967010944968,125.66666666666667,161.73341132400273
1.3791721198337945,120.68571428571428,116.71428571428571,0,127.5315739868049,139.31795027750323,125.66666666666667,161.83114336463126
1.3590261132837138,120.68571428571428,116.71428571428571,0,127.5315739868049,139.33979406420352,125.66666666666667,161.76325818113884
1.3380599785496246,120.68571428571428,116.71428571428571,0,127.5315739868049,139.3131373725255,125.66666666666667,161.6228528849487
1.2870631086345838,120.68571428571428,116.71428571428571,0,127.5315739868049,139.32688875669245,125.66666666666667,161.58298045122078
1.2631731549851162,120.68571428571428,116.71428571428571,0,127.5315739868049,139.32688875669245,125.66666666666667,161.4666179043566
1.247690496364773,120.68571428571428,116.71428571428571,0,127.52071563088512,139.25415294548117,125.66666666666667,161.43415386425866
1.2174497969662186,120.68571428571428,116.71428571428571,0,127.52071563088512,139.31474247685185,125.66666666666667,161.49770942364634
1.2038058533793616,120.68571428571428,116.71428571428571,0,127.52071563088512,139.2236531444516,125.66666666666667,161.4958664809301
1.190865085589118,120.68571428571428,116.71428571428571,0,127.52071563088512,139.27978835978837,125.66666666666667,161.45743548313538
1.178418670321,120.68571428571428,116.71428571428571,0,127.52071563088512,139.27978835978837,125.66666666666667,161.44800309447828
1.1593509422978971,120.68571428571428,116.71428571428571,0,127.52071563088512,139.27978835978837,125.66666666666667,161.4412848539719
1.1449312759113037,120.68571428571428,116.71428571428571,0,127.52071563088512,139.28850992451774,125.66666666666667,161.4526276404472
1.1230657552138075,120.68571428571428,116.71428571428571,0,127.52071563088512,139.28850992451774,125.66666666666667,161.4013235055024
1.1052799428155113,120.68571428571428,116.71428571428571,0,127.52071563088512,139.28850992451774,125.66666666666667,161.28220417533714
1.0832433419832481,120.68571428571428,116.71428571428571,0,127.52071563088512,139.20769497400346,125.66666666666667,161.1633014092116
1.052655106453759,120.68571428571428,116.71428571428571,0,127.52071563088512,139.20769497400346,125.66666666666667,161.11060904899958
1.0174922372098494,120.68571428571428,116.71428571428571,0,127.52071563088512,139.20769497400346,125.66666666666667,161.01141572427332
0.995078718565589,120.68571428571428,116.71428571428571,0,127.52071563088512,138.9492510772177,125.66666666666667,160.90819666882769
0.9722893197380703,120.68571428571428,116.71428571428571,0,127.52071563088512,138.93380406001765,125.66666666666667,160.85032861788085
0.968625469924812,119.57142857142857,116.71428571428571,0,127.52071563088512,138.7542030934768,124.07692307692308,160.82265691451758
0.952558941920644,119.57142857142857,116.71428571428571,0,127.52071563088512,138.57155149589622,124.07692307692308,160.7637023027062
0.9446008322153755,119.57142857142857,116.71428571428571,0,127.52071563088512,138.43845799618447,124.07692307692308,160.74693711297647
0.9313225803572226,119.57142857142857,116.71428571428571,0,127.52071563088512,138.40075787272966,124.07692307692308,160.65036590671488
0.9136949800046227,119.57142857142857,116.71428571428571,0,127.52071563088512,138.4309709929582,124.07692307692308,160.59527542605477
0.9038010909443016,119.57142857142857,116.71428571428571,0,127.52071563088512,138.30819545979222,124.07692307692308,160.58933737225553
0.893898916967509,119.57142857142857,116.71428571428571,0,127.52071563088512,138.15777100012707,124.07692307692308,160.62242898198645
0.8817060472065658,119.57142857142857,116.71428571428571,0,127.52071563088512,138.1672033844794,124.07692307692308,160.4809164322582
0.8765169212958177,119.57142857142857,116.71428571428571,0,127.52071563088512,138.0967681557275,124.07692307692308,160.2980146526405
0.8297745209665334,119.57142857142857,116.71428571428571,0,127.52071563088512,138.0967681557275,124.07692307692308,160.24948054789206
0.823543553477566,119.57142857142857,116.71428571428571,0,127.49908256880734,138.11477335971801,124.07692307692308,160.1631840583149
0.8097839512575029,119.57142857142857,116.71428571428571,0,127.49908256880734,138.11393805309734,124.07692307692308,160.0160603115547
0.797483350054235,119.57142857142857,116.71428571428571,0,127.49908256880734,138.11657114985977,124.07692307692308,159.76085746732667
0.7886888531819782,119.36241610738254,116.71428571428571,0,127.49908256880734,138.03790439401254,124.07692307692308,159.64767870472977
0.7773323608629659,119.36241610738254,116.71428571428571,0,127.49908256880734,138.03790439401254,122.2,159.64238198996594
0.7729233705736475,119.36241610738254,116.71428571428571,0,127.40328467153284,137.99862530631762,120.77777777777777,159.59297077314793
0.7596762598672673,119.36241610738254,116.71428571428571,0,127.40328467153284,137.98201183431954,120.77777777777777,159.53875565134544
0.7471413659561591,119.36241610738254,116.71428571428571,0,127.3415300546448,137.94427390791026,120.77777777777777,159.47450368834498
0.7425810125132242,119.36241610738254,116.71428571428571,0,127.3415300546448,137.86246868992836,120.77777777777777,159.41777892309258
0.7352393265653069,119.36241610738254,116.71428571428571,0,127.3415300546448,137.82219543001492,120.77777777777777,159.36856980469153
0.7250352190756949,119.36241610738254,116.71428571428571,0,127.3415300546448,137.8077187750889,120.77777777777777,159.3324702962423
0.7157977634778369,119.36241610738254,116.71428571428571,0,127.3415300546448,137.80942879945275,120.77777777777777,159.153642488291
0.7109526957450325,119.36241610738254,116.71428571428571,0,127.3415300546448,137.80411615449677,120.77777777777777,159.1253977043815
0.7049866804051167,119.36241610738254,116.71428571428571,0,127.3415300546448,137.72595402811874,120.77777777777777,159.01879467057586
0.6972834117479768,119.36241610738254,116.71428571428571,0,127.3415300546448,137.65840511253126,119.36842105263158,158.96011568926394
0.6903292589459927,119.36241610738254,116.71428571428571,0,127.3415300546448,137.68728256667956,119.36842105263158,158.93995250825805
0.6841676571559583,119.36241610738254,116.71428571428571,0,127.3415300546448,137.6238637608148,119.36842105263158,158.86866842443354
