filename,gmean_bins0,gmean_bins1,gmean_bins2,gmean_bins3,gmean_bins4,gmean_bins5,gmean_bins6,gmean_bins7,class
transformed_image_covid_1.png,0.5592969080897925,75.4972056272885,151.5,173.67109202134583,85.26001160766106,35.0,176.9298285198556,238.88319105446675,1
transformed_image_covid_2.png,1.284319707138499,73.98255601780892,153.6,168.2335275210928,68.42905584401822,0,182.13381211821033,243.22790427002255,1
transformed_image_covid_3.png,1.354547184170472,67.61164176667484,155.0,176.0681620587724,69.69469197985278,9.0,178.6946668052812,244.80263157894737,1
transformed_image_covid_4.png,0.09640666082383874,60.678758225071704,164.5,184.05902677800174,73.15796553173602,1.4444444444444444,175.86095046517477,247.4739924818603,1
transformed_image_covid_5.png,2.906584203066615,80.86580973232573,143.75,181.46329601761792,79.88200757575757,31.11111111111111,185.0615098874686,244.6302339901478,1
transformed_image_covid_6.png,0.522430607651913,72.8061783756851,160.33333333333334,171.00313133173697,63.83939614405238,0.0,177.29537512846866,242.4282433230527,1
transformed_image_covid_7.png,0.2690419635787807,62.509696016771485,148.0,179.44917349993491,76.77692981358689,39.285714285714285,169.69253536967975,247.9764437022062,1
transformed_image_covid_8.png,1.765935850588713,63.496322332877696,150.5,201.6746435010654,93.5253564082559,49.714285714285715,167.72677038170534,245.0241054613936,1
transformed_image_covid_9.png,1.0903325334247516,58.36693460786444,143.78571428571428,175.16666666666666,83.605421686747,37.5,172.68711281070745,241.79103840682788,1
transformed_image_covid_10.png,2.7123117141790116,48.281537674735766,0,203.00194552529183,67.99354233933965,32.0,161.84931732192794,247.80156555772993,1
transformed_image_covid_11.png,0.5570330608759302,75.0118922961855,0,174.51273426237387,67.52108589783442,0.0,182.440424610052,242.12666076173605,1
transformed_image_covid_12.png,0.6728577458843393,50.74182115594329,0,186.26330164973234,74.56053067993366,0,171.61724305893813,244.20265977096417,1
transformed_image_covid_13.png,1.272107952312328,46.8145204027557,0,189.97137901127493,72.52897082658022,4.384615384615385,168.8781951416537,247.78282130328478,1
transformed_image_covid_14.png,0.020529493729679518,62.045313639679065,0,178.76542991233507,64.4098028169014,77.0,178.83135940409684,249.05955529434812,1
transformed_image_covid_15.png,0.1328116139276398,67.95586787216901,0,187.58400321543408,67.41655484736665,0.0,181.4636678200692,249.87262846791876,1
transformed_image_covid_16.png,13.891502276176023,97.97544947303162,0,175.05547700241203,65.89387805177279,0,196.2635479388606,239.02833281781628,1
transformed_image_covid_17.png,1.3046972269383135,84.51352864340362,0,178.75647567986564,42.10363882806798,0,188.36758697536214,245.74131213962912,1
transformed_image_covid_18.png,0.8895779500430663,85.01585195015852,0,173.44998057498057,71.61523875193932,0,182.05745747928478,242.01510133792556,1
transformed_image_covid_19.png,0.4585018605403656,76.74983009892019,153.34285714285716,172.96330275229357,77.26248927038627,0,180.69700854700855,237.53384791905705,1
transformed_image_covid_20.png,7.035167177301186,91.41482582837723,0,176.04969382948659,63.74048483428973,0,189.57786799916718,244.21317769927813,1
transformed_image_covid_21.png,0.31522956326987683,69.4346964322971,0,183.1543307086614,60.909356500345964,0,183.62906658558833,244.63978723404256,1
transformed_image_covid_22.png,4.32423418972332,54.094491854150505,136.0,170.05412391321374,68.11736926175429,0,174.75,237.26842897055664,1
transformed_image_covid_23.png,3.9378623782955913,83.4415372035977,0,174.77309628186393,69.3645872715816,0,190.98170494355782,241.20978507542384,1
transformed_image_covid_24.png,0.22242072353729345,60.88611615245009,154.66666666666666,182.64740006328446,72.4695917123705,46.5,171.7145469984976,249.1490930255117,1
transformed_image_covid_25.png,4.484769182455773,81.80102315562736,0,172.98579499596448,64.35609756097561,69.0,184.3819083791954,247.72221223021583,1
transformed_image_covid_26.png,1.5909785932721712,83.4503232518392,155.0,172.37675639072287,72.22654552636777,1.0,184.3451086956522,240.1864876516598,1
