filename,rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class
transformed_image_covid_1.png,37.01361236970988,4.500671255093266,4.020084292266624,38.63241149529751,20.008506139433052,0.0,14.062384139502985,42.500209600985976,0
transformed_image_covid_2.png,30.74729084667507,14.110015398812587,18.755906075386083,37.04445819003468,21.322626096579064,0,21.01099302482829,40.101168059658534,0
transformed_image_covid_3.png,16.913542773039858,26.180884011776516,0.0,39.72470380259627,27.611281357362817,2.777951840944349,13.910996449066825,41.953985540368784,0
transformed_image_covid_4.png,26.865556607907077,21.59351465292855,3.571652366928449,46.123369494820885,22.80696153473716,5.538011175803758,11.560454984524421,39.908806564766884,0
transformed_image_covid_5.png,33.740446599067056,12.864616851947018,15.713316953302085,37.553685250578106,34.40860644561905,22.85726154064639,14.09193611106845,43.76482632133061,0
transformed_image_covid_6.png,30.413601190283426,13.907764750951515,1.880909567004434,37.80182034540191,22.33671789348944,13.231948044638532,15.269926183240228,39.79543107185788,0
transformed_image_covid_7.png,25.076753705801227,24.191813437013202,19.140861091744952,49.13688176386625,20.897800710909426,21.331528378411505,18.44939887602943,41.35893704704353,0
transformed_image_covid_8.png,30.625252619799035,18.216928891241636,6.3496042078727974,39.12985513874059,22.164785250089945,19.35324979168142,12.552495595137984,37.45949105891025,0
transformed_image_covid_9.png,25.931510545760737,25.74998512422518,13.030552734951874,43.761284356874356,18.409174615993454,17.897342755735778,12.257040767870462,35.551611794034336,0
transformed_image_covid_10.png,28.770319752744193,28.104927580443967,0,51.40964148198228,14.520233519236696,13.41057309940666,5.999445712457854,34.183480195328805,0
transformed_image_covid_11.png,28.37106800888739,15.62046262901723,0,39.31242558578644,31.480674285991306,16.824168021993046,14.407597389897024,42.612326125251315,0
transformed_image_covid_12.png,26.733983607045804,24.37383801620124,0,44.978330150242506,20.769986007810118,0,11.168480897231053,35.00564751877954,0
transformed_image_covid_13.png,29.167051060743475,30.253449118939756,0,51.40943629645649,16.68759638698088,10.549691916794465,9.480056609821734,36.98740657385285,0
transformed_image_covid_14.png,23.856677887771657,23.517374659789816,0,44.3333566817838,27.885741171226574,0.0,12.283296816126699,38.98306087761005,0
transformed_image_covid_15.png,26.30916903286546,21.267650712969434,0,41.59183996626719,26.08154101502554,6.746454470864847,11.452851667709954,40.32427832439226,0
transformed_image_covid_16.png,39.04451365057767,5.1006810350920695,0,28.58528952820125,35.5373177934266,0,13.969982326296911,51.95236136544889,0
transformed_image_covid_17.png,19.67482937852909,23.43989824545142,0,36.108182918214865,35.30738172534368,0,13.03344866740483,47.46390152163199,0
transformed_image_covid_18.png,32.9412071297815,8.356816319676595,0,35.63377899921652,22.574009274018813,0,14.75213258057971,43.3317169870142,0
transformed_image_covid_19.png,31.94454648529793,9.109465501177086,13.336301560963657,30.47629207036989,19.015722274793898,0,24.73841823130794,42.98954448182158,0
transformed_image_covid_20.png,38.64738356499797,5.2008067359805406,0,32.71248922265043,33.54276319084812,0,12.235111214121586,48.49550885253718,0
transformed_image_covid_21.png,25.95243349923596,20.355315160175135,0,40.283021823225965,27.07605314004762,0,13.618418153098508,40.24825806659629,0
transformed_image_covid_22.png,26.238609305444243,25.85909290637063,0.0,32.169832294769726,8.963452857997046,0,16.22987736197977,35.15568763883297,0
transformed_image_covid_23.png,26.459446356669126,11.530562826458825,0,32.907348360022176,31.994105129193745,0,15.508393399213972,48.770204149214614,0
transformed_image_covid_24.png,25.95916915195222,25.629140457475025,13.291730859980984,49.30908104670525,20.37797288899803,39.72149479687509,11.055298495636654,35.36087542971869,0
transformed_image_covid_25.png,26.39249237943539,11.877764446272948,0,33.14447101497468,36.22898743853652,0.0,11.746521097049001,49.09235205031818,0
transformed_image_covid_26.png,38.33983703532813,2.953781687417975,0.0,34.45108336941703,28.92153475023451,0.0,16.547791567966566,46.15382943525274,0
transformed_image_covid_27.png,21.889818404010647,11.970102633928155,0,33.623928880374265,32.11862598125025,0,23.51233223920062,44.82569997150157,0
transformed_image_covid_28.png,26.836383773680016,19.50187675358879,0,44.591450986574536,27.153548714708347,0,9.595296970819653,36.91074564203613,0
transformed_image_covid_29.png,34.509466974498736,3.7714091167128005,0.0,31.389812197846204,39.80302038267601,0,14.892073228728988,50.51495289666392,0
transformed_image_covid_30.png,31.558215763638128,17.782059274800105,0,38.77384885391673,18.564621728728735,0,11.477660865179534,37.94221881551708,0
transformed_image_covid_31.png,26.500911302341066,23.990745573310573,0,40.43736266910804,23.26435237211983,0,11.041646232033488,37.58199669317125,0
transformed_image_covid_32.png,44.72178661665396,10.395544699918386,11.30999370036246,28.546913784507147,20.764906792134415,0.0,24.692277933001026,44.09364719395355,0
transformed_image_covid_33.png,32.06326427298374,8.287996062605798,0.0,40.27748446395129,27.791595869746004,0,14.736528233257808,41.61028509827609,0
transformed_image_covid_34.png,27.92315520712535,15.186020692842105,12.302358152753545,37.14089795297363,29.374102749623884,0,16.875336844306165,41.798539637213196,0
transformed_image_covid_35.png,37.73369946750538,11.614502460548259,18.594159177037586,33.55412366350754,15.6156913008733,0,17.872379776544285,40.569145274025274,0
transformed_image_covid_36.png,29.43692014321949,12.43888557079972,0,34.067959934907186,18.179499510578566,0,10.918370166753792,37.80065132423924,0
transformed_image_covid_37.png,26.02796219796756,23.731463005103183,5.913932365627785,49.567343443169655,22.80584955482839,10.590792774581457,14.596493150529383,36.93489826887951,0
transformed_image_covid_38.png,23.91887645925037,20.76690730912071,0,41.76809987790571,25.509306196186355,0.0,10.80936688773871,41.11109540528715,0
transformed_image_covid_39.png,25.710675515480883,13.059804559182828,11.344271578049218,37.607757633659546,20.025351803146137,0,13.615138476135801,38.837805623910526,0
transformed_image_covid_40.png,28.365738201546687,18.494350882858587,0,43.86933584220954,26.195149662097947,0.0,11.369253871343107,36.51847544418878,0
transformed_image_covid_41.png,29.937180466795983,27.89345110194579,0,51.27733752021558,21.113285379392476,3.1748021039363987,7.321008995138834,33.06363705243877,0
transformed_image_covid_42.png,32.30189151972966,9.076955783841052,0,37.169963700223484,27.335204585522092,0,13.189801867229916,43.56146606729017,0
transformed_image_covid_43.png,26.212445467619688,22.401764964242204,0,44.40846193866532,26.764881115289224,9.44398506026247,10.85089440653855,39.85468425755425,0
transformed_image_covid_44.png,26.229821580161286,24.448845167458494,0,44.44457240505626,23.226820629149113,0.0,10.629263950900347,37.148784970894575,0
