filename,bstd_bins0,bstd_bins1,bstd_bins2,bstd_bins3,bstd_bins4,bstd_bins5,bstd_bins6,bstd_bins7,class
transformed_image_covid_1.png,33.821660775456515,18.164470881735287,11.255862669935365,5.649576076366994,6.201293191973722,0.0,34.82079358045744,26.51956746919519,1
transformed_image_covid_2.png,23.118772998554043,19.56579799749615,9.524547466944616,10.857970840515984,16.511386610798088,0,31.662673840441023,29.87628790313924,1
transformed_image_covid_3.png,21.70673850506784,20.710216615314614,0.0,7.266242816548062,34.2371152965985,3.5355339059327378,45.157098431249224,22.038577711823013,1
transformed_image_covid_4.png,18.910969438422175,24.14386254608692,0.7071067811865476,7.6618430976536605,23.365754013093383,23.85251187046899,37.215232668756805,30.505713242596524,1
transformed_image_covid_5.png,23.001317422942424,19.825358924170875,9.766012492312305,11.12781389884376,20.29988395235589,23.37758067700073,41.88950416694351,28.634503106973412,1
transformed_image_covid_6.png,23.39801412704732,18.55650246221766,8.090346327797326,9.407869953311433,17.368821811236437,5.267826876426369,37.16252944863518,24.39387575344332,1
transformed_image_covid_7.png,16.87656212623879,23.753903454154454,9.809735102324517,22.573958568191884,20.787596451118894,25.3258175932602,31.349314070026427,36.57394653970108,1
transformed_image_covid_8.png,25.69843943473369,20.757861444556816,2.1213203435596424,16.92197406854197,7.107754563869447,16.463445780612556,31.967943398101664,36.00258970349583,1
transformed_image_covid_9.png,20.86426032480229,23.532083083665775,14.329318057917217,10.908699508270091,10.094867308178035,29.100042955294757,33.26922368604496,31.729305675864218,1
transformed_image_covid_10.png,16.156117807672448,27.615229075826157,0,19.028740115631244,17.55963392724111,8.03695169778895,32.139405944741576,45.5114802932347,1
transformed_image_covid_11.png,22.793180949418897,20.582127937611464,0,8.128169077156029,27.180234109329827,6.622378936438002,45.17793223698043,21.72008170417989,1
transformed_image_covid_12.png,19.712264579694043,23.528259129893957,0,8.018226374869686,15.467356432323236,0,35.7789034594091,31.59701011673715,1
transformed_image_covid_13.png,13.424641934869745,28.479801156089785,0,17.937131157742265,23.571716962227388,15.101966020052494,34.5134130312182,43.05221667589411,1
transformed_image_covid_14.png,14.78918078207764,22.682833512050166,0,8.057467082735332,25.038421151700675,0.0,39.70722119568956,29.263602024323312,1
transformed_image_covid_15.png,19.055217061550657,20.78193321597988,0,9.516099254935927,25.401887808008905,4.596194077712559,40.51894280016191,27.349809800618964,1
transformed_image_covid_16.png,27.783906088171975,13.921144649331593,0,6.610244380729405,14.146786897370298,0,41.981890395279216,17.91898613807519,1
