filename,rstd_bins0,rstd_bins1,rstd_bins2,rstd_bins3,rstd_bins4,rstd_bins5,rstd_bins6,rstd_bins7,class
transformed_image_covid_1.png,32.78484813830199,1.7449641094152808,3.6057920227199873,35.366428337740814,17.072969906977328,0.0,11.196529185064822,36.10366365629735,1
transformed_image_covid_2.png,26.95466668668275,10.640373191472925,17.068920567212132,33.556859742226905,18.838630932731846,0,17.463959954833847,36.09013054111497,1
transformed_image_covid_3.png,13.952496659607016,24.365108538413672,0.0,36.321627657126086,23.901680537561937,2.4748737341529163,10.452804680920195,38.324241224128166,1
transformed_image_covid_4.png,24.038022013840497,19.072906557099206,3.181980515339464,42.45595039163048,19.934677076710138,4.908630525423222,9.357351462592812,35.15474520446599,1
transformed_image_covid_5.png,29.339405913468294,9.36921642679087,14.405101334056779,33.90884364512548,28.77602029017445,19.96978564783062,10.788406400742408,39.982742342891505,1
transformed_image_covid_6.png,26.884728240501538,10.059283818070261,1.6442942874387516,34.72839411157463,19.971789780268157,11.273124382057235,11.907209488397303,35.16284854896933,1
transformed_image_covid_7.png,21.835163758978922,20.8340066159729,16.217488845207953,46.45277796366448,18.256403518328877,18.887342275998726,16.86084511480703,36.83346115819053,1
transformed_image_covid_8.png,26.009131773320483,14.07867295350673,5.656854249492381,33.03640032562405,18.892919864100755,16.625027285148754,10.281338944952891,33.5751627506873,1
transformed_image_covid_9.png,22.789023943489276,21.654375423412436,11.493350829515038,39.77865717068705,15.730296015552668,16.743002269605054,10.426755693929275,28.315371538600342,1
transformed_image_covid_10.png,26.154242651039525,24.59458738271879,0,45.24289583785358,13.164628515989564,12.360705361630343,5.271720875851298,30.9769536432302,1
transformed_image_covid_11.png,25.34159100769037,12.547089713543805,0,35.893940395779744,28.126754967274042,15.42319681518718,11.3342412408793,37.52585675959853,1
transformed_image_covid_12.png,24.408447224851766,20.89013547507317,0,40.75792770946775,18.774860246915896,0,8.95804790928963,31.313539462040435,1
transformed_image_covid_13.png,26.722691650713344,27.382557291256486,0,47.41424352878125,14.829592871846563,8.729592209239357,8.527385768599586,31.075962667635174,1
transformed_image_covid_14.png,21.232728064785213,21.614630412567514,0,41.23175826608177,24.480204261660106,0.0,10.032628197230334,34.040956581695596,1
transformed_image_covid_15.png,23.356297396589074,19.056074763552864,0,37.70987229776342,23.017560280162886,6.010407640085654,9.834315451198062,35.10170232771559,1
transformed_image_covid_16.png,36.83908084183435,3.4652132113927947,0,25.878594220775735,30.763671566194937,0,12.032720194159358,45.51380998487621,1
transformed_image_covid_17.png,17.00369263423669,20.77348232151572,0,33.21477666342385,32.200993179807455,0,10.226711235507713,43.14855004033867,1
transformed_image_covid_18.png,29.20015374737015,5.280162648430141,0,32.273553198515906,20.595175939094613,0,12.990043790986798,38.321730760539026,1
transformed_image_covid_19.png,28.74989099702529,6.335249269777011,11.501220655551748,27.24224226396781,15.865737587472216,0,20.278838160438028,39.22415730797975,1
transformed_image_covid_20.png,35.80805961969582,3.238231079668994,0,29.834928513221282,29.577578107852787,0,10.580589234167398,44.043725435756464,1
transformed_image_covid_21.png,22.976403127753024,17.91851025500408,0,35.871868037488596,23.891771571614637,0,11.191365119980313,36.642219075346475,1
transformed_image_covid_22.png,24.08997542934901,21.23173916666992,0.0,28.35463294785057,7.352676031441257,0,14.107811776322247,31.09677723096453,1
transformed_image_covid_23.png,23.78744867742197,9.46874154989885,0,29.83245866872728,27.202347854923627,0,12.804558736714434,44.153097679550015,1
transformed_image_covid_24.png,23.62453068407413,23.653822106373077,12.369691154562394,45.40154922169206,17.461468041196152,32.60224663025214,8.771463814372499,31.257838674683942,1
transformed_image_covid_25.png,23.22493847970103,10.258675205495626,0,29.82188452646186,32.14959678553707,0.0,9.347079849770632,45.40407267175368,1
transformed_image_covid_26.png,35.46958666592498,1.2837337156600421,0.0,30.811482325421228,24.372415146777822,0.0,13.22232395030303,42.0481052186435,1
transformed_image_covid_27.png,19.428848155297082,9.47057267704372,0,30.316167139215747,27.509552568952877,0,19.67739256169783,40.626599549741265,1
transformed_image_covid_28.png,24.169838611991427,17.128242858780027,0,41.26270064706247,23.75057654765109,0,8.037424194112257,32.59254418006675,1
transformed_image_covid_29.png,31.61801147745692,2.1364272253887457,0.0,28.47425366539454,35.79131488302881,0,12.375350276205884,45.89320167590478,1
transformed_image_covid_30.png,26.956609505621966,13.977867819269438,0,34.99463478607897,16.799618158023343,0,9.779720579271196,34.60208883868864,1
transformed_image_covid_31.png,24.23610065625811,20.71880701907119,0,35.60375117706221,20.792681625787214,0,8.658382603586798,31.594845747719965,1
transformed_image_covid_32.png,41.710015807333185,8.017457708587578,8.117729065819875,26.057322347258584,18.49197817392371,0.0,19.51506191219651,40.67603668519411,1
transformed_image_covid_33.png,29.011650485838587,5.576545549534095,0.0,37.12237757392225,24.520475595566225,0,11.394561203147168,37.08232355162957,1
transformed_image_covid_34.png,24.771562229046584,12.359649184718133,10.960155108391486,33.74794938792265,25.36022941920402,0,13.544905147998412,37.30139803816645,1
transformed_image_covid_35.png,31.900770964994486,8.7102605419615,16.17485084282899,30.324289043902322,14.114448510638,0,15.499818951886358,36.97135179758862,1
transformed_image_covid_36.png,26.581846812611236,9.683875186928024,0,30.953877750563816,16.045339814966148,0,8.715567192068601,31.057859610965387,1
transformed_image_covid_37.png,23.820826978192656,20.835046087252056,5.121560282682601,45.5140207885888,20.004140750555266,9.815426256286207,10.735125552479273,32.41886253996107,1
transformed_image_covid_38.png,21.335411170058983,18.536545528055214,0,38.02251584619383,22.938263703717386,0.0,9.299512630599066,36.83799645411105,1
transformed_image_covid_39.png,23.040129574643853,9.412534773210586,9.027552518557213,34.19459059496721,18.08856734565771,0,11.077726321845972,32.959407968944916,1
transformed_image_covid_40.png,25.5819850948044,16.5122865303978,0,40.18630259259972,22.64716014616084,0.0,9.316430289970773,33.07349218193155,1
transformed_image_covid_41.png,27.650401806581925,24.545637010725553,0,46.01679685036591,19.258130853731696,2.8284271247461903,5.75756376574422,27.945880255404113,1
transformed_image_covid_42.png,29.267094099691505,6.617168333238004,0,33.97722768663677,23.04332931818775,0,10.7178383687457,38.54913985929922,1
transformed_image_covid_43.png,23.601095768749193,19.56087715205946,0,37.96566049295024,24.03794838929746,8.296135476636092,8.906658574581368,34.19308505766969,1
transformed_image_covid_44.png,23.904929883474736,21.85906793348595,0,40.007892660033,20.760003084168847,0.0,8.427516918487337,32.549748195819106,1
transformed_image_covid_45.png,26.245210669312403,17.844565610569028,13.05676944977692,29.505582109169435,9.346220554459629,2.34125638952283,14.876754808406133,32.852616868157064,1
transformed_image_covid_46.png,23.589927794360193,15.184059148126677,0,35.049125320810425,28.384167188899827,33.94112549695428,9.313609475497216,38.505562555962676,1
