filename,bkurto_bins0,bkurto_bins1,bkurto_bins2,bkurto_bins3,bkurto_bins4,bkurto_bins5,bkurto_bins6,bkurto_bins7,class
transformed_image_covid_1.png,39.092066915351296,21.91579164081794,15.564233586685551,10.232451947177733,12.530199663682325,0.0,40.67429521689541,31.538220984460043,0
transformed_image_covid_2.png,28.281468206374075,23.12768056337604,11.97944940764918,17.519197603631387,24.313130791311853,0,38.506227695768196,36.56209953536503,0
transformed_image_covid_3.png,26.681674511627566,24.44279831477023,0.0,12.323460376798092,38.08355489805817,4.204482076268572,55.65801603199214,27.952446222080628,0
transformed_image_covid_4.png,24.056261426878322,28.55835258928412,0.8408964152537145,13.800903100608958,27.757483172286644,33.44908645974371,44.80959526409985,37.88409948597411,0
transformed_image_covid_5.png,27.88476713586784,23.32947651754482,13.44558652415732,16.742312451586088,28.738945020104744,26.135224351278588,49.330295030054224,35.162253973612586,0
transformed_image_covid_6.png,27.55895524098289,21.866346196450944,9.650701333643145,14.741245389847622,24.43762227407744,6.839839948511375,42.948698196004464,29.682244969414008,0
transformed_image_covid_7.png,20.498426875289073,28.80776020372247,12.592722382519833,26.264734984142088,27.391711750228595,30.887482527490715,40.17000746444524,43.72065698333761,0
transformed_image_covid_8.png,30.86345474886674,24.91197737782778,2.5226892457611436,24.480613083399714,14.901614207116394,24.55785629098127,42.45235470145881,42.98507436298945,0
transformed_image_covid_9.png,27.44898828225524,28.937332663608817,19.138047166009716,18.11101621991907,18.375769877979113,31.986273638508077,39.224553600806324,38.28341318053768,0
transformed_image_covid_10.png,20.390525826419186,32.849928788311814,0,25.94126958364947,20.775307581549814,10.151596015656429,35.48508697866861,51.96171673839398,0
transformed_image_covid_11.png,27.631018852882015,24.66443403170984,0,10.920926453754198,30.5299083630882,8.372828342981645,51.916428810848345,27.109587178970536,0
transformed_image_covid_12.png,25.08211562417404,28.90676274462015,0,12.661532253056368,21.647204586358612,0,41.48912533054647,38.40978314950638,0
transformed_image_covid_13.png,18.67840605484338,32.83177731313185,0,22.397858527630888,26.9965464789467,19.44163688984521,39.574871853049466,48.862749202834955,0
transformed_image_covid_14.png,18.054130824783833,26.710834575658236,0,12.309978969842932,30.097641014973117,0.0,49.45707580232931,34.504079465353655,0
transformed_image_covid_15.png,23.758319997577807,24.877820275175203,0,14.286635819368211,29.136777574594912,5.465826699149145,47.837352846901354,32.30077145260081,0
transformed_image_covid_16.png,32.98814466035845,16.921684312115357,0,8.733845169226669,22.65561194942832,0,49.05486807787787,24.931385698040856,0
