filename,rskew_bins0,rskew_bins1,rskew_bins2,rskew_bins3,rskew_bins4,rskew_bins5,rskew_bins6,rskew_bins7,class
transformed_image_pneumonia_1.png,29.15706530401043,14.452905641005222,7.261985196465998,39.35250435711409,21.311289856694597,0,10.794184172030311,37.63656049491203,2
transformed_image_pneumonia_2.png,38.57140232245208,5.730193576449588,0.0,35.98105475316983,24.510970750119398,0,11.279863243184257,40.4159221042243,2
transformed_image_pneumonia_3.png,31.06016204250453,9.34765764220794,0.0,35.84850878001304,24.249685333954286,0,11.075515411537253,41.09736002294716,2
transformed_image_pneumonia_4.png,28.267568448188253,12.87578356544516,0.7211247851537042,37.09003375208863,27.842390168337786,0,16.671736665215477,42.887606376553,2
transformed_image_pneumonia_5.png,32.46589130830492,6.457142414928626,6.676265469689044,36.64671501874937,24.753677539406418,0,12.907410008850638,42.167696995441275,2
transformed_image_pneumonia_6.png,27.96083767961397,16.46585095806284,0,40.385871472694,22.827777369657685,0,9.02575779643179,37.397080751041806,2
transformed_image_pneumonia_7.png,28.490383365684785,15.88383008769257,0,37.39629999390511,15.289851224578525,0,11.018802341162326,36.69605013504657,2
transformed_image_pneumonia_8.png,30.036216910939356,11.34783306409123,0,33.048145006896185,27.069346984514816,0,9.326179633700875,40.2944382580978,2
transformed_image_pneumonia_9.png,32.112681587322484,6.42737295219164,0,33.41042162674465,25.981204252477596,0,16.170992217625233,44.61665205658294,2
transformed_image_pneumonia_10.png,31.92379368414277,9.442701082139902,0,30.3086229099259,20.623705612800055,0,12.982100368723286,46.04917864940934,2
transformed_image_pneumonia_11.png,35.39819696985227,10.143365469667398,0,27.703056825067346,22.572545031522044,0,15.848072912599148,46.46430843895804,2
transformed_image_pneumonia_12.png,36.215438607053265,6.732600596201266,0.0,23.49946479412778,34.59741311228031,0,16.72827879419323,56.09356399816858,2
transformed_image_pneumonia_13.png,38.7777559413839,5.500001889320124,6.2714018223676895,28.85507122125134,36.868521870340956,0,15.899954858206995,46.28415975239317,2
transformed_image_pneumonia_14.png,39.36934216804026,7.984096997104465,0,26.67832651735123,25.427642664807202,0,16.018543756926725,46.427788121957526,2
transformed_image_pneumonia_15 (1).png,36.298630927560296,7.38123549884021,0.0,26.863260930347188,32.431047544312804,0,14.711396464471871,53.04002081920039,2
transformed_image_pneumonia_15.png,36.298630927560296,7.38123549884021,0.0,26.863260930347188,32.431047544312804,0,14.711396464471871,53.04002081920039,2
transformed_image_pneumonia_16.png,26.79368606998805,13.962165778814914,0.0,42.20947012764838,28.054450315410488,0,10.187936424992127,41.74395445342923,2
transformed_image_pneumonia_17.png,33.62139137016817,5.414045740575512,2.381101577952299,27.738079557296164,31.666535368807523,0,14.309736507406972,54.333875454976216,2
transformed_image_pneumonia_18.png,37.45241345208993,7.571053474559859,0,26.07980101999113,28.090702269166496,0,12.333649067269118,50.50973688215522,2
transformed_image_pneumonia_19.png,47.317492271056686,13.23845766747089,0,21.619312104752748,26.457398528929183,0,13.970349210717917,47.59464275516506,2
transformed_image_pneumonia_20.png,25.36941399634741,25.108296488376965,0.0,43.606151301512696,16.436236784222665,0,11.055298011227086,35.58327232591344,2
transformed_image_pneumonia_21.png,26.960465763637362,19.185869193776558,0,40.519563149264265,21.11038167293174,0,9.647153682120077,35.230922657357866,2
transformed_image_pneumonia_22.png,30.001339348862714,15.917662442850201,0,41.699412693648405,20.00613758823413,0,11.871442627909603,35.740726479025625,2
transformed_image_pneumonia_23.png,40.754269266257694,8.890876508985583,0,28.463394072365226,28.01365926155336,0,11.706584689000232,46.75842913313431,2
transformed_image_pneumonia_24.png,47.23793357518314,13.070952652997024,10.267881601865202,24.644124225820526,17.260043181843507,0,18.09173187198814,42.43233221797753,2
transformed_image_pneumonia_25.png,27.967815082822863,10.07719150785912,12.214339087474734,34.160981487528815,20.401570901149725,0,12.960229405851104,39.73934068303433,2
transformed_image_pneumonia_26.png,39.273663720740416,7.191030829100737,0.0,28.088004632122193,28.396419684507862,0,17.249325687294146,48.64811526023662,2
transformed_image_pneumonia_27.png,27.831170790112807,10.378050104420767,0,33.49543330891805,19.109825371640557,0,14.28585756093732,44.022235752870884,2
transformed_image_pneumonia_28.png,28.065565310709296,11.482148816764486,0,36.5326438806359,24.467882055578833,0,9.47400512522025,39.162679543159044,2
transformed_image_pneumonia_29.png,35.27434330537864,7.62393123415126,3.418202759614457,28.256191943194118,22.012344102659974,0,17.879117437683664,48.959175101089244,2
transformed_image_pneumonia_30.png,38.15181989256564,9.252586745712259,8.029888097904164,28.581653269355233,24.49453479751766,0,18.119436705408614,41.709820956431564,2
transformed_image_pneumonia_31.png,38.82908076802421,13.939578576555261,9.785735642358652,24.04519191622859,19.572199214083767,0,18.209519095634544,43.69937065648603,2
transformed_image_pneumonia_32.png,29.135203862644783,14.294814368339715,0,37.9281775484912,24.830908411148464,0,10.430609256968932,38.49304919245203,2
transformed_image_pneumonia_33.png,38.122991029591105,10.436648306867527,12.441718281638106,27.586203751622353,24.238159537560453,0,15.259657170504374,45.43423067361399,2
