filename,bkurto_bins0,bkurto_bins1,bkurto_bins2,bkurto_bins3,bkurto_bins4,bkurto_bins5,bkurto_bins6,bkurto_bins7,class
transformed_image_pneumonia_1.png,40.52879537558809,23.139994086262753,9.685532590633613,10.33148051896894,11.357037848142015,0,39.245501311124265,36.657253255924466,0
transformed_image_pneumonia_2.png,40.57425837680069,18.496815098315253,0.0,7.836450831590203,13.469851570039435,0,41.34045522188718,33.901925209411374,0
transformed_image_pneumonia_3.png,34.180072456230725,22.64791443119722,0.0,11.124105275366556,16.155076932352124,0,41.97352952793402,37.33043491004604,0
transformed_image_pneumonia_4.png,27.014994565968102,25.211247563983992,11.90434248985188,16.221192733543198,23.09744926310069,0,46.672335001090055,35.29997722121266,0
transformed_image_pneumonia_5.png,36.84260366919462,18.843381331262062,14.064716211007765,11.461549186465959,16.92071877250538,0,41.96296741885631,34.050096880940494,0
transformed_image_pneumonia_6.png,38.828245014054104,23.810437267839916,0,6.749161063919493,8.806989097440955,0,38.660569309269846,40.77413623085542,0
transformed_image_pneumonia_7.png,40.021158267684186,18.434096498436816,0,7.103263312532951,7.941453934103611,0,35.171824163234014,33.231348082720366,0
transformed_image_pneumonia_8.png,31.52409814510466,21.27369037872972,0,8.766151378762878,14.939992985343686,0,43.90528176078598,33.40515764396788,0
transformed_image_pneumonia_9.png,29.740865368354775,17.455118519917264,0,10.101860778235004,21.928030999009174,0,45.44280416661205,25.659735320313672,0
transformed_image_pneumonia_10.png,36.41051604345426,12.723857325358095,0,7.808955721856109,12.530704844918382,0,39.20827907423643,28.172698151421162,0
transformed_image_pneumonia_11.png,34.37254299199868,12.039540991809888,0,12.458981677352348,15.56821072096385,0,38.79977782636322,30.14398333872172,0
transformed_image_pneumonia_12.png,34.655770822101935,10.125222084762964,0.0,8.511634156061364,26.846918678029397,0,53.369898460816714,22.783810053581032,0
transformed_image_pneumonia_13.png,34.04881349776984,15.248456068254571,3.801244650058352,8.531631688587401,22.594022730900086,0,49.60421648922518,21.357945180929637,0
transformed_image_pneumonia_14.png,34.29739596199765,12.397504685968121,0,8.285508929411732,18.929109659125473,0,44.23439645028643,22.390370340933337,0
transformed_image_pneumonia_15 (1).png,32.79486592530434,12.225994651555403,0.0,8.956960709719247,25.592256798464078,0,49.55152496736222,22.638758503863006,0
transformed_image_pneumonia_15.png,32.79486592530434,12.225994651555403,0.0,8.956960709719247,25.592256798464078,0,49.55152496736222,22.638758503863006,0
transformed_image_pneumonia_16.png,26.093987150798693,24.864303200991507,0.0,11.895479857029454,22.548788104235012,0,46.32294748807358,32.41992848773129,0
transformed_image_pneumonia_17.png,30.72994927250425,13.940462142985632,6.3067231144028595,9.524175261450651,27.710785294739956,0,50.431745369281856,24.000041946527144,0
transformed_image_pneumonia_18.png,32.997414029308565,11.695386620863493,0,8.32091796055531,22.394161267061214,0,45.63141667736078,23.760288989766625,0
transformed_image_pneumonia_19.png,60.356700904517844,11.570471282805757,0,7.784720201707489,11.959262666025127,0,36.188379341972706,27.797665257638698,0
transformed_image_pneumonia_20.png,27.113390394834152,27.715980846045515,0.0,10.411713458651318,13.58394329169154,0,38.53967749436357,38.25436574693916,0
transformed_image_pneumonia_21.png,30.728165618339197,23.232594565615237,0,11.488275624806993,13.629938131111711,0,39.96793878700225,35.5042167403947,0
transformed_image_pneumonia_22.png,43.346239894432486,22.16910149834183,0,10.94099019372518,6.555173205332919,0,37.224627750316685,35.39035673147751,0
transformed_image_pneumonia_23.png,51.727118847090296,17.05273480437441,0,10.346369210993505,5.41262295384552,0,37.91948756176572,30.336446675941115,0
transformed_image_pneumonia_24.png,56.423389980268304,12.134502088322904,10.865606962505366,11.384024242709721,14.777864225139318,0,31.571512646903212,34.5154774751232,0
transformed_image_pneumonia_25.png,28.101973989033656,18.724144646240205,5.076678270347675,10.52414000823063,18.65946537193604,0,40.00587785071674,28.1927863860189,0
transformed_image_pneumonia_26.png,36.09890599341615,14.753978050325717,0.0,11.125342525411229,12.584094133721562,0,40.047584091430146,29.84695246800021,0
transformed_image_pneumonia_27.png,28.7864720613942,17.474749352732225,0,5.495193202170624,19.740775063108213,0,40.437991168453735,29.528246093345317,0
transformed_image_pneumonia_28.png,31.02946799781263,21.428868363230425,0,6.5689345814611135,14.494534656231949,0,42.84581016129373,33.14447990804636,0
transformed_image_pneumonia_29.png,33.5718663319734,13.593148573960791,3.6445312394419935,10.028486270950502,17.657415595862673,0,43.46316643207539,29.644673783617968,0
transformed_image_pneumonia_30.png,45.89979105759441,14.469372460726321,8.683422291646984,10.483034539220082,12.151124413762318,0,38.158854642172095,26.814516614444834,0
transformed_image_pneumonia_31.png,40.41925470447153,9.880203418716743,8.926472390605689,12.550660259768959,12.134839759914385,0,33.8821543313474,29.04250934757192,0
transformed_image_pneumonia_32.png,35.182881911662655,19.934333257465347,0,10.041332680386564,10.165466041232827,0,41.510915392318395,36.81627530293871,0
transformed_image_pneumonia_33.png,44.411670400690966,13.679587488692695,7.334831355028048,10.055788879748103,12.264774264035411,0,36.726004161960624,29.23199651434515,0
transformed_image_pneumonia_34.png,34.26720154870165,20.261874664314185,0.0,11.083043793530468,11.469296186604657,0,39.43488332386783,35.213408764638174,0
transformed_image_pneumonia_35.png,30.254668308780136,16.232264991578806,0,8.424332136787026,26.95401967148561,0,51.51519268206239,19.956553698259093,0
transformed_image_pneumonia_36.png,45.257058247393466,15.677645606837286,0.0,7.856575576554805,10.628287664414763,0,37.94670805287291,28.194340852647,0
transformed_image_pneumonia_37.png,38.23825968656985,16.77246025823745,0,6.788810649254475,16.73619223752414,0,48.22949016283895,21.711030011179673,0
transformed_image_pneumonia_38.png,39.065981723315204,11.787117791189319,8.903799078992714,8.549604128130394,12.18581936032341,0,39.79049679008176,23.78381261662194,0
transformed_image_pneumonia_39.png,49.582911166976025,8.190664767967505,0,4.3451357623051585,13.221983590177372,0.0,38.87979101510901,19.82049653229604,0
transformed_image_pneumonia_40.png,27.416896928987992,21.944506523305606,0.0,9.480940981561812,33.12432839028323,3.7840338686417154,59.14655733493136,25.823791746240765,0
transformed_image_pneumonia_41.png,26.930891761093307,22.45761539869084,0,12.14169280547742,17.499666363225625,0,42.402256753168686,30.213598774655463,0
transformed_image_pneumonia_42.png,39.5831294696971,24.6617230303364,0,11.3910230393644,5.130536859775055,0,36.36471189240949,38.93370178023553,0
transformed_image_pneumonia_43.png,31.49179637056759,17.897084985853468,3.4862575927251003,10.336039998257657,17.118371923657847,0,42.23987052692623,24.221696502757137,0
transformed_image_pneumonia_44.png,26.66671983949441,18.863288358296256,20.13698524198375,10.28873788962591,27.046913974493606,0,43.70264693175009,28.687047133060098,0
transformed_image_pneumonia_45.png,48.828534564244144,12.215837204338245,6.304880773438591,10.263887889474006,7.907330448382032,0,35.01992474411781,29.494703531404195,0
transformed_image_pneumonia_46.png,28.092749334842342,18.51289610224029,10.154533966540003,7.3168709333447275,16.172700629280865,0,41.921738482791945,22.73512913355992,0
transformed_image_pneumonia_47.png,56.439730084835105,15.852871927871568,0.0,12.67498406125091,7.699628749016581,0,38.72152161089635,32.143064396790706,0
transformed_image_pneumonia_48.png,32.532589881337834,17.163438362539665,0.0,10.262492499610294,16.90736792110027,0,39.98542165388254,32.775026742604666,0
transformed_image_pneumonia_49.png,24.880779066898203,23.77652671662862,1.4760999061561966,12.351674893805589,27.93253665174325,0,50.99493283576469,33.40359354096146,0
transformed_image_pneumonia_50.png,25.450151420507815,23.03859295351284,0,11.20856050864808,31.111530103830198,0.0,54.281865420015365,29.382824306790106,0
transformed_image_pneumonia_51.png,51.59846916631468,10.631763337807065,9.433685460254388,8.508059859739179,11.215611134508865,0,35.65714014786854,27.85727021310512,0
transformed_image_pneumonia_52.png,55.96648851019071,8.580831718744522,8.868998860690251,9.151373252170416,16.012587849507064,0,32.319544196800166,26.889622949113527,0
transformed_image_pneumonia_53.png,33.39314382585167,26.8697679357707,5.837528429170888,15.272843669327155,17.034070545042386,0.0,40.84110593655375,40.364906576986044,0
transformed_image_pneumonia_54.png,32.67455362553303,19.228419812974483,0.0,6.988712038982314,23.328943013077836,0.0,49.08099212491581,26.26071601401648,0
transformed_image_pneumonia_55.png,35.43383861326118,21.67985377998258,0.0,10.969420756207988,17.205822586169823,0,43.21316968362666,35.646843785588814,0
transformed_image_pneumonia_56.png,53.27200654677129,20.500292621543224,0,14.910179454370143,8.450140218519136,0,44.206385780167,36.874034613019475,0
transformed_image_pneumonia_57.png,39.32907742410516,22.87304889974039,10.571558497723522,10.626498918308569,10.749043274519744,0,37.70109181086997,41.70311563500693,0
transformed_image_pneumonia_58.png,46.73273594603031,13.411357038978839,4.812339410158532,8.382454680722951,6.943168714190036,0,35.119276975856806,32.34097257240379,0
transformed_image_pneumonia_59.png,45.01516723223814,18.69269772025558,9.547048386382249,9.84181030810111,6.802439899241486,0,38.27758959180613,35.86375511364843,0
transformed_image_pneumonia_60.png,24.96323704751324,24.173768240627187,0.8408964152537145,14.160540251621997,27.661816257388725,0.0,48.47590847116789,32.30976000500197,0
transformed_image_pneumonia_61.png,36.39712813478256,21.018545065662387,0.0,8.997815828283635,10.674286676501442,0,41.24391012751381,35.06567330061116,0
transformed_image_pneumonia_62.png,41.50466452546523,22.56329447602954,0,9.355823777132457,4.752230357258995,0,38.16764619397378,35.948490278305435,0
transformed_image_pneumonia_63.png,32.293194913956015,26.864260926490008,0,12.726158736610609,18.29087906020493,0,43.75737886792624,36.78295813219481,0
transformed_image_pneumonia_64.png,47.63490837270075,18.63161272460521,3.873797708588607,13.488649737826275,9.505773404677994,0,39.89897944410917,34.538926306070245,0
transformed_image_pneumonia_65.png,43.459503810185886,20.30001003039123,9.762961835563573,13.606349522451895,4.833183318645234,0,32.93942761478689,36.94885408420484,0
transformed_image_pneumonia_66.png,42.73652675953181,17.6328031772061,13.051610850651032,10.382435747110398,9.14922836848663,0,29.530028178701453,36.27007407678844,0
transformed_image_pneumonia_67.png,44.88029933578634,18.90184178657257,13.838241804332078,14.166540204342558,9.734444669769626,0,36.852198073986024,35.826072896882934,0
transformed_image_pneumonia_68.png,32.12485339770443,28.518413954401368,0,15.21321695563993,24.95948313961645,15.136135474566862,48.6324941039739,31.063000988258196,0
