filename,gstd_bins0,gstd_bins1,gstd_bins2,gstd_bins3,gstd_bins4,gstd_bins5,gstd_bins6,gstd_bins7,class
transformed_image_pneumonia_1.png,11.584739216682674,42.11203640692515,4.445269020730541,22.68878257337548,33.72708313559646,0,23.272727579048254,12.840841317417885,2
transformed_image_pneumonia_2.png,10.945618508667192,32.81565267881892,0.0,20.287303448519484,30.64433800653975,0,23.62795130975769,13.031004495837657,2
transformed_image_pneumonia_3.png,9.689451213478655,37.742485024831375,0.0,20.83040829117577,34.093202042197824,0,25.043174260805472,11.25931137357084,2
transformed_image_pneumonia_4.png,8.416020475285679,41.2415366675407,3.5237290853109955,22.09035053522053,36.18549432409741,0,29.00223712584114,9.617885909389559,2
transformed_image_pneumonia_5.png,10.906356879491472,33.3837706574763,1.9525624189766635,20.710381584981942,33.77893404252609,0,24.603437520027896,12.657946982915467,2
transformed_image_pneumonia_6.png,8.842600017754794,39.56560699023425,0,22.189830682387054,28.97765624289864,0,24.226607567645985,11.471799126261923,2
transformed_image_pneumonia_7.png,11.5798749404186,46.35041212388026,0,20.663044922576542,35.44170099086131,0,20.914311235098193,16.266342740330753,2
transformed_image_pneumonia_8.png,4.127238390559142,39.02213494745981,0,17.696522974382617,37.23718419958027,0,25.127262310409506,12.16545489167312,2
transformed_image_pneumonia_9.png,7.960452502094215,33.65104340066775,0,18.334136211322157,43.015319623242725,0,26.258223257628323,16.911200121240647,2
transformed_image_pneumonia_10.png,6.566203995018563,39.05154575254977,0,18.094776231861154,43.413871223448965,0,23.797706775729083,16.546746793889426,2
transformed_image_pneumonia_11.png,14.364834251063188,35.44817137837252,0,18.484393578179688,45.078333832519114,0,24.510444350385292,16.433714395752585,2
transformed_image_pneumonia_12.png,30.29997161945247,23.22880989389491,0.0,14.428018235539174,45.284649949128905,0,29.654089221171176,19.874336337781774,2
transformed_image_pneumonia_13.png,21.841516571068563,24.181039920902144,1.9494871120374244,17.096980260172483,51.22620628921753,0,25.771763483080342,17.249637748639035,2
transformed_image_pneumonia_14.png,15.24762816849567,32.58365922019557,0,15.61820582235774,45.36530827589874,0,24.024271032015402,19.055458796890843,2
transformed_image_pneumonia_15 (1).png,20.956061698071384,27.889863812499286,0.0,16.167876642629086,48.45376331069468,0,28.498492863106627,19.13576128519613,2
transformed_image_pneumonia_15.png,20.956061698071384,27.889863812499286,0.0,16.167876642629086,48.45376331069468,0,28.498492863106627,19.13576128519613,2
transformed_image_pneumonia_16.png,2.6122153068055995,39.44482610130208,0.0,25.388351217941818,42.06422764877667,0,27.210129205820547,11.55163657140924,2
transformed_image_pneumonia_17.png,16.51524962939127,29.21900880415855,3.5355339059327378,17.234406563386887,45.10582776991449,0,28.27045545806484,17.892084689707865,2
transformed_image_pneumonia_18.png,18.136495870630743,30.537952626579777,0,16.38751537608611,46.23399468745213,0,25.58173161924374,18.55547086628689,2
transformed_image_pneumonia_19.png,29.233816790040603,26.820644972254488,0,13.615441243287478,43.982411803223165,0,22.00377320775896,19.497013160372322,2
transformed_image_pneumonia_20.png,5.637465179368574,44.07166236319266,0.0,23.824281344230595,34.48221822356213,0,22.967345671635986,14.004405340704992,2
transformed_image_pneumonia_21.png,5.987437605001756,40.436606433886965,0,21.815513953472227,33.80374312680715,0,23.372862698078325,13.556648508481745,2
transformed_image_pneumonia_22.png,10.682898077587604,38.49396875469214,0,22.4634207385786,29.167932851269615,0,21.819563106938585,14.621416811882172,2
transformed_image_pneumonia_23.png,11.02859085752689,30.16019291192502,0,17.755449180004103,38.51737181113971,0,22.7096506864789,15.100494126076407,2
transformed_image_pneumonia_24.png,24.52523450945343,29.459383210693826,4.745124199047346,14.89675007067242,30.026251378823588,0,19.701890455203973,18.297873085033356,2
transformed_image_pneumonia_25.png,8.908067448926886,40.33622715925732,6.148459608353583,18.941361239145234,43.696165230267795,0,23.00889237045542,15.932879851155894,2
transformed_image_pneumonia_26.png,12.089047466476375,30.48163526109784,0.0,16.954377209807465,48.514240498740214,0,23.79327607486819,16.284970028470134,2
transformed_image_pneumonia_27.png,4.889244442674068,41.17299715664379,0,17.95605017795222,43.15380729310344,0,24.298096548490097,16.851511047079626,2
