filename,gskew_bins0,gskew_bins1,gskew_bins2,gskew_bins3,gskew_bins4,gskew_bins5,gskew_bins6,gskew_bins7,class
transformed_image_pneumonia_1.png,20.20117423360595,46.136480128538295,5.601285622842935,24.99170115643882,38.484262600346035,0,25.453021218881617,14.179420564099921,2
transformed_image_pneumonia_2.png,21.278039608500738,37.36964448312145,0.0,22.359676480137885,37.59008968673027,0,25.93778094852529,14.93410971236601,2
transformed_image_pneumonia_3.png,19.44301190510697,41.828338511957696,0.0,23.069087413667262,38.90836092848838,0,27.520016347200468,12.942647037920171,2
transformed_image_pneumonia_4.png,18.527040742193282,44.97804787754454,3.824913255516861,26.595270440625796,42.218667073398954,0,31.471993248927305,11.261222659056605,2
transformed_image_pneumonia_5.png,21.336590155003577,38.1609809407841,2.1248558148998153,23.09594941941714,40.48880961053143,0,27.00566798469813,14.402719431331203,2
transformed_image_pneumonia_6.png,15.887297969869136,43.933357289861185,0,24.964956119379615,33.656267795109294,0,26.36460642340063,13.008971253112795,2
transformed_image_pneumonia_7.png,18.629495924446825,50.190341572951525,0,22.69432051898033,39.90315122665406,0,22.943836388076633,18.19357407525842,2
transformed_image_pneumonia_8.png,11.056992586085316,42.40657173292821,0,19.55193150068892,41.76206209657619,0,27.618046831534848,13.685608734358423,2
transformed_image_pneumonia_9.png,16.14729977527232,37.34400900629888,0,20.160483888737684,46.96797942693255,0,28.83473794016406,18.80019742532127,2
transformed_image_pneumonia_10.png,14.660583609397536,42.58440073788501,0,19.85421978111248,47.31726129622904,0,25.83862550108098,18.85066996289279,2
transformed_image_pneumonia_11.png,23.356957877033533,39.74191808970439,0,20.04218179522465,49.228922165707836,0,26.79939151838677,18.07495917739883,2
transformed_image_pneumonia_12.png,33.29384908944272,27.42515705780816,0.0,15.844153815083024,51.71664880428968,0,33.675514873238534,21.452656201958742,2
transformed_image_pneumonia_13.png,28.30185820799689,27.18621281028722,2.3305793471765317,18.719322952883413,55.1626594942854,0,28.542947000673518,18.886337879877637,2
transformed_image_pneumonia_14.png,22.9966201340576,36.23160871681098,0,17.111700697619852,49.683229530769836,0,26.680626799942132,20.80078933687698,2
transformed_image_pneumonia_15 (1).png,25.485155340971854,31.68032668687497,0.0,17.764193281002633,52.579629969173865,0,31.962853046170128,20.329335284398688,2
transformed_image_pneumonia_15.png,25.485155340971854,31.68032668687497,0.0,17.764193281002633,52.579629969173865,0,31.962853046170128,20.329335284398688,2
transformed_image_pneumonia_16.png,7.773468251320837,43.06949790697117,0.0,28.494930732090126,45.388388292017524,0,29.92640768364492,13.324408615284606,2
transformed_image_pneumonia_17.png,22.182248852468657,32.16518988942086,3.9685026299204984,18.9576551570202,49.80989806604282,0,31.246109126561382,19.14241925964139,2
transformed_image_pneumonia_18.png,24.86055454653911,34.0060947991481,0,17.943806526641644,50.28864014622397,0,28.241835504386515,20.169175645156653,2
transformed_image_pneumonia_19.png,32.10951397904583,31.589602113102607,0,15.002025470953031,48.334576441937784,0,24.284241575973187,21.799317441465437,2
transformed_image_pneumonia_20.png,13.18128578306742,48.3833080679899,0.0,26.313769147635227,38.35472368990831,0,25.22874779905699,15.567971682543222,2
transformed_image_pneumonia_21.png,13.678948653375004,43.37744938191879,0,24.066208927799117,37.754929750835494,0,25.550443885310816,14.921686537430245,2
transformed_image_pneumonia_22.png,17.77160340790326,42.71123182215629,0,24.73408913205484,35.393451351601314,0,24.034381925709535,15.95874459080844,2
transformed_image_pneumonia_23.png,18.163349578159792,34.95420347487903,0,19.81913727752488,42.63415030687528,0,24.83647904252638,17.540622494721315,2
transformed_image_pneumonia_24.png,37.30856825145671,34.32107670864956,5.6861505709088815,16.520895919358008,33.77612702933929,0,21.612189315937993,20.88801325683901,2
transformed_image_pneumonia_25.png,19.87732708028854,44.645716459859926,6.915163222201784,20.727266632654306,47.368995836534104,0,25.715529200466126,17.125113149799,2
transformed_image_pneumonia_26.png,20.145694543877685,36.10606642448421,0.0,18.541459048983626,52.30790559856394,0,26.40762447094595,19.029657645475123,2
transformed_image_pneumonia_27.png,13.021369857135031,44.64856759065112,0,19.776227959771074,47.00545366318044,0,26.941622753269574,18.606756720213433,2
transformed_image_pneumonia_28.png,11.210315471434615,42.0642749231434,0,20.626153607583582,41.25287630739776,0,26.892047505556356,14.607039089215792,2
transformed_image_pneumonia_29.png,17.306631950368434,39.055008852751286,2.2078041530973027,19.39261695567834,47.464996059280196,0,28.855328592679932,18.82440577584005,2
transformed_image_pneumonia_30.png,15.90187024005028,37.296215908889295,4.985114237461961,16.888338928027697,50.4017122270682,0,25.18994276868834,20.37259501946289,2
transformed_image_pneumonia_31.png,36.44050786981796,41.06743174793543,5.4500098228356455,16.622423196209567,49.1728509237925,0,23.72637981249092,18.953994392212245,2
transformed_image_pneumonia_32.png,13.546181514046042,41.16555028536696,0,23.569157309693185,37.9509963449264,0,27.231670742225777,13.471081389587834,2
transformed_image_pneumonia_33.png,29.097224813540414,38.7840568953253,4.3734095387185885,17.299480732013766,48.879324745097996,0,24.103627365799117,20.554494509910906,2
transformed_image_pneumonia_34.png,14.399850310885737,40.535819512868215,0.0,23.517547079106507,37.213214769599006,0,25.41413570946591,15.902219482131,2
transformed_image_pneumonia_35.png,23.980974425305302,26.786357004927297,0,19.050003694044147,53.59457801773625,0,30.384720623537056,20.990156129162997,2
transformed_image_pneumonia_36.png,20.326523355334327,38.60402125691812,0.0,16.60746400579964,47.55407888957759,0,25.11080038815558,20.70631920237595,2
transformed_image_pneumonia_37.png,20.1336213286396,32.96849642854565,0,16.994761942040345,48.448497447544895,0,29.352638268538467,21.021700524258925,2
transformed_image_pneumonia_38.png,25.65466329413656,34.83450555322337,4.358959058457372,15.100945036568376,52.90034708114224,0,25.848833948754343,21.735713855092488,2
transformed_image_pneumonia_39.png,28.47469563120024,22.671846411498414,0,10.16376458027698,49.098533635969524,0.0,25.821654423833188,26.944476186457937,2
transformed_image_pneumonia_40.png,10.496383185475212,31.803953937754862,0.0,27.855081679775704,46.291894888048276,40.08187656219703,37.85702860092435,12.370401392047674,2
transformed_image_pneumonia_41.png,9.790577113403902,49.73665486052061,0,25.11224914093215,40.49342217231372,0,27.9015744570963,14.201573250164321,2
transformed_image_pneumonia_42.png,22.24300688957225,42.26999210154657,0,22.963259769078526,28.15678838975121,0,23.438275587219994,15.372953911995088,2
transformed_image_pneumonia_43.png,20.67104447101296,42.38485450413052,8.307620745134809,19.09696439202849,47.109157871440395,0,27.3768216662353,18.760548559455422,2
transformed_image_pneumonia_44.png,23.799661951132435,42.026571335344244,11.189091181068163,20.84580333056327,45.75682007147413,0,28.3039695655986,17.564381816822305,2
transformed_image_pneumonia_45.png,26.415305075349593,37.30154771437288,7.271523560534356,17.844234497661297,43.06509666766363,0,22.7559490061858,19.635044221234818,2
transformed_image_pneumonia_46.png,18.708834919210616,39.7755857454282,8.124192902808653,15.729029331663178,41.913051301746016,0,26.682008358913905,21.98707563902373,2
transformed_image_pneumonia_47.png,20.719878681499605,36.69850295815593,0.0,19.507057310400686,46.486831602872364,0,25.337695772004274,17.738207916008268,2
transformed_image_pneumonia_48.png,13.381132975994937,42.96715153250043,0.0,21.687952200638843,47.14399506366652,0,28.20956379760553,16.596412436143826,2
transformed_image_pneumonia_49.png,5.4799997514867425,37.90182440456427,4.658538763083116,31.18736208879818,44.16049935531233,0,36.683416641726595,10.928335952238202,2
transformed_image_pneumonia_50.png,4.986098814820252,35.98398052685782,0,27.661997205810643,46.90160655338562,0.0,37.46637694592856,15.994112404212743,2
transformed_image_pneumonia_51.png,28.513011792473478,34.358055768245414,3.7101282937402003,16.267624671795303,44.939587646368075,0,23.56946943525813,21.036994829699452,2
transformed_image_pneumonia_52.png,37.279123984653616,33.77691980876992,4.6058246185828855,12.68284457109589,39.64565844324035,0,22.694274842876837,23.82361886624841,2
transformed_image_pneumonia_53.png,18.82735445807199,45.27676772239508,3.202294873181517,18.39249148790692,41.265643281088614,0.0,26.529507228284196,13.461427784299591,2
transformed_image_pneumonia_54.png,17.60467652998414,37.55215619342646,0.0,20.35047601963643,46.34292573711439,0.0,30.902697882399742,18.050595592015593,2
transformed_image_pneumonia_55.png,19.665732340633713,41.543508088469416,0.0,24.109824608823427,40.304246452148774,0,28.523329884044397,12.239818890116227,2
transformed_image_pneumonia_56.png,19.43522356117029,33.28423343596828,0,25.081884168354346,40.31927353519467,0,28.761755906342206,12.738379317106231,2
transformed_image_pneumonia_57.png,22.090460616698827,42.60240587248754,8.877722333422753,26.70613798750545,32.248659020584796,0,24.790929052745344,14.264245051772063,2
transformed_image_pneumonia_58.png,20.494667512082316,44.499498614697714,0.37800511755296734,19.54306885173426,42.683333647676434,0,23.05857881938116,18.83033068993158,2
transformed_image_pneumonia_59.png,13.933275619258833,43.09532771151552,4.158264549934268,22.830737745375515,41.12966484442426,0,25.365573569465237,15.72716712754263,2
transformed_image_pneumonia_60.png,12.656830093026713,41.000430254044105,0.7937005259840998,29.942845899064046,45.890521785498834,0.0,32.052039870162204,13.43601871510239,2
transformed_image_pneumonia_61.png,13.262659543274419,43.03978060073332,0.0,25.208826279421967,43.42462595189308,0,26.844407553437737,13.813502739624578,2
transformed_image_pneumonia_62.png,16.495300420943757,48.38261428471382,0,24.382948162071926,39.36061500547031,0,25.30983675474059,14.454489563347588,2
transformed_image_pneumonia_63.png,20.744740608978123,45.99406049846397,0,18.20681062280051,40.383432144918146,0,28.924055012377426,11.649330418446475,2
transformed_image_pneumonia_64.png,18.375383567634593,46.07474297531282,1.8809095670044242,23.863985243636073,36.00803349352435,0,25.526108250158384,15.658766571380976,2
transformed_image_pneumonia_65.png,23.050774685218215,46.68921656753606,3.376282178802303,19.066684132161306,30.204152911212525,0,20.507595712454403,19.135413599768874,2
transformed_image_pneumonia_66.png,22.70529374805783,46.132237165057234,8.717524880352785,18.943249379079056,35.105084119866156,0,19.97013378406825,19.954898078263568,2
transformed_image_pneumonia_67.png,23.283483451390886,47.110990710915374,7.889059423403448,23.041567112199537,36.84120276713495,0,24.829533111407326,15.413110136472573,2
transformed_image_pneumonia_68.png,19.073563225597344,41.944551661956915,0,31.242658610979866,41.6182757689384,0.7937005259840998,31.80078597457516,13.701729211278842,2
transformed_image_pneumonia_69.png,22.076598502267515,45.19080437525758,0.7560102351059272,23.464577306720756,41.93428837563233,0,26.305627916087946,14.763970371297447,2
transformed_image_pneumonia_70.png,16.21825788396175,44.5381169971787,2.0832888879407068,23.409520763119794,38.917097267480926,0,27.774835069988406,14.672655489135384,2
transformed_image_pneumonia_71.png,24.411159497042824,37.445508343017345,1.5874010519681994,18.103376163345718,48.58291211700897,0,25.362990331452146,19.472607001983896,2
transformed_image_pneumonia_72.png,19.02380855474968,47.598971481688906,8.326422640049232,21.096716182261687,43.60626953605736,0,26.290131297246802,18.326245532952697,2
transformed_image_pneumonia_73.png,26.303253360179745,51.385543751480704,6.0917973173677975,21.078311560717314,38.79079834225152,0,23.637309855530894,17.16210599415166,2
transformed_image_pneumonia_74.png,23.30533501952206,47.606591980316246,8.21617473523048,22.895783000050542,39.6100605481668,0,25.42634511142119,16.253738584811128,2
transformed_image_pneumonia_75.png,23.30533501952206,47.606591980316246,8.21617473523048,22.895783000050542,39.6100605481668,0,25.42634511142119,16.253738584811128,2
transformed_image_pneumonia_76.png,20.506760379490444,48.28099951250245,10.897298151632036,22.342516538132575,39.94013676055217,0,23.471211356684474,18.18674891186904,2
transformed_image_pneumonia_77.png,29.179404303833085,52.72503720991432,7.717542224882346,19.575810727883255,37.94919712424055,0,20.32220029934114,20.655405804421683,2
transformed_image_pneumonia_78.png,19.995961026638206,34.54125709151184,1.7471609294725976,22.936570011862056,42.227853561245034,0,28.613560613810257,15.62913513276897,2
transformed_image_pneumonia_79.png,14.11386680155463,41.445842044144825,0,26.825202581965836,45.85298698162684,5.952753944880747,31.390918497368702,13.724721484871415,2
transformed_image_pneumonia_80.png,29.779991157410894,27.36006922507725,2.777951840944349,15.597922635178918,53.28791054836151,0,27.420320082314277,22.266016106495208,2
transformed_image_pneumonia_81.png,16.381772121296848,45.110913870785936,2.189860835740635,25.46545661316414,43.267084344575814,0,29.860967185501412,13.391764122639302,2
transformed_image_pneumonia_82.png,20.62051730456423,42.73357606968488,2.9417956467008004,23.822858650962047,42.76177038865473,0,26.961054508073087,16.453754540564205,2
transformed_image_pneumonia_83.png,21.43103811865961,41.73063204681256,0.0,27.669961508872465,18.372458998964277,0,24.324230366916463,15.365119620937344,2
