filename,bstd_bins0,bstd_bins1,bstd_bins2,bstd_bins3,bstd_bins4,bstd_bins5,bstd_bins6,bstd_bins7,class
clean_p_1.jpg,16.04919956,2.28950236,0,0,0,7.165589233,0,5.713443886,1
clean_p_2.jpg,3.308281876,0.707106781,0,0,0,11.99136728,0,6.559984916,1
clean_p_3.jpg,14.32261648,0.353553391,0,0,5.876928735,9.913627908,0,5.496118111,1
clean_p_4.jpg,3.045114585,2.07707393,0,0,0,9.200092635,0,7.041592139,1
clean_p_5.jpg,3.343711464,0,0,0,0,0,0,5.665973916,1
clean_p_6.jpg,3.448319218,3.861614456,0,0,0,7.459097154,0,6.513683221,1
clean_p_7.jpg,4.229277631,0,0,0,2.377128676,9.378543659,0,5.240142615,1
clean_p_8.jpg,3.638346442,0,0,0,0,9.486886253,0,5.697729285,1
clean_p_9.jpg,10.85022351,2.251445837,0,0,0,6.383798928,0,6.305254059,1
clean_p_10.jpg,3.447392282,1.060660172,0,0,0,9.734603352,0,5.885062446,1
clean_p_11.jpg,5.104277912,2.686554127,0,0,0,10.09822693,0,5.612231696,1
clean_p_12.jpg,3.177495581,0,0,0,0,6.836223247,0,7.238057034,1
clean_p_13.jpg,5.275722841,2.673398068,0,0,0,6.497839378,0,5.573176201,1
clean_p_14.jpg,3.636114555,0,0,0,0,11.80802052,0,6.378770768,1
clean_p_15.jpg,3.533292238,0,0,0,0,0,0,5.279073035,1
clean_p_16.jpg,4.181526654,2.271247414,0,0,0,8.497857809,0,6.431240616,1
clean_p_17.jpg,4.090001933,4.541606287,0,0,0,16.98609771,0,10.14038845,1
clean_p_18.jpg,3.152229519,0,0,0,0,11.07010978,0,7.064158318,1
clean_p_19.jpg,2.642152006,0,0,0,0,7.885320145,0,7.021970002,1
clean_p_20.jpg,4.603662883,2.720908721,0,0,0,10.78789318,0,5.97430345,1
clean_p_21.jpg,5.158860228,0,0,0,1.960108299,11.7168773,0,6.161242756,1
clean_p_22.jpg,4.446666693,1.362398032,0,0,4.872738425,13.57023424,0,7.50810397,1
clean_p_23.jpg,5.726377578,5.885074808,0,0,0,0.384900179,0,7.844172051,1
clean_p_24.jpg,3.656872516,0,0,0,0,8.744558086,0,7.28201644,1
clean_p_25.jpg,3.624412663,0,0,0,0,0.330739911,0,6.419930699,1
clean_p_26.jpg,3.983200885,0,0,0,0,5.317356527,0,7.841983461,1
clean_p_27.jpg,3.342340154,0,0,0,0,13.43717031,4.242640687,11.30781559,1
clean_p_28.jpg,2.920229274,0,0,0,0,7.986597936,0,7.803766194,1
clean_p_29.jpg,10.74708536,1.204159458,0,0,3.061037479,12.72135597,0,7.100768996,1
clean_p_30.jpg,3.209677177,0,0,0,0,5.542290825,0,7.640243149,1
clean_p_31.jpg,3.26501381,0,0,0,0,10.73542709,0,5.24836349,1
clean_p_32.jpg,3.654507352,0,0,0,0,10.57827932,0,6.534588544,1
clean_p_33.jpg,3.982237707,0,0,0,0,13.47525632,0,7.72552388,1
clean_p_34.jpg,4.414927942,0,0,0,0,6.256623211,0,5.853773049,1
clean_p_35.jpg,24.08463751,3.608070696,0,0,0,4.321285664,0,5.407346028,1
clean_p_36.jpg,4.125140019,2.450398331,0,0,0,9.613712358,0,5.785339175,1
clean_p_37.jpg,2.839673714,0,0,0,0,5.11187401,0,10.16336398,1
clean_p_38.jpg,3.382488025,0,0,0,0,7.945940347,0,10.10224356,1
clean_p_39.jpg,3.397724001,0.353553391,0,0,0,8.687309849,0,5.489612208,1
clean_p_40.jpg,2.934211709,0,0,0,0,13.51554883,0,5.222823187,1
clean_p_41.jpg,9.801273463,3.832651693,0,0,0,6.263908444,0,5.83913956,1
clean_p_42.jpg,3.860501809,2.870944621,0,0,0,7.954871226,0,5.872212555,1
clean_p_43.jpg,2.258591278,0,0,0,0,3.780133608,0,6.098580216,1
clean_p_44.jpg,3.656969125,1.654958878,0,0,0,9.699413678,0,5.934858191,1
clean_p_45.jpg,8.913360229,0.971825316,0,0,3.176472717,9.827490634,0,6.21490146,1
clean_p_46.jpg,7.482797538,0.693888666,0,0,3.604273703,10.91828096,0,5.751346259,1
clean_p_47.jpg,2.722668242,0,0,0,0,5.187411331,0,10.14460788,1
clean_p_48.jpg,13.76919936,0,0,0,0.707106781,8.854967578,0,6.02994473,1
clean_p_49.jpg,3.968426779,0.948034726,0,0,0,7.109647427,0,5.023405961,1
clean_p_50.jpg,3.66161087,0,0,0,0,10.87176199,0,8.449554786,1
clean_p_51.jpg,3.298926984,0,0,0,0,0,0,7.484901035,1
clean_p_52.jpg,13.27914817,3.199349977,0,0,5.671668544,5.474993447,4.087245523,7.11976208,1
clean_p_53.jpg,3.446426449,0,0,0,0,9.895521026,0,5.460848392,1
clean_p_54.jpg,2.927992595,4.253674882,0,0,0,11.57328593,0,6.762769568,1
clean_p_55.jpg,3.380111139,0,0,0,2.305262699,15.26017135,0,6.796670555,1
clean_p_56.jpg,12.19042268,2.19416244,0,0,1.40744548,10.5165912,0,5.23188693,1
clean_p_57.jpg,7.279308946,0,0,0,1.023047132,11.99235213,0,5.665723295,1
clean_p_58.jpg,15.20042373,2.810399699,0,0,2.14753846,9.963844324,0,7.35241822,1
clean_p_59.jpg,16.23224591,4.401495118,0,0,3.49677842,8.776462448,0,5.664659592,1
