bmean_bins0,bmean_bins1,bmean_bins2,bmean_bins3,bmean_bins4,bmean_bins5,bmean_bins6,bmean_bins7
3.2387277829747427,163.41666666666666,0,0,0,177.13793103448276,0,214.9946157297609
2.1779156535591513,161.0,0,0,0,171.79255319148936,0,213.8133100436681
1.8035723424944983,161.0,0,0,135.32,169.61269841269842,0,212.32610336559807
1.7001296386323124,147.15384615384616,0,0,135.32,162.20383275261324,0,202.95293348023688
1.6865630108873353,147.15384615384616,0,0,134.35185185185185,154.4754213483146,0,198.38556470259047
1.73576789309903,147.15384615384616,0,0,131.02061855670104,156.07920792079207,0,195.5603432816703
2.1297839211079848,147.15384615384616,0,0,132.16216216216216,156.96404569892474,0,193.06573848297484
2.2083479833241246,147.15384615384616,0,0,133.70731707317074,156.87476979742172,0,191.39066931640588
2.471400036317414,147.15384615384616,0,0,133.70348837209303,156.62211025489034,0,190.5150139968355
2.373791844692413,147.15384615384616,0,0,133.79310344827587,156.62220997519978,0,189.87346499213612
2.525719351668048,147.15384615384616,0,0,133.88541666666666,156.74290305302625,0,189.363606869556
2.429466139133829,147.15384615384616,0,0,133.88541666666666,157.1209735146743,0,188.9604902538357
2.4887359508837945,145.94871794871796,0,0,133.88541666666666,157.15422885572139,0,188.62667612586995
2.431063756873374,145.94871794871796,0,0,133.88541666666666,156.57224841155974,0,187.4227310667186
2.3670549764970366,145.94871794871796,0,0,133.88541666666666,156.57224841155974,0,186.11873932505628
2.3146008257821378,145.94871794871796,0,0,133.68396226415095,156.25347698334966,0,185.79111183525148
2.5006291781360597,145.94871794871796,0,0,133.1,155.70625889046943,0,185.20054671619823
2.583088659690331,145.94871794871796,0,0,132.83984375,155.71132935811997,0,185.0820228512536
2.660038524580357,145.94871794871796,0,0,132.26530612244898,155.6228777225176,0,184.71609948305183
2.70730593085805,145.4494382022472,0,0,132.41639344262296,155.5828649293136,0,184.58748789835417
2.716883920970292,145.4494382022472,118.0,0,131.39714285714285,155.51480792012185,131.0,184.82221875122028
2.6810755151145806,144.22448979591837,118.0,0,131.39714285714285,155.5827980573398,131.0,184.6815704522756
2.639644664388354,144.22448979591837,118.0,0,131.39714285714285,155.44741697416976,131.0,184.40764781908632
2.7488472933466754,144.22448979591837,118.0,0,131.46486486486486,155.44396881210824,131.0,184.36402499291546
2.978845515344116,144.57272727272726,118.0,0,131.59893048128342,156.24722617354197,137.25,184.33485940688522
2.9557496738134676,144.57272727272726,118.0,0,131.59893048128342,156.13152514651765,135.33333333333334,183.91965645762437
2.8987442179659717,144.57272727272726,118.0,0,131.60638297872342,155.92518413231684,134.63636363636363,183.83060924501157
2.926095627804618,144.47787610619469,118.0,0,131.8217054263566,155.90695915279878,134.63636363636363,183.72720212536282
2.887596737084292,144.47787610619469,118.0,0,131.80536912751677,156.28969014084507,134.63636363636363,183.55725728522697
2.8388206388206387,144.37719298245614,118.0,0,131.50733752620545,156.13897550111358,134.63636363636363,183.39947767466833
2.7981319159517595,144.37719298245614,124.66666666666667,0,131.44155844155844,156.08434801859642,134.66666666666666,183.33849576081985
2.8990408161727586,144.37391304347827,124.66666666666667,0,131.55779816513763,156.1728941684665,134.66666666666666,183.43550592227197
2.894305564668402,144.03389830508473,125.0,0,131.55779816513763,156.13046757164403,134.07692307692307,183.00642436665086
2.8449475908356465,143.15447154471545,125.0,0,131.4963503649635,156.00139260846277,134.07692307692307,182.83579036758462
2.809629614667286,143.15447154471545,125.0,0,131.49544626593806,155.69551282051282,134.07692307692307,182.76312235207143
2.815749235474006,143.15447154471545,125.0,0,131.7754749568221,155.65440345288255,134.07692307692307,182.70831352616375
2.801403968070635,143.15447154471545,125.0,0,131.76379310344828,155.57374392220422,133.14285714285714,182.3993858531199
2.763619644566217,143.13709677419354,125.0,0,131.76379310344828,155.50869826034793,133.14285714285714,182.32094666134
2.730092926135323,143.056,125.0,0,131.57416267942583,155.39692612791274,133.14285714285714,182.14515768807814
2.7472732603011827,143.056,125.0,0,130.0956749672346,155.3395614121349,133.14285714285714,182.1162426012121
2.720452816942608,142.7751937984496,125.0,0,130.0956749672346,155.254598540146,133.14285714285714,182.10130587695602
2.6940692794163055,141.625,125.0,0,130.0956749672346,154.80596877869604,133.14285714285714,182.0068040322273
2.631769987056264,141.625,125.0,0,130.0956749672346,154.59182744812523,133.14285714285714,182.03496386772446
2.6168178408974407,141.625,125.0,0,129.52983293556085,154.5685491193027,133.14285714285714,181.9994659997426
2.6173801496936155,141.625,125.0,0,129.95479009687836,154.56772926154122,133.14285714285714,181.99510373756183
2.707561079442212,141.58041958041957,125.0,0,129.85767441860466,154.54351224596144,133.14285714285714,182.06889039611332
2.7910283404112137,141.58041958041957,125.0,0,130.18099547511312,154.60256189821183,133.14285714285714,182.15554167169307
2.798574707574497,141.17763157894737,125.0,0,130.18099547511312,154.58377682403435,133.14285714285714,181.97070934576962
2.811933091912399,141.17763157894737,125.0,0,130.25922592259226,155.19421824104234,133.14285714285714,182.03926035477372
2.742660372171506,141.17763157894737,125.0,0,130.25922592259226,155.2618032655031,133.14285714285714,182.48017076183848
2.739654237128234,141.17763157894737,125.0,0,130.25922592259226,155.2618032655031,133.14285714285714,182.45848611662439
2.6486222937913757,141.17763157894737,125.0,0,130.25922592259226,155.2618032655031,133.14285714285714,182.7800636435171
2.617125262054507,141.70625,125.0,0,130.25922592259226,155.61815910687798,133.14285714285714,183.14894174830675
2.5246689834709715,141.70625,125.0,0,130.25922592259226,155.76409185803757,133.14285714285714,183.50714810535175
2.4875816993464053,141.70625,125.0,0,130.25922592259226,156.05435195743064,133.14285714285714,183.9500255057882
2.469517811750102,142.19411764705882,125.0,0,130.2724820143885,156.22424242424242,133.14285714285714,184.3482779396276
2.447052486359127,142.19411764705882,125.0,0,130.2724820143885,156.32240639336985,133.14285714285714,184.52302594040066
2.358287356701576,142.19411764705882,125.0,0,130.2724820143885,156.3985752056404,133.14285714285714,185.0506202452186
2.356589147286822,142.19411764705882,125.0,0,130.2724820143885,156.40027420984268,133.14285714285714,184.79919754060265
